count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,run_person_romaji,scored_person_romaji,error_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen
190,1.0,188.0,2025/8/22,8093.230835,6993.230841,1755832207,1.0,1.0,真保,Right,東京農業大,6,青貝,Right,TOK,8,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,142.14,0.55,-0.276,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300190,ボール,,8091,https://youtu.be/aj-tAgL9dwU&t=8091,4275,https://youtu.be/Lw74doyJ1kY&t=4275,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Naomasa, Aogai",,,,,,,143.0,853160.0,Test_pitcher_Right Right,,1755799811.0,1755832211.0,ChangeUp,N,-0.4251,0.7059000000000001,142.14,2395.99,2136.2,89.16,00:40,1.0,2.219246,51.0,12.9,47.0,18.0,-2.39,-2.41,1.75,0.11,26.93,853160@1755832211,V3P4DLKO0850A,-1.3968816,-5.3612237,untitled,,1755832211.0,332.0,972881.0,TokyoBBC Right,,1755799810.0,1755832210.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832210,untitled,1755832210.0,
191,2.0,189.0,2025/8/22,8102.624273,7002.624279,1755832216,1.0,2.0,真保,Right,東京農業大,6,青貝,Right,TOK,8,Bottom,0,1,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,139.32,0.586,-0.048,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300191,空振り,,8100,https://youtu.be/aj-tAgL9dwU&t=8100,4284,https://youtu.be/Lw74doyJ1kY&t=4284,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Naomasa, Aogai",,,,,,,142.0,853160.0,Test_pitcher_Right Right,,1755799819.0,1755832219.0,ChangeUp,Y,-0.1171,0.9309,139.32,2370.55,2283.8,96.34,00:10,1.0,2.0230732,59.7,3.3,53.8,5.2,-0.78,-1.83,1.78,0.07,15.55,853160@1755832219,V3P4DLKO0850A,-0.52855283,-4.4232845,untitled,,1755832219.0,331.0,972881.0,TokyoBBC Right,,1755799819.0,1755832219.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832219,untitled,1755832219.0,
192,3.0,190.0,2025/8/22,8117.821802,7017.82181,1755832231,1.0,3.0,真保,Right,東京農業大,6,青貝,Right,TOK,8,Bottom,0,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,138.01,1.197,-0.032,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300192,ボール,,8115,https://youtu.be/aj-tAgL9dwU&t=8115,4299,https://youtu.be/Lw74doyJ1kY&t=4299,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Naomasa, Aogai",,,,,,,141.0,853160.0,Test_pitcher_Right Right,,1755799835.0,1755832235.0,ChangeUp,N,-0.0771999999999999,1.2446,138.01,2339.72,2257.3,96.48,00:34,1.0,2.0318813,60.3,1.6,53.2,16.8,-0.6,-0.67,1.78,0.07,15.25,853160@1755832235,V3P4DLKO0850A,-0.4785768,-3.3233743,untitled,,1755832235.0,330.0,972881.0,TokyoBBC Right,,1755799834.0,1755832234.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832234,untitled,1755832234.0,
193,4.0,191.0,2025/8/22,8129.405496,7029.405505,1755832243,1.0,4.0,真保,Right,東京農業大,6,青貝,Right,TOK,8,Bottom,0,2,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,139.32,0.662,-0.136,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300193,空振り,,8127,https://youtu.be/aj-tAgL9dwU&t=8127,4311,https://youtu.be/Lw74doyJ1kY&t=4311,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Naomasa, Aogai",,,,,,,140.0,853160.0,Test_pitcher_Right Right,,1755799847.0,1755832247.0,ChangeUp,Y,-0.1971,0.7173999999999999,139.32,2348.24,1994.9,84.95,00:14,1.0,2.2444935,54.9,1.6,47.3,5.8,-1.1,-2.39,1.74,0.09,31.84,853160@1755832247,V3P4DLKO0850A,-0.975025,-5.2350736,untitled,,1755832247.0,329.0,972881.0,TokyoBBC Right,,1755799846.0,1755832246.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832246,untitled,1755832246.0,
194,5.0,192.0,2025/8/22,8146.097223,7046.09723,1755832260,1.0,5.0,真保,Right,東京農業大,6,青貝,Right,TOK,8,Bottom,0,2,2,Fastball,InPlay,Undefined,GroundBall,Single,0,0,,140.87,0.546,-0.036,45.596919,3.122130462,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,"4,3","4,3A",2523300194,二安,,8144,https://youtu.be/aj-tAgL9dwU&t=8144,4328,https://youtu.be/Lw74doyJ1kY&t=4328,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Naomasa, Aogai",,,,,,,139.0,853160.0,Test_pitcher_Right Right,,1755799862.0,1755832262.0,ChangeUp,Y,0.1231,0.7890999999999999,140.87,2365.38,2289.5,96.79,00:36,1.0,2.2323742,56.1,13.9,52.5,17.4,-0.34,-2.37,1.75,0.08,14.55,853160@1755832262,V3P4DLKO0850A,0.7163634,-4.7280383,untitled,,1755832262.0,328.0,972881.0,TokyoBBC Right,,1755799861.0,1755832261.0,99.4,,8.8,-0.1,943.96576,524.1,03:02,1.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832261,untitled,1755832261.0,
195,6.0,193.0,2025/8/22,8186.513577,7086.513583,1755832300,2.0,1.0,真保,Right,東京農業大,7,竹山,Right,TOK,8,Bottom,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,140.39,0.526,-0.288,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,青貝,,,Nothing,,,,,,2523300195,見逃し,,8184,https://youtu.be/aj-tAgL9dwU&t=8184,4353,https://youtu.be/Lw74doyJ1kY&t=4353,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Naotaro, Takeyama","Naomasa, Aogai",,,,,,138.0,853160.0,Test_pitcher_Right Right,,1755799904.0,1755832304.0,ChangeUp,N,-0.3053,0.6851,140.39,2387.08,2220.0,93.0,00:34,1.0,1.9310131,58.7,4.7,51.9,16.6,-1.51,-2.74,1.8,0.07,21.56,853160@1755832304,V3P4DLKO0850A,-1.1478506,-5.3632884,untitled,,1755832304.0,327.0,972881.0,TokyoBBC Right,,1755799903.0,1755832303.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832303,untitled,1755832303.0,
196,7.0,194.0,2025/8/22,8213.311186,7113.311193,1755832327,2.0,2.0,真保,Right,東京農業大,7,竹山,Right,TOK,8,Bottom,0,0,1,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,116.69,,,45.76689517,-65.83337016,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,青貝,,,Undefined,,,,,,2523300196,ファール,,8211,https://youtu.be/aj-tAgL9dwU&t=8211,4380,https://youtu.be/Lw74doyJ1kY&t=4380,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Naotaro, Takeyama","Naomasa, Aogai",,,,,,137.0,853160.0,Test_pitcher_Right Right,,1755799930.0,1755832330.0,Slider,Y,0.1914999999999999,0.8345,116.69,1949.57,453.3,23.25,06:08,1.0,2.2890987,5.3,-7.5,-14.5,-4.0,0.46,1.16,1.74,0.14,76.56,853160@1755832330,V3P4DLKO0850A,-0.11587808,-8.19855,untitled,,1755832330.0,326.0,972881.0,TokyoBBC Right,,1755799930.0,1755832330.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832330,untitled,1755832330.0,
197,8.0,195.0,2025/8/22,8238.659081,7138.659101,1755832352,2.0,3.0,真保,Right,東京農業大,7,竹山,Right,TOK,8,Bottom,0,0,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,138.77,0.826,-0.088,10.39169024,173.4801982,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,青貝,,,Undefined,,,,,,2523300197,ファール,,8236,https://youtu.be/aj-tAgL9dwU&t=8236,4397,https://youtu.be/Lw74doyJ1kY&t=4397,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Naotaro, Takeyama","Naomasa, Aogai",,,,,,136.0,853160.0,Test_pitcher_Right Right,,1755799956.0,1755832356.0,ChangeUp,Y,-0.0263,0.953,138.77,2311.28,2308.0,99.86,00:28,1.0,2.0792732,58.9,9.0,56.3,14.7,-0.59,-1.73,1.78,0.05,-3.05,853160@1755832356,V3P4DLKO0850A,0.0915278,-4.3723226,untitled,,1755832356.0,325.0,972881.0,TokyoBBC Right,,1755799955.0,1755832355.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832355,untitled,1755832355.0,
198,9.0,196.0,2025/8/22,8261.627512,7161.627519,1755832375,2.0,4.0,真保,Right,東京農業大,7,竹山,Right,TOK,8,Bottom,0,0,2,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,120.43,0.862,0.14,30.69122721,88.34769532,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,青貝,,,Undefined,,,,,,2523300198,ファール,,8259,https://youtu.be/aj-tAgL9dwU&t=8259,4420,https://youtu.be/Lw74doyJ1kY&t=4420,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Naotaro, Takeyama","Naomasa, Aogai",,,,,,135.0,853160.0,Test_pitcher_Right Right,,1755799979.0,1755832379.0,Slider,Y,-0.1049,0.7218000000000001,120.43,2002.68,425.7,21.26,05:58,1.0,2.4204483,,,-13.6,-2.6,-0.17,-0.02,1.73,0.12,77.73,853160@1755832379,V3P4DLKO0850A,-1.5611717,-7.7844205,untitled,,1755832379.0,324.0,972881.0,TokyoBBC Right,,1755799979.0,1755832379.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832379,untitled,1755832379.0,
199,10.0,197.0,2025/8/22,8285.537697,7185.537707,1755832399,2.0,5.0,真保,Right,東京農業大,7,竹山,Right,TOK,8,Bottom,0,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,140.07,1.014,-0.527,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,青貝,,,Nothing,,,,,,2523300199,ボール,,8283,https://youtu.be/aj-tAgL9dwU&t=8283,4433,https://youtu.be/Lw74doyJ1kY&t=4433,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Naotaro, Takeyama","Naomasa, Aogai",,,,,,134.0,853160.0,Test_pitcher_Right Right,,1755800003.0,1755832403.0,ChangeUp,N,-0.6945999999999999,1.151,140.07,2317.53,2262.3,97.62,00:38,1.0,2.0905666,53.3,6.2,52.9,18.6,-2.98,-0.75,1.77,0.07,12.53,853160@1755832403,V3P4DLKO0850A,-2.50514,-3.9674351,untitled,,1755832403.0,323.0,972881.0,TokyoBBC Right,,1755800002.0,1755832402.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832402,untitled,1755832402.0,
200,11.0,198.0,2025/8/22,8309.730191,7209.730196,1755832423,2.0,6.0,真保,Right,東京農業大,7,竹山,Right,TOK,8,Bottom,0,1,2,Splitter,InPlay,Undefined,FlyBall,Out,1,0,,127.87,0.714,0.208,18.33897468,-25.74070836,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,青貝,,,Undefined,,,,,N,2523300200,ネット飛,,8307,https://youtu.be/aj-tAgL9dwU&t=8307,4457,https://youtu.be/Lw74doyJ1kY&t=4457,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Naotaro, Takeyama","Naomasa, Aogai",,,,,,133.0,853160.0,Test_pitcher_Right Right,,1755800028.0,1755832428.0,ChangeUp,Y,-0.122,0.8518000000000001,127.87,1058.56,960.0,90.69,00:50,1.0,2.251667,28.0,23.8,29.6,14.2,-1.56,-0.29,1.74,0.07,24.92,853160@1755832428,V3P4DLKO0850A,0.29272953,-6.563126,untitled,,1755832428.0,322.0,972881.0,TokyoBBC Right,,1755800026.0,1755832426.0,113.0,,65.5,-40.1,1777.8516,844.3,00:40,1.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832426,untitled,1755832426.0,
201,12.0,199.0,2025/8/22,8342.03272,7242.032764,1755832456,3.0,1.0,真保,Right,東京農業大,8,門田,Right,TOK,8,Bottom,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,119.15,0.774,0.268,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,青貝,,,Nothing,,,,,,2523300201,見逃し,,8340,https://youtu.be/aj-tAgL9dwU&t=8340,4476,https://youtu.be/Lw74doyJ1kY&t=4476,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Ryohei, Kadota","Naomasa, Aogai",,,,,,132.0,853160.0,Test_pitcher_Right Right,,1755800059.0,1755832459.0,Slider,N,0.2586,0.9551,119.15,1928.1,210.3,10.91,05:24,1.0,2.3967113,,,-7.4,-0.7,0.75,0.86,1.72,0.15,83.74,853160@1755832459,V3P4DLKO0850A,-0.018895535,-6.9349937,untitled,,1755832459.0,321.0,972881.0,TokyoBBC Right,,1755800059.0,1755832459.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832459,untitled,1755832459.0,
202,13.0,200.0,2025/8/22,8353.264668,7253.264674,1755832467,3.0,2.0,真保,Right,東京農業大,8,門田,Right,TOK,8,Bottom,1,0,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,139.19,0.562,-0.216,47.17876766,55.70135072,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,青貝,,,Undefined,,,,,,2523300202,ファール,,8351,https://youtu.be/aj-tAgL9dwU&t=8351,4487,https://youtu.be/Lw74doyJ1kY&t=4487,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Ryohei, Kadota","Naomasa, Aogai",,,,,,131.0,853160.0,Test_pitcher_Right Right,,1755800071.0,1755832471.0,ChangeUp,Y,-0.2473,0.6113000000000001,139.19,2286.41,2226.2,97.36,00:32,1.0,2.2190075,55.1,1.6,53.0,15.6,-1.24,-2.74,1.75,0.08,13.18,853160@1755832471,V3P4DLKO0850A,-1.1124129,-5.6868396,untitled,,1755832471.0,320.0,972881.0,TokyoBBC Right,,1755800070.0,1755832470.0,92.8,,37.1,53.3,2315.2761,127.7,00:50,1.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832470,untitled,1755832470.0,
203,14.0,201.0,2025/8/22,8375.974989,7275.974999,1755832490,3.0,3.0,真保,Right,東京農業大,8,門田,Right,TOK,8,Bottom,1,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,136.55,0.31,-0.096,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,青貝,,,Nothing,,,,,,2523300203,ボール,,8373,https://youtu.be/aj-tAgL9dwU&t=8373,4510,https://youtu.be/Lw74doyJ1kY&t=4510,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Ryohei, Kadota","Naomasa, Aogai",,,,,,130.0,853160.0,Test_pitcher_Right Right,,1755800094.0,1755832494.0,ChangeUp,N,-0.3032,0.3614,136.55,2288.55,2247.6,98.21,00:38,1.0,2.1234875,51.4,15.9,53.6,19.3,-1.86,-3.48,1.79,0.06,10.86,853160@1755832494,V3P4DLKO0850A,-0.64654994,-6.9797096,untitled,,1755832494.0,319.0,972881.0,TokyoBBC Right,,1755800093.0,1755832493.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832493,untitled,1755832493.0,
204,15.0,202.0,2025/8/22,8392.762727,7292.762737,1755832506,3.0,4.0,真保,Right,東京農業大,8,門田,Right,TOK,8,Bottom,1,1,2,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,130.76,0.237,-0.1,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,青貝,,,Nothing,,,,,,2523300204,ボール,,8390,https://youtu.be/aj-tAgL9dwU&t=8390,4527,https://youtu.be/Lw74doyJ1kY&t=4527,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Ryohei, Kadota","Naomasa, Aogai",,,,,,129.0,853160.0,Test_pitcher_Right Right,,1755800109.0,1755832509.0,ChangeUp,N,-0.1099,0.0828999999999999,130.76,1557.15,1557.1,100.0,00:36,1.0,2.282692,48.8,14.3,45.2,15.3,-1.18,-3.94,1.72,0.07,-0.56,853160@1755832509,V3P4DLKO0850A,-0.06744159,-8.227887,untitled,,1755832509.0,318.0,972881.0,TokyoBBC Right,,1755800108.0,1755832508.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832508,untitled,1755832508.0,
205,16.0,203.0,2025/8/22,8423.53099,7323.530996,1755832537,3.0,5.0,真保,Right,東京農業大,8,門田,Right,TOK,8,Bottom,1,2,2,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,136.42,,,69.08345012,-24.26678843,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,青貝,,,Undefined,,,,7,7,2523300205,左飛,,8421,https://youtu.be/aj-tAgL9dwU&t=8421,4558,https://youtu.be/Lw74doyJ1kY&t=4558,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Ryohei, Kadota","Naomasa, Aogai",,,,,,128.0,853160.0,Test_pitcher_Right Right,,1755800133.0,1755832533.0,ChangeUp,Y,0.1449,0.5934,136.42,2332.78,2293.1,98.3,00:16,1.0,2.2742481,52.6,13.4,56.4,8.1,-0.3,-2.7,1.75,0.09,10.59,853160@1755832533,V3P4DLKO0850A,0.7310629,-5.9191475,untitled,,1755832533.0,317.0,972881.0,TokyoBBC Right,,1755800132.0,1755832532.0,134.9,,28.3,-18.1,2848.958,91.4,11:58,1.0,-49.5,64.6,0.0,,V3P4DLKO0850A,972881@1755832532,untitled,1755832532.0,
