count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa
143,23.0,136.0,2025/2/18,6888.521296,6663.521297,1739858840,2.0,2.0,pos1_2,Left,福岡大,8,青貝,Right,TOK,5,Top,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,116.0,1.177,-0.184,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810143,ボール,,6886.0,https://youtu.be/6fvRWZlnXt4&t=6886,3536.0,https://youtu.be/Pf4AXbC6-x8&t=3536,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
144,24.0,137.0,2025/2/18,6901.60428,6676.604281,1739858853,2.0,3.0,pos1_2,Left,福岡大,8,青貝,Right,TOK,5,Top,1,2,0,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,nan,118.0,0.522,0.28,31.71605913,-71.56505118,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,nan,nan,2504810144,ファール,,6899.0,https://youtu.be/6fvRWZlnXt4&t=6899,3549.0,https://youtu.be/Pf4AXbC6-x8&t=3549,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
145,25.0,138.0,2025/2/18,6928.287177,6703.287178,1739858880,2.0,4.0,pos1_2,Left,福岡大,8,青貝,Right,TOK,5,Top,1,2,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,nan,112.0,0.263,0.032,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810145,ボール,,6926.0,https://youtu.be/6fvRWZlnXt4&t=6926,3567.0,https://youtu.be/Pf4AXbC6-x8&t=3567,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
146,26.0,139.0,2025/2/18,6943.354467,6718.354468,1739858895,2.0,5.0,pos1_2,Left,福岡大,8,青貝,Right,TOK,5,Top,1,3,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,nan,120.0,0.546,-0.004,19.97640466,-73.70595254,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,nan,nan,2504810146,ファール,,6941.0,https://youtu.be/6fvRWZlnXt4&t=6941,3582.0,https://youtu.be/Pf4AXbC6-x8&t=3582,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
147,27.0,140.0,2025/2/18,6964.538226,6739.538227,1739858916,2.0,6.0,pos1_2,Left,福岡大,8,青貝,Right,TOK,5,Top,1,3,2,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,nan,,0.578,0.168,14.88141387,-129.3693172,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,nan,nan,2504810147,ファール,,6962.0,https://youtu.be/6fvRWZlnXt4&t=6962,3597.0,https://youtu.be/Pf4AXbC6-x8&t=3597,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
148,28.0,141.0,2025/2/18,6988.275419,6763.27542,1739858940,2.0,7.0,pos1_2,Left,福岡大,8,青貝,Right,TOK,5,Top,1,3,2,Fastball,InPlay,Undefined,FlyBall,Out,1,0,nan,118.0,0.966,0.164,87.99514357,-29.7448813,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,7,7,2504810148,左飛,,6986.0,https://youtu.be/6fvRWZlnXt4&t=6986,3608.0,https://youtu.be/Pf4AXbC6-x8&t=3608,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
149,29.0,142.0,2025/2/18,7022.93899,6797.938991,1739858974,3.0,1.0,pos1_2,Left,福岡大,9,小村,Left,TOK,5,Top,2,0,0,Slider,InPlay,Undefined,GroundBall,Out,1,0,nan,113.0,0.83,-0.208,31.99196304,32.95742486,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,3,3A,2504810149,一ゴ,,7020.0,https://youtu.be/6fvRWZlnXt4&t=7020,3629.0,https://youtu.be/Pf4AXbC6-x8&t=3629,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
150,28.0,143.0,2025/2/18,7173.923846,6948.923847,1739859125,1.0,1.0,佐伯,Right,TOK,2,batter2,Left,福岡大,5,Bottom,0,0,0,Curveball,InPlay,Undefined,GroundBall,Out,1,0,nan,,0.594,0.228,41.33689692,-17.01254681,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,"6,3","6,3A",2504810150,遊ゴ,,7171.0,https://youtu.be/6fvRWZlnXt4&t=7171,3682.0,https://youtu.be/Pf4AXbC6-x8&t=3682,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
151,29.0,144.0,2025/2/18,7203.5077,6978.507701,1739859155,2.0,1.0,佐伯,Right,TOK,3,batter3,Left,福岡大,5,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,114.0,0.722,-0.447,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810151,ボール,,7201.0,https://youtu.be/6fvRWZlnXt4&t=7201,3701.0,https://youtu.be/Pf4AXbC6-x8&t=3701,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
152,30.0,145.0,2025/2/18,7221.340866,6996.340867,1739859173,2.0,2.0,佐伯,Right,TOK,3,batter3,Left,福岡大,5,Bottom,1,1,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,96.0,0.323,0.184,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810152,ボール,,7219.0,https://youtu.be/6fvRWZlnXt4&t=7219,3719.0,https://youtu.be/Pf4AXbC6-x8&t=3719,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
153,31.0,146.0,2025/2/18,7235.714305,7010.714306,1739859187,2.0,3.0,佐伯,Right,TOK,3,batter3,Left,福岡大,5,Bottom,1,2,0,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,nan,111.0,0.47,-0.284,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810153,空振り,,7233.0,https://youtu.be/6fvRWZlnXt4&t=7233,3734.0,https://youtu.be/Pf4AXbC6-x8&t=3734,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
154,32.0,147.0,2025/2/18,7249.725954,7024.725955,1739859201,2.0,4.0,佐伯,Right,TOK,3,batter3,Left,福岡大,5,Bottom,1,2,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.41,-0.296,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810154,ボール,,7247.0,https://youtu.be/6fvRWZlnXt4&t=7247,3748.0,https://youtu.be/Pf4AXbC6-x8&t=3748,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
155,33.0,148.0,2025/2/18,7264.243816,7039.243817,1739859216,2.0,5.0,佐伯,Right,TOK,3,batter3,Left,福岡大,5,Bottom,1,3,1,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.462,-0.104,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810155,見逃し,,7262.0,https://youtu.be/6fvRWZlnXt4&t=7262,3762.0,https://youtu.be/Pf4AXbC6-x8&t=3762,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
156,34.0,149.0,2025/2/18,7277.326582,7052.326583,1739859229,2.0,6.0,佐伯,Right,TOK,3,batter3,Left,福岡大,5,Bottom,1,3,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,nan,,0.734,-0.248,31.90753341,33.69006753,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,3,3A,2504810156,一ゴ,,7275.0,https://youtu.be/6fvRWZlnXt4&t=7275,3775.0,https://youtu.be/Pf4AXbC6-x8&t=3775,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
157,35.0,150.0,2025/2/18,7306.592752,7081.592753,1739859258,3.0,1.0,佐伯,Right,TOK,4,batter4,Right,福岡大,5,Bottom,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.738,-0.272,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810157,見逃し,,7304.0,https://youtu.be/6fvRWZlnXt4&t=7304,3793.0,https://youtu.be/Pf4AXbC6-x8&t=3793,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
158,36.0,151.0,2025/2/18,7317.87642,7092.876421,1739859269,3.0,2.0,佐伯,Right,TOK,4,batter4,Right,福岡大,5,Bottom,2,0,1,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.337,-0.052,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810158,ボール,,7315.0,https://youtu.be/6fvRWZlnXt4&t=7315,3804.0,https://youtu.be/Pf4AXbC6-x8&t=3804,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
159,37.0,152.0,2025/2/18,7330.345109,7105.34511,1739859282,3.0,3.0,佐伯,Right,TOK,4,batter4,Right,福岡大,5,Bottom,2,1,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,nan,121.0,0.718,-0.056,20.3539823,0.0,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,"1,3","1,3A",2504810159,投ゴ,,7328.0,https://youtu.be/6fvRWZlnXt4&t=7328,3817.0,https://youtu.be/Pf4AXbC6-x8&t=3817,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
160,30.0,153.0,2025/2/18,7850.929859,7625.92986,1739859802,1.0,1.0,pos1_2,Left,福岡大,1,酒井,Left,TOK,6,Top,0,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,107.0,0.137,0.292,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810160,ボール,,7848.0,https://youtu.be/6fvRWZlnXt4&t=7848,3847.0,https://youtu.be/Pf4AXbC6-x8&t=3847,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
161,31.0,154.0,2025/2/18,7863.680174,7638.680175,1739859815,1.0,2.0,pos1_2,Left,福岡大,1,酒井,Left,TOK,6,Top,0,1,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,112.0,0.554,0.184,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810161,見逃し,,7861.0,https://youtu.be/6fvRWZlnXt4&t=7861,3860.0,https://youtu.be/Pf4AXbC6-x8&t=3860,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
162,32.0,155.0,2025/2/18,7880.211878,7655.211879,1739859832,1.0,3.0,pos1_2,Left,福岡大,1,酒井,Left,TOK,6,Top,0,1,1,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,nan,113.0,0.526,-0.06,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810162,空振り,,7878.0,https://youtu.be/6fvRWZlnXt4&t=7878,3876.0,https://youtu.be/Pf4AXbC6-x8&t=3876,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
163,33.0,156.0,2025/2/18,7895.796717,7670.796718,1739859847,1.0,4.0,pos1_2,Left,福岡大,1,酒井,Left,TOK,6,Top,0,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,120.0,0.417,0.353,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810163,ボール,,7893.0,https://youtu.be/6fvRWZlnXt4&t=7893,3892.0,https://youtu.be/Pf4AXbC6-x8&t=3892,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
164,34.0,157.0,2025/2/18,7915.295015,7690.295016,1739859867,1.0,5.0,pos1_2,Left,福岡大,1,酒井,Left,TOK,6,Top,0,2,2,Curveball,InPlay,Undefined,GroundBall,Out,1,0,nan,104.0,0.562,-0.044,37.03328064,18.57927038,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,"4,3","4,3A",2504810164,二ゴ,,7913.0,https://youtu.be/6fvRWZlnXt4&t=7913,3911.0,https://youtu.be/Pf4AXbC6-x8&t=3911,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
165,35.0,158.0,2025/2/18,7947.028416,7722.028417,1739859898,2.0,1.0,pos1_2,Left,福岡大,2,竹山,Right,TOK,6,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.203,-0.06,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810165,ボール,,7945.0,https://youtu.be/6fvRWZlnXt4&t=7945,3934.0,https://youtu.be/Pf4AXbC6-x8&t=3934,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
166,36.0,159.0,2025/2/18,7965.581182,7740.581183,1739859917,2.0,2.0,pos1_2,Left,福岡大,2,竹山,Right,TOK,6,Top,1,1,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,105.0,0.19,-0.104,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810166,ボール,,7963.0,https://youtu.be/6fvRWZlnXt4&t=7963,3953.0,https://youtu.be/Pf4AXbC6-x8&t=3953,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
167,37.0,160.0,2025/2/18,7980.462861,7755.462862,1739859932,2.0,3.0,pos1_2,Left,福岡大,2,竹山,Right,TOK,6,Top,1,2,0,Curveball,InPlay,Undefined,GroundBall,Out,1,0,nan,107.0,0.682,0.192,42.6669424,16.05421966,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,"4,3","4,3A",2504810167,二ゴ,,7978.0,https://youtu.be/6fvRWZlnXt4&t=7978,3968.0,https://youtu.be/Pf4AXbC6-x8&t=3968,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
168,38.0,161.0,2025/2/18,8010.329939,7785.32994,1739859962,3.0,1.0,pos1_2,Left,福岡大,3,門田,Right,TOK,6,Top,2,0,0,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.177,-0.116,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810168,ボール,,8008.0,https://youtu.be/6fvRWZlnXt4&t=8008,3979.0,https://youtu.be/Pf4AXbC6-x8&t=3979,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
