count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji
66,34.0,63.0,2025/3/23,4541.692916,3231.692917,1742701133,3.0,3.0,諸岡,Right,星槎道都大,7,臼井,Right,TOK,2,Bottom,2,2,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,129.0,0.59,-0.036,4.385271017,160.3461759,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2508110066,ファール,,4539,https://youtu.be/TX6vwU33x3E&t=4539,2013,https://youtu.be/zy5PNh0MQfo&t=2013,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",74.0,991979.0,Kouki Watanabe,,1742668738.0,1742701138.0,Fastball,Y,-0.0021,0.8643,129.31,2045.83,1661.4,81.21,0:58,1.0,2.04607,27.9,7.9,43.3,24.4,-2.38,0.2,1.61,0.58,35.7,991979@1742701138,V3P4DLKO0850A,-1.7744805,-5.867926,untitled,,1742701134.0,450.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668737.0,1742701137.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742701137,untitled,1742701134.0,,,,,,,,,,"Hayato, Usui",,,,,
67,35.0,64.0,2025/3/23,4566.591461,3256.591462,1742701158,3.0,4.0,諸岡,Right,星槎道都大,7,臼井,Right,TOK,2,Bottom,2,2,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,132.0,0.417,0.104,6.016542199,168.6900675,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2508110067,ファール,,4564,https://youtu.be/TX6vwU33x3E&t=4564,2038,https://youtu.be/zy5PNh0MQfo&t=2038,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",73.0,991979.0,Kouki Watanabe,,1742668762.0,1742701162.0,Fastball,Y,0.1117,0.6688,132.38,2094.69,1838.5,87.77,0:50,1.0,2.0196056,42.8,11.7,49.2,23.5,-1.56,-1.23,1.62,0.43,28.63,991979@1742701162,V3P4DLKO0850A,-0.6765134,-5.855981,untitled,,1742701158.0,449.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668762.0,1742701162.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742701162,untitled,1742701159.0,,,,,,,,,,"Hayato, Usui",,,,,
68,36.0,65.0,2025/3/23,4593.473255,3283.473256,1742701185,3.0,5.0,諸岡,Right,星槎道都大,7,臼井,Right,TOK,2,Bottom,2,2,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,114.0,0.506,-0.413,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110068,空三振,,4591,https://youtu.be/TX6vwU33x3E&t=4591,2065,https://youtu.be/zy5PNh0MQfo&t=2065,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",72.0,991979.0,Kouki Watanabe,,1742668785.0,1742701185.0,Slider,Y,-0.2491,0.6435,114.37,2463.08,941.7,38.23,7:42,1.0,1.9395866,-27.8,-30.4,-19.7,-24.9,-1.91,2.61,1.59,0.59,67.52,991979@1742701185,V3P4DLKO0850A,-4.197264,-9.966038,untitled,,1742701181.0,448.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668784.0,1742701184.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742701184,untitled,1742701181.0,,,,,,,,,,"Hayato, Usui",,,,,
69,30.0,66.0,2025/3/23,4710.686285,3400.686286,1742701302,1.0,1.0,増田,Right,TOK,9,上野,Right,星槎道都大,3,Top,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,130.0,0.538,0.236,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110069,見逃し,,4708,https://youtu.be/TX6vwU33x3E&t=4708,2091,https://youtu.be/zy5PNh0MQfo&t=2091,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",336.0,993921.0,Kosei Masuda,,1742668906.0,1742701306.0,ChangeUp,Y,0.0671,0.6725,132.44,1547.85,1526.1,98.59,0:36,1.0,,41.6,24.2,41.5,13.8,-0.18,-1.37,1.61,-0.13,9.62,993921@1742701306,V3P4DLKO0850A,1.7522035,-5.8831854,untitled,,1742701302.0,440.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668906.0,1742701306.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742701306,untitled,1742701303.0,"Kosei, Masuda","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
70,31.0,67.0,2025/3/23,4727.575697,3417.575698,1742701319,1.0,2.0,増田,Right,TOK,9,上野,Right,星槎道都大,3,Top,0,0,1,Slider,InPlay,Undefined,GroundBall,Out,1,0,,117.0,,,14.74926254,0.0,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,"1,3","1,3A",2508110070,投ゴ,,4725,https://youtu.be/TX6vwU33x3E&t=4725,2108,https://youtu.be/zy5PNh0MQfo&t=2108,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",335.0,993921.0,Kosei Masuda,,1742668918.0,1742701318.0,Curveball,Y,-0.2038,0.7688,97.39,1556.33,1444.8,92.83,6:24,1.0,1.9187946,,-14.6,-57.1,-13.7,0.33,5.39,1.52,-0.18,21.82,993921@1742701318,V3P4DLKO0850A,-0.77408427,-15.629087,untitled,,1742701314.0,439.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668918.0,1742701318.0,116.0,97.4,-17.0,-4.8,1291.6084,3.2,5:22,1.0,36.2,85.6,57.8,,V3P4DLKO0850A,1410150@1742701318,untitled,1742701315.0,"Kosei, Masuda","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
71,32.0,68.0,2025/3/23,4752.008613,3442.008614,1742701344,2.0,1.0,増田,Right,TOK,1,門間,Left,星槎道都大,3,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110071,ボール,,4750,https://youtu.be/TX6vwU33x3E&t=4750,2125,https://youtu.be/zy5PNh0MQfo&t=2125,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",334.0,993921.0,Kosei Masuda,,1742668946.0,1742701346.0,Slider,,,,,713.38,0.0,0.0,0:00,1.0,,,,,,0.0,0.0,0.0,0.0,50.46,993921@1742701346,V3P4DLKO0850A,,,untitled,,1742701342.0,438.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668945.0,1742701345.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742701345,untitled,1742701342.0,"Kosei, Masuda","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
72,33.0,69.0,2025/3/23,4765.424465,3455.424466,1742701357,2.0,2.0,増田,Right,TOK,1,門間,Left,星槎道都大,3,Top,1,1,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,132.0,0.646,0.196,26.92295979,-85.60129465,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2508110072,ファール,,4763,https://youtu.be/TX6vwU33x3E&t=4763,2138,https://youtu.be/zy5PNh0MQfo&t=2138,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",333.0,993921.0,Kosei Masuda,,1742668961.0,1742701361.0,ChangeUp,Y,0.0558,0.9651,132.21,1697.33,1667.3,98.23,0:38,1.0,2.2455597,47.4,1.2,44.7,16.3,0.4,-0.42,1.61,-0.07,10.8,993921@1742701361,V3P4DLKO0850A,0.4959771,-4.4799113,untitled,,1742701357.0,437.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668961.0,1742701361.0,122.3,132.2,49.2,-39.3,2541.7834,75.9,10:42,1.0,-4.5,106.2,83.9,,V3P4DLKO0850A,1410150@1742701361,untitled,1742701358.0,"Kosei, Masuda","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
73,34.0,70.0,2025/3/23,4797.254441,3487.254442,1742701389,2.0,3.0,増田,Right,TOK,1,門間,Left,星槎道都大,3,Top,1,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,134.0,0.594,0.74,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110073,ボール,,4795,https://youtu.be/TX6vwU33x3E&t=4795,2170,https://youtu.be/zy5PNh0MQfo&t=2170,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",332.0,993921.0,Kosei Masuda,,1742668993.0,1742701393.0,ChangeUp,N,0.6408,1.0621,134.11,1565.43,1515.9,96.84,0:38,1.0,2.1802654,39.3,24.1,42.7,15.1,1.75,0.15,1.62,-0.08,14.45,993921@1742701393,V3P4DLKO0850A,3.6046677,-4.4902678,untitled,,1742701389.0,436.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668992.0,1742701392.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742701392,untitled,1742701389.0,"Kosei, Masuda","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
74,35.0,71.0,2025/3/23,4811.217976,3501.217977,1742701403,2.0,4.0,増田,Right,TOK,1,門間,Left,星槎道都大,3,Top,1,2,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,133.0,0.534,-0.128,29.37140752,33.53046967,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,3,3A,2508110074,一ゴ,,4809,https://youtu.be/TX6vwU33x3E&t=4809,2184,https://youtu.be/zy5PNh0MQfo&t=2184,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",331.0,993921.0,Kosei Masuda,,1742669007.0,1742701407.0,ChangeUp,N,-0.3401,0.7903,132.98,1496.92,1358.6,90.76,0:44,1.0,2.284708,32.8,11.8,38.5,16.0,-1.41,-0.54,1.61,-0.07,24.83,993921@1742701407,V3P4DLKO0850A,-0.49787524,-5.706202,untitled,,1742701403.0,435.0,1410150.0,tokyobbc_rapsodo Player_002,,1742669006.0,1742701406.0,75.3,133.0,-30.0,42.4,902.55066,5.5,10:44,1.0,28.6,110.3,392.5,,V3P4DLKO0850A,1410150@1742701406,untitled,1742701403.0,"Kosei, Masuda","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
75,36.0,72.0,2025/3/23,4844.578146,3534.578147,1742701436,3.0,1.0,増田,Right,TOK,2,小山,Left,星槎道都大,3,Top,2,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,114.0,0.05,-0.064,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110075,ボール,,4842,https://youtu.be/TX6vwU33x3E&t=4842,2206,https://youtu.be/zy5PNh0MQfo&t=2206,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,上野,田中,千葉,門間,菊地,瀬野,鈴木健,小山","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",330.0,993921.0,Kosei Masuda,,1742669041.0,1742701441.0,Curveball,N,-0.0077,0.1692,113.81,1714.05,837.5,48.86,6:22,1.0,2.3743896,-29.0,-10.2,-28.1,-7.8,0.64,0.82,1.58,-0.08,60.75,993921@1742701441,V3P4DLKO0850A,-0.16080563,-11.79636,untitled,,1742701437.0,434.0,1410150.0,tokyobbc_rapsodo Player_002,,1742669040.0,1742701440.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742701440,untitled,1742701437.0,"Kosei, Masuda","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
76,37.0,73.0,2025/3/23,4857.735265,3547.735266,1742701449,3.0,2.0,増田,Right,TOK,2,小山,Left,星槎道都大,3,Top,2,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,130.0,1.223,0.36,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110076,ボール,,4855,https://youtu.be/TX6vwU33x3E&t=4855,2219,https://youtu.be/zy5PNh0MQfo&t=2219,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,上野,田中,千葉,門間,菊地,瀬野,鈴木健,小山","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",329.0,993921.0,Kosei Masuda,,1742669053.0,1742701453.0,ChangeUp,N,0.0761,1.3668,131.51,1627.78,1596.4,98.07,0:42,1.0,2.3284302,46.5,17.3,43.4,17.1,-0.15,1.15,1.62,-0.06,11.27,993921@1742701453,V3P4DLKO0850A,1.2103598,-3.2863424,untitled,,1742701449.0,433.0,1410150.0,tokyobbc_rapsodo Player_002,,1742669053.0,1742701453.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742701453,untitled,1742701450.0,"Kosei, Masuda","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
77,38.0,74.0,2025/3/23,4871.573124,3561.573126,1742701463,3.0,3.0,増田,Right,TOK,2,小山,Left,星槎道都大,3,Top,2,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,133.0,0.283,0.333,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110077,ボール,,4869,https://youtu.be/TX6vwU33x3E&t=4869,2233,https://youtu.be/zy5PNh0MQfo&t=2233,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,上野,田中,千葉,門間,菊地,瀬野,鈴木健,小山","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",328.0,993921.0,Kosei Masuda,,1742669067.0,1742701467.0,ChangeUp,N,0.2135,0.4462,132.72,1680.08,1651.8,98.32,0:34,1.0,2.3236084,43.7,2.0,47.8,14.9,0.94,-2.24,1.61,-0.06,10.52,993921@1742701467,V3P4DLKO0850A,1.0879985,-6.4472857,untitled,,1742701463.0,432.0,1410150.0,tokyobbc_rapsodo Player_002,,1742669067.0,1742701467.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742701467,untitled,1742701464.0,"Kosei, Masuda","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
78,39.0,75.0,2025/3/23,4885.887897,3575.887898,1742701477,3.0,4.0,増田,Right,TOK,2,小山,Left,星槎道都大,3,Top,2,3,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.462,0.152,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110078,見逃し,,4883,https://youtu.be/TX6vwU33x3E&t=4883,2247,https://youtu.be/zy5PNh0MQfo&t=2247,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,上野,田中,千葉,門間,菊地,瀬野,鈴木健,小山","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",327.0,993921.0,Kosei Masuda,,1742669081.0,1742701481.0,ChangeUp,Y,0.1043,0.5959,134.18,1594.17,1392.7,87.36,0:34,1.0,2.1533928,34.3,3.3,40.0,12.0,0.53,-1.34,1.63,-0.08,29.12,993921@1742701481,V3P4DLKO0850A,0.7856304,-6.4718657,untitled,,1742701477.0,431.0,1410150.0,tokyobbc_rapsodo Player_002,,1742669081.0,1742701481.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742701481,untitled,1742701478.0,"Kosei, Masuda","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
79,40.0,76.0,2025/3/23,4902.937521,3592.937522,1742701495,3.0,5.0,増田,Right,TOK,2,小山,Left,星槎道都大,3,Top,2,3,1,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,133.0,0.57,0.112,16.23491198,-2.08256528,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,1,1,2508110079,投飛,,4900,https://youtu.be/TX6vwU33x3E&t=4900,2264,https://youtu.be/zy5PNh0MQfo&t=2264,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,上野,田中,千葉,門間,菊地,瀬野,鈴木健,小山","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",326.0,993921.0,Kosei Masuda,,1742669099.0,1742701499.0,ChangeUp,Y,0.1141,0.7973,132.88,1599.84,1579.1,98.7,0:36,1.0,2.2541313,34.9,20.8,44.3,14.6,-0.04,-0.57,1.61,-0.08,9.23,993921@1742701499,V3P4DLKO0850A,1.5636404,-5.614332,untitled,,1742701495.0,430.0,1410150.0,tokyobbc_rapsodo Player_002,,1742669099.0,1742701499.0,126.3,132.9,59.9,-6.5,4204.5747,55.5,11:26,1.0,-12.8,93.7,-6.8,,V3P4DLKO0850A,1410150@1742701499,untitled,1742701496.0,"Kosei, Masuda","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
80,37.0,77.0,2025/3/23,5042.092503,3732.092504,1742701634,1.0,1.0,諸岡,Right,星槎道都大,8,井之口,Left,TOK,3,Bottom,0,0,0,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.526,-0.128,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110080,空振り,,5040,https://youtu.be/TX6vwU33x3E&t=5040,2290,https://youtu.be/zy5PNh0MQfo&t=2290,上野,田中,千葉,門間,菊地,瀬野,鈴木健,小山,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,上野,田中,千葉,門間,菊地,瀬野,鈴木健,小山","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",226.0,972881.0,TokyoBBC Right,,1742669238.0,1742701638.0,Slider,N,0.1345,0.3793,118.75,2554.3,966.8,37.85,7:44,1.0,1.806797,-13.1,-19.9,-19.2,-25.1,-0.97,0.95,1.57,0.61,67.76,972881@1742701638,V3P4DLKO0850A,-2.4624572,-9.975178,untitled,,1742701634.0,424.0,1410150.0,tokyobbc_rapsodo Player_002,,1742669238.0,1742701638.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742701638,untitled,1742701635.0,,,,,,,,,,"Koji, Inokuchi",,,,,
