count,pitchcount,PitchNo,Date,time,time1,time0,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji
23,23.0,23.0,2025/8/30,35.93173,2272.499244,22132.72416,21822.72417,1756537683,6.0,2.0,松本慎,Left,TOK,6,今井,Right,平成国際大,1,Top,0,0,1,Fastball,InPlay,Undefined,GroundBall,Out,2,1,,,,,38.71505825,19.12522602,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,2,3",渡邊,佐々木,平田,Undefined,,,平田,"4,6,3","4,6B,3A",2524100023,二ゴ併①,,2270.0,https://youtu.be/_Ddb7UXiTJk&t=2270,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
24,24.0,24.0,2025/8/30,139.57475,2308.430974,22168.65589,21858.65589,1756537719,7.0,1.0,松本慎,Left,TOK,7,坂本,Right,平成国際大,1,Top,2,0,0,Slider,InPlay,Undefined,FlyBall,Out,1,0,,,0.734,0.02,87.91005908,-0.576783665,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,3,,,佐々木,Undefined,,,,8,8,2524100024,中飛,,2306.0,https://youtu.be/_Ddb7UXiTJk&t=2306,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
25,1.0,25.0,2025/8/30,8.95235,2448.005724,22308.23064,21998.23064,1756537859,1.0,1.0,松原,Right,平成国際大,1,榎本,Left,TOK,1,Bottom,0,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100025,見逃し,,2446.0,https://youtu.be/_Ddb7UXiTJk&t=2446,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Yoshinobu, Enomoto",,,,,
26,2.0,26.0,2025/8/30,10.47565,2456.958074,22317.18299,22007.18299,1756537868,1.0,2.0,松原,Right,平成国際大,1,榎本,Left,TOK,1,Bottom,0,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.65,-0.453,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100026,ボール,,2454.0,https://youtu.be/_Ddb7UXiTJk&t=2454,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Yoshinobu, Enomoto",,,,,
27,3.0,27.0,2025/8/30,10.01613,2467.433724,22327.65864,22017.65864,1756537878,1.0,3.0,松原,Right,平成国際大,1,榎本,Left,TOK,1,Bottom,0,1,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.658,-0.288,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100027,空振り,,2465.0,https://youtu.be/_Ddb7UXiTJk&t=2465,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Yoshinobu, Enomoto",,,,,
28,4.0,28.0,2025/8/30,21.47114,2477.449854,22337.67477,22027.67477,1756537888,1.0,4.0,松原,Right,平成国際大,1,榎本,Left,TOK,1,Bottom,0,1,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,0.786,-0.248,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100028,空三振,,2475.0,https://youtu.be/_Ddb7UXiTJk&t=2475,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Yoshinobu, Enomoto",,,,,
29,5.0,29.0,2025/8/30,11.58772,2498.920994,22359.14591,22049.14591,1756537909,2.0,1.0,松原,Right,平成国際大,2,酒井,Left,TOK,1,Bottom,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.526,-0.5,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100029,ボール,,2496.0,https://youtu.be/_Ddb7UXiTJk&t=2496,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Suguru, Sakai",,,,,
30,6.0,30.0,2025/8/30,8.26941,2510.508714,22370.73363,22060.73363,1756537921,2.0,2.0,松原,Right,平成国際大,2,酒井,Left,TOK,1,Bottom,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.642,-0.38,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100030,ボール,,2508.0,https://youtu.be/_Ddb7UXiTJk&t=2508,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Suguru, Sakai",,,,,
31,7.0,31.0,2025/8/30,10.35071,2518.778124,22379.00304,22069.00304,1756537929,2.0,3.0,松原,Right,平成国際大,2,酒井,Left,TOK,1,Bottom,1,2,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.33,-0.228,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100031,ボール,,2516.0,https://youtu.be/_Ddb7UXiTJk&t=2516,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Suguru, Sakai",,,,,
32,8.0,32.0,2025/8/30,9.96389,2529.128834,22389.35375,22079.35375,1756537940,2.0,4.0,松原,Right,平成国際大,2,酒井,Left,TOK,1,Bottom,1,3,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.75,0.164,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100032,見逃し,,2527.0,https://youtu.be/_Ddb7UXiTJk&t=2527,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Suguru, Sakai",,,,,
33,9.0,33.0,2025/8/30,15.16482,2539.092724,22399.31764,22089.31764,1756537950,2.0,5.0,松原,Right,平成国際大,2,酒井,Left,TOK,1,Bottom,1,3,1,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,,0.826,-0.272,50.55964587,65.52837947,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2524100033,ファール,,2537.0,https://youtu.be/_Ddb7UXiTJk&t=2537,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Suguru, Sakai",,,,,
34,10.0,34.0,2025/8/30,15.93484,2554.257544,22414.48246,22104.48246,1756537965,2.0,6.0,松原,Right,平成国際大,2,酒井,Left,TOK,1,Bottom,1,3,2,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.834,-0.228,41.29161351,63.25189584,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2524100034,ファール,,2552.0,https://youtu.be/_Ddb7UXiTJk&t=2552,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Suguru, Sakai",,,,,
35,11.0,35.0,2025/8/30,34.55576,2570.192384,22430.4173,22120.4173,1756537981,2.0,7.0,松原,Right,平成国際大,2,酒井,Left,TOK,1,Bottom,1,3,2,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,,0.263,-0.54,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100035,四球,,2568.0,https://youtu.be/_Ddb7UXiTJk&t=2568,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Suguru, Sakai",,,,,
36,12.0,36.0,2025/8/30,45.66322,2604.748144,22464.97306,22154.97306,1756538015,3.0,1.0,松原,Right,平成国際大,3,杉浦,Right,TOK,1,Bottom,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,-0.057,-0.092,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,1,酒井,,,WildPitch,酒井,,,,,2524100036,ボール[WP],,2602.0,https://youtu.be/_Ddb7UXiTJk&t=2602,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Kaito, Sugiura","Suguru, Sakai",,,,"Suguru, Sakai"
37,13.0,37.0,2025/8/30,26.5317,2650.411364,22510.63628,22200.63628,1756538061,3.0,2.0,松原,Right,平成国際大,3,杉浦,Right,TOK,1,Bottom,1,1,0,Slider,InPlay,Undefined,GroundBall,Out,1,0,,,0.634,-0.216,42.92010056,17.18958456,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,2,,酒井,,Undefined,,,,"4,3","4,3A",2524100037,二ゴ,,2648.0,https://youtu.be/_Ddb7UXiTJk&t=2648,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Kaito, Sugiura",,"Suguru, Sakai",,,
38,14.0,38.0,2025/8/30,155.0,2676.943064,22537.16798,22227.16798,1756538087,4.0,1.0,松原,Right,平成国際大,4,大原,Right,TOK,1,Bottom,2,0,0,Slider,InPlay,Undefined,GroundBall,Out,1,0,,,0.87,-0.124,40.85945051,18.95818341,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,3,,,酒井,Undefined,,,,"4,3","4,3A",2524100038,二ゴ,,2674.0,https://youtu.be/_Ddb7UXiTJk&t=2674,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Kaiki, Ohara",,,"Suguru, Sakai",,
39,25.0,39.0,2025/8/30,13.9859767,2831.943064,226.6852927,226.6852953,1756518384,1.0,1.0,松本慎,Left,TOK,8,浜野,Right,平成国際大,2,Top,0,0,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.678,-0.156,23.78247123,119.7448813,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2524100039,ファール,,2829.0,https://youtu.be/_Ddb7UXiTJk&t=2829,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
40,26.0,40.0,2025/8/30,17.815871,2845.929041,240.6712694,240.6712723,1756518398,1.0,2.0,松本慎,Left,TOK,8,浜野,Right,平成国際大,2,Top,0,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.217,0.232,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100040,ボール,,2843.0,https://youtu.be/_Ddb7UXiTJk&t=2843,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
41,27.0,41.0,2025/8/30,12.7040372,2863.744912,258.4871404,258.4871428,1756518416,1.0,3.0,松本慎,Left,TOK,8,浜野,Right,平成国際大,2,Top,0,1,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.21,-0.188,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100041,ボール,,2861.0,https://youtu.be/_Ddb7UXiTJk&t=2861,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
42,28.0,42.0,2025/8/30,34.3499544,2876.448949,271.1911776,271.1911819,1756518429,1.0,4.0,松本慎,Left,TOK,8,浜野,Right,平成国際大,2,Top,0,2,1,Slider,InPlay,Undefined,GroundBall,Out,1,0,,,0.714,0.1,38.42741963,-24.00714663,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,"6,3","6,3A",2524100042,遊ゴ,,2874.0,https://youtu.be/_Ddb7UXiTJk&t=2874,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
43,29.0,43.0,2025/8/30,31.308223,2910.798903,305.541132,305.5411353,1756518463,2.0,1.0,松本慎,Left,TOK,9,石川,Left,平成国際大,2,Top,1,0,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,,0.958,0.04,89.0293636,-37.32552048,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,7,7,2524100043,左飛,,2908.0,https://youtu.be/_Ddb7UXiTJk&t=2908,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
44,30.0,44.0,2025/8/30,11.9378197,2942.107126,336.849355,336.8493574,1756518494,3.0,1.0,松本慎,Left,TOK,1,小長谷,Left,平成国際大,2,Top,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.534,-0.248,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100044,見逃し,,2940.0,https://youtu.be/_Ddb7UXiTJk&t=2940,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
45,31.0,45.0,2025/8/30,11.7624919,2954.044946,348.7871747,348.7871783,1756518506,3.0,2.0,松本慎,Left,TOK,1,小長谷,Left,平成国際大,2,Top,2,0,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.217,-0.276,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100045,ボール,,2952.0,https://youtu.be/_Ddb7UXiTJk&t=2952,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
46,32.0,46.0,2025/8/30,16.449709,2965.807438,360.5496666,360.549669,1756518518,3.0,3.0,松本慎,Left,TOK,1,小長谷,Left,平成国際大,2,Top,2,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.183,-0.22,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100046,ボール,,2963.0,https://youtu.be/_Ddb7UXiTJk&t=2963,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
47,33.0,47.0,2025/8/30,15.7492788,2982.257147,376.9993756,376.9993799,1756518534,3.0,4.0,松本慎,Left,TOK,1,小長谷,Left,平成国際大,2,Top,2,2,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.538,-0.236,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100047,見逃し,,2980.0,https://youtu.be/_Ddb7UXiTJk&t=2980,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
