count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,run_person_romaji
172,20.0,167.0,2025/2/26,6721.9287140369415,6211.928714990616,1740538197.995716,8.0,2.0,持永,Right,TOK,3,batter3,Left,芝浦工業大,4,Bottom,2,0,1,TwoSeamFastBall,BallCalled,Undefined,Undefined,Undefined,0,0,,116.0,0.95,0.427,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2,3",batter2,batter1,batter9,Nothing,,,,,,2505620172,ボール,,6719.0,https://youtu.be/AuszmHT4JtQ&t=6719,4165.0,https://youtu.be/-Er63jcmUXQ&t=4165,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
173,21.0,168.0,2025/2/26,6740.521508932114,6230.521509885788,1740538216.588511,8.0,3.0,持永,Right,TOK,3,batter3,Left,芝浦工業大,4,Bottom,2,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.217,0.148,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2,3",batter2,batter1,batter9,Nothing,,,,,,2505620173,ボール,,6738.0,https://youtu.be/AuszmHT4JtQ&t=6738,4184.0,https://youtu.be/-Er63jcmUXQ&t=4184,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
174,22.0,169.0,2025/2/26,6762.066308736801,6252.066308736801,1740538238.1333098,8.0,4.0,持永,Right,TOK,3,batter3,Left,芝浦工業大,4,Bottom,2,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,124.0,0.25,0.08,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2,3",batter2,batter1,batter9,Nothing,,,,,,2505620174,ボール,,6760.0,https://youtu.be/AuszmHT4JtQ&t=6760,4205.0,https://youtu.be/-Er63jcmUXQ&t=4205,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
175,23.0,170.0,2025/2/26,6787.676074981689,6277.676075935364,1740538263.743077,8.0,5.0,持永,Right,TOK,3,batter3,Left,芝浦工業大,4,Bottom,2,3,1,Fastball,BallCalled,Walk,Undefined,Undefined,0,1,,,0.5660000000000001,-0.46,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2,3",batter2,batter1,batter9,Nothing,,,,,,2505620175,四球,,6785.0,https://youtu.be/AuszmHT4JtQ&t=6785,4231.0,https://youtu.be/-Er63jcmUXQ&t=4231,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
176,24.0,171.0,2025/2/26,6837.063827991486,6327.063827991486,1740538313.0,9.0,1.0,持永,Right,TOK,4,batter4,Right,芝浦工業大,4,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,122.0,0.602,-0.48,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2,3",batter3,batter2,batter1,Nothing,,,,,,2505620176,ボール,,6835.0,https://youtu.be/AuszmHT4JtQ&t=6835,4243.0,https://youtu.be/-Er63jcmUXQ&t=4243,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
177,25.0,172.0,2025/2/26,6864.715953826904,6354.715955018997,1740538340.782956,9.0,2.0,持永,Right,TOK,4,batter4,Right,芝浦工業大,4,Bottom,2,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.263,-0.14,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2,3",batter3,batter2,batter1,Nothing,,,,,,2505620177,ボール,,6862.0,https://youtu.be/AuszmHT4JtQ&t=6862,4271.0,https://youtu.be/-Er63jcmUXQ&t=4271,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
178,26.0,173.0,2025/2/26,6889.640308,6379.640308856964,1740538366.0,9.0,3.0,持永,Right,TOK,4,batter4,Right,芝浦工業大,4,Bottom,2,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.01,-0.473,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2,3",batter3,batter2,batter1,Nothing,,,,,,2505620178,ボール,,6887.0,https://youtu.be/AuszmHT4JtQ&t=6887,4295.0,https://youtu.be/-Er63jcmUXQ&t=4295,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
179,27.0,174.0,2025/2/26,6913.745400905609,6403.745401859283,1740538389.812403,9.0,4.0,持永,Right,TOK,4,batter4,Right,芝浦工業大,4,Bottom,2,3,0,ChangeUp,FoulBall,Undefined,FlyBall,Undefined,0,0,,,,,11.131541158768854,147.9946167919165,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2,3",batter3,batter2,batter1,Undefined,,,,,,2505620179,ファール,,6911.0,https://youtu.be/AuszmHT4JtQ&t=6911,4320.0,https://youtu.be/-Er63jcmUXQ&t=4320,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
180,28.0,175.0,2025/2/26,6944.032748699188,6434.032749891281,1740538420.099751,9.0,5.0,持永,Right,TOK,4,batter4,Right,芝浦工業大,4,Bottom,2,3,1,Fastball,BallCalled,Walk,Undefined,Undefined,0,1,,,0.898,0.46,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2,3",batter3,batter2,batter1,Nothing,,,batter1,,,2505620180,四球①,,6942.0,https://youtu.be/AuszmHT4JtQ&t=6942,4350.0,https://youtu.be/-Er63jcmUXQ&t=4350,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
181,29.0,176.0,2025/2/26,6972.541809797287,6462.541809797287,1740538448.608812,10.0,1.0,持永,Right,TOK,5,batter5,Left,芝浦工業大,4,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.403,0.2319999999999999,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2,3",batter4,batter3,batter2,Nothing,,,,,,2505620181,ボール,,6970.0,https://youtu.be/AuszmHT4JtQ&t=6970,4362.0,https://youtu.be/-Er63jcmUXQ&t=4362,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
182,30.0,177.0,2025/2/26,7012.749305725098,6502.749306917191,1740538488.816308,10.0,2.0,持永,Right,TOK,5,batter5,Left,芝浦工業大,4,Bottom,2,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,128.0,1.157,0.124,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2,3",batter4,batter3,batter2,Nothing,,,,,,2505620182,ボール,,7010.0,https://youtu.be/AuszmHT4JtQ&t=7010,4402.0,https://youtu.be/-Er63jcmUXQ&t=4402,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
183,31.0,178.0,2025/2/26,7033.920598745346,6523.920598745346,1740538509.9876008,10.0,3.0,持永,Right,TOK,5,batter5,Left,芝浦工業大,4,Bottom,2,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,127.0,1.13,0.204,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2,3",batter4,batter3,batter2,Nothing,,,,,,2505620183,ボール,,7031.0,https://youtu.be/AuszmHT4JtQ&t=7031,4423.0,https://youtu.be/-Er63jcmUXQ&t=4423,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
184,32.0,179.0,2025/2/26,7055.278491973877,6545.278492927551,1740538531.345494,10.0,4.0,持永,Right,TOK,5,batter5,Left,芝浦工業大,4,Bottom,2,3,0,Fastball,BallCalled,Walk,Undefined,Undefined,0,1,,124.0,1.23,0.367,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2,3",batter4,batter3,batter2,Nothing,,,batter2,,,2505620184,四球①,,7053.0,https://youtu.be/AuszmHT4JtQ&t=7053,4445.0,https://youtu.be/-Er63jcmUXQ&t=4445,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
185,33.0,180.0,2025/2/26,7096.59872,6586.598721027374,1740538572.665722,11.0,1.0,持永,Right,TOK,6,batter6,Right,芝浦工業大,4,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.243,-0.152,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2,3",batter5,batter4,batter3,Nothing,,,,,,2505620185,ボール,,7094.0,https://youtu.be/AuszmHT4JtQ&t=7094,4465.0,https://youtu.be/-Er63jcmUXQ&t=4465,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
186,34.0,181.0,2025/2/26,7118.806849718094,6608.806849718094,1740538594.8738508,11.0,2.0,持永,Right,TOK,6,batter6,Right,芝浦工業大,4,Bottom,2,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,125.0,1.17,-0.112,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2,3",batter5,batter4,batter3,Nothing,,,,"2,3","2,3",2505620186,ボール,,7116.0,https://youtu.be/AuszmHT4JtQ&t=7116,4487.0,https://youtu.be/-Er63jcmUXQ&t=4487,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
187,35.0,182.0,2025/2/26,7140.070693969727,6630.070693969727,1740538616.137695,11.0,3.0,持永,Right,TOK,6,batter6,Right,芝浦工業大,4,Bottom,2,2,0,Fastball,InPlay,Undefined,FlyBall,Double,0,2,,127.0,0.878,-0.136,99.30493468776358,-13.74729026,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2,3",batter5,batter4,batter3,Undefined,,,"batter3,batter4",8,8,2505620187,左中2②,,7138.0,https://youtu.be/AuszmHT4JtQ&t=7138,4508.0,https://youtu.be/-Er63jcmUXQ&t=4508,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
188,36.0,183.0,2025/2/26,7202.014924049377,6692.014924764633,1740538678.081926,12.0,1.0,持永,Right,TOK,7,batter7,Left,芝浦工業大,4,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,122.0,1.23,0.447,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"2,3",,batter6,batter5,Nothing,,,,,,2505620188,ボール,,7200.0,https://youtu.be/AuszmHT4JtQ&t=7200,4549.0,https://youtu.be/-Er63jcmUXQ&t=4549,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
189,37.0,184.0,2025/2/26,7224.244582891464,6714.244583845139,1740538700.311585,12.0,2.0,持永,Right,TOK,7,batter7,Left,芝浦工業大,4,Bottom,2,1,0,TwoSeamFastBall,StrikeCalled,Undefined,Undefined,Undefined,0,0,,121.0,0.642,0.236,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"2,3",,batter6,batter5,Nothing,,,,,,2505620189,見逃し,,7222.0,https://youtu.be/AuszmHT4JtQ&t=7222,4572.0,https://youtu.be/-Er63jcmUXQ&t=4572,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
190,38.0,185.0,2025/2/26,7240.077784776688,6730.077785730362,1740538716.1447868,12.0,3.0,持永,Right,TOK,7,batter7,Left,芝浦工業大,4,Bottom,2,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,118.0,0.61,-0.427,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"2,3",,batter6,batter5,Nothing,,,,,,2505620190,ボール,,7238.0,https://youtu.be/AuszmHT4JtQ&t=7238,4587.0,https://youtu.be/-Er63jcmUXQ&t=4587,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
191,39.0,186.0,2025/2/26,7259.404875993729,6749.404876708984,1740538735.4718778,12.0,4.0,持永,Right,TOK,7,batter7,Left,芝浦工業大,4,Bottom,2,2,1,TwoSeamFastBall,InPlay,Undefined,GroundBall,Out,1,0,,127.0,0.882,0.1159999999999999,31.319877539268184,29.94568344039517,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"2,3",,batter6,batter5,Undefined,,,,3,3A,2505620191,一ゴ,,7257.0,https://youtu.be/AuszmHT4JtQ&t=7257,4607.0,https://youtu.be/-Er63jcmUXQ&t=4607,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
192,52.0,187.0,2025/2/26,7390.561045885086,6880.561047,1740538866.628048,1.0,1.0,pos1_2,Left,芝浦工業大,5,深見,Left,TOK,5,Top,0,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,94.0,0.5539999999999999,-0.108,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620192,見逃し,,7388.0,https://youtu.be/AuszmHT4JtQ&t=7388,4631.0,https://youtu.be/-Er63jcmUXQ&t=4631,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R","Yuto, Fukami",,,,,,,,,,,,,,,,
193,53.0,188.0,2025/2/26,7399.769978761673,6889.769979953766,1740538875.836981,1.0,2.0,pos1_2,Left,芝浦工業大,5,深見,Left,TOK,5,Top,0,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,108.0,0.802,0.22,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620193,見逃し,,7397.0,https://youtu.be/AuszmHT4JtQ&t=7397,4641.0,https://youtu.be/-Er63jcmUXQ&t=4641,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R","Yuto, Fukami",,,,,,,,,,,,,,,,
