count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,scored_person_romaji,run_person_romaji
178,23.0,170.0,2025/8/19,6909.969947,5409.969953,1755571738,3.0,7.0,pos1_2,Left,立正大,4,矢田貝,Right,TOK,5,Top,2,2,2,Slider,FoulBall,Undefined,LineDrive,Undefined,0,0,,,0.962,-0.108,10.65627839,-175.2363583,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523020178,ファール,,6907.0,https://youtu.be/NGnaMlDQ-sM&t=6907,4055.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4055,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R","Gen, Yatagai",,,,,,,,,,,,,,,
179,24.0,171.0,2025/8/19,6939.382112,5439.382114,1755571767,3.0,8.0,pos1_2,Left,立正大,4,矢田貝,Right,TOK,5,Top,2,2,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,0.698,-0.276,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020179,空三振,,6937.0,https://youtu.be/NGnaMlDQ-sM&t=6937,4084.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4084,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R","Gen, Yatagai",,,,,,,,,,,,,,,
180,1.0,172.0,2025/8/19,7145.051132,5645.051136,1755571973,1.0,1.0,持永,Right,TOK,3,batter3,Left,立正大,5,Bottom,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.25,-0.284,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020180,ボール,,7143.0,https://youtu.be/NGnaMlDQ-sM&t=7143,4238.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4238,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
181,2.0,173.0,2025/8/19,7155.943792,5655.943795,1755571984,1.0,2.0,持永,Right,TOK,3,batter3,Left,立正大,5,Bottom,0,1,0,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.526,-0.28,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020181,見逃し,,7153.0,https://youtu.be/NGnaMlDQ-sM&t=7153,4249.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4249,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
182,3.0,174.0,2025/8/19,7165.189126,5665.189131,1755571993,1.0,3.0,持永,Right,TOK,3,batter3,Left,立正大,5,Bottom,0,1,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.502,-0.004,14.84628853,-139.0282637,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523020182,ファール,,7163.0,https://youtu.be/NGnaMlDQ-sM&t=7163,4258.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4258,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
183,4.0,175.0,2025/8/19,7180.060788,5680.060792,1755572008,1.0,4.0,持永,Right,TOK,3,batter3,Left,立正大,5,Bottom,0,1,2,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,,1.042,0.012,9.738981722,-125.1341931,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523020183,ファール,,7178.0,https://youtu.be/NGnaMlDQ-sM&t=7178,4273.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4273,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
184,5.0,176.0,2025/8/19,7196.790398,5696.790401,1755572025,1.0,5.0,持永,Right,TOK,3,batter3,Left,立正大,5,Bottom,0,1,2,TwoSeamFastBall,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.303,0.188,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020184,ボール,,7194.0,https://youtu.be/NGnaMlDQ-sM&t=7194,4289.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4289,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
185,6.0,177.0,2025/8/19,7217.309346,5717.309359,1755572045,1.0,6.0,持永,Right,TOK,3,batter3,Left,立正大,5,Bottom,0,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.538,-0.46,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020185,ボール,,7215.0,https://youtu.be/NGnaMlDQ-sM&t=7215,4310.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4310,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
186,7.0,178.0,2025/8/19,7238.508185,5738.508189,1755572067,1.0,7.0,持永,Right,TOK,3,batter3,Left,立正大,5,Bottom,0,3,2,TwoSeamFastBall,BallCalled,Walk,Undefined,Undefined,0,0,,,0.263,0.052,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020186,四球,,7236.0,https://youtu.be/NGnaMlDQ-sM&t=7236,4331.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4331,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
187,8.0,179.0,2025/8/19,7273.33718,5773.337183,1755572101,2.0,1.0,持永,Right,TOK,4,batter4,Right,立正大,5,Bottom,0,0,0,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.746,-0.172,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter3,,,Nothing,,,,,,2523020187,見逃し,,7271.0,https://youtu.be/NGnaMlDQ-sM&t=7271,4347.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4347,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
188,9.0,180.0,2025/8/19,7288.351645,5788.351649,1755572116,2.0,2.0,持永,Right,TOK,4,batter4,Right,立正大,5,Bottom,0,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.377,-0.46,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter3,,,Nothing,,,,,,2523020188,ボール,,7286.0,https://youtu.be/NGnaMlDQ-sM&t=7286,4362.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4362,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
189,10.0,181.0,2025/8/19,7306.421833,5806.421837,1755572134,2.0,3.0,持永,Right,TOK,4,batter4,Right,立正大,5,Bottom,0,1,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,A2SR1,,0.634,0.036,28.89199453,32.0673916,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter3,,,Undefined,,,,3,3A,2523020189,一ゴ,,7304.0,https://youtu.be/NGnaMlDQ-sM&t=7304,4380.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4380,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
190,11.0,182.0,2025/8/19,7346.1682,5846.168203,1755572174,3.0,1.0,持永,Right,TOK,5,batter5,Left,立正大,5,Bottom,1,0,0,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.197,-0.46,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2523020190,ボール,,7344.0,https://youtu.be/NGnaMlDQ-sM&t=7344,4409.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4409,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
191,12.0,183.0,2025/8/19,7364.905576,5864.905579,1755572193,3.0,2.0,持永,Right,TOK,5,batter5,Left,立正大,5,Bottom,1,1,0,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.223,-0.327,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2523020191,空振り,,7362.0,https://youtu.be/NGnaMlDQ-sM&t=7362,4428.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4428,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
192,13.0,184.0,2025/8/19,7391.179548,5891.17955,1755572219,3.0,3.0,持永,Right,TOK,5,batter5,Left,立正大,5,Bottom,1,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.223,-0.34,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2523020192,ボール,,7389.0,https://youtu.be/NGnaMlDQ-sM&t=7389,4454.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4454,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
193,14.0,185.0,2025/8/19,7425.911625,5925.91163,1755572254,3.0,4.0,持永,Right,TOK,5,batter5,Left,立正大,5,Bottom,1,2,1,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,,1.17,0.228,20.95018396,-122.3474435,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Undefined,,,,,,2523020193,ファール,,7423.0,https://youtu.be/NGnaMlDQ-sM&t=7423,4489.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4489,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
194,15.0,186.0,2025/8/19,7451.882369,5951.882374,1755572280,3.0,5.0,持永,Right,TOK,5,batter5,Left,立正大,5,Bottom,1,2,2,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.77,-0.32,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2523020194,ボール,,7449.0,https://youtu.be/NGnaMlDQ-sM&t=7449,4515.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4515,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
195,16.0,187.0,2025/8/19,7480.26201,5980.262015,1755572308,3.0,6.0,持永,Right,TOK,5,batter5,Left,立正大,5,Bottom,1,3,2,Slider,InPlay,Undefined,FlyBall,Out,1,0,,,0.466,-0.413,78.69916806,13.87998264,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Undefined,,,,8,8,2523020195,中飛,,7478.0,https://youtu.be/NGnaMlDQ-sM&t=7478,4544.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4544,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
196,17.0,188.0,2025/8/19,7524.556408,6024.556412,1755572353,4.0,1.0,持永,Right,TOK,6,batter6,Left,立正大,5,Bottom,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.49,-0.268,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2523020196,見逃し,,7522.0,https://youtu.be/NGnaMlDQ-sM&t=7522,4581.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4581,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
197,18.0,189.0,2025/8/19,7541.384215,6041.384218,1755572369,4.0,2.0,持永,Right,TOK,6,batter6,Left,立正大,5,Bottom,2,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.203,-0.34,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2523020197,ボール,,7539.0,https://youtu.be/NGnaMlDQ-sM&t=7539,4598.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4598,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
198,19.0,190.0,2025/8/19,7567.691557,6067.691561,1755572396,4.0,3.0,持永,Right,TOK,6,batter6,Left,立正大,5,Bottom,2,1,1,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.263,-0.204,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2523020198,ボール,,7565.0,https://youtu.be/NGnaMlDQ-sM&t=7565,4624.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4624,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
199,20.0,191.0,2025/8/19,7588.283542,6088.283546,1755572416,4.0,4.0,持永,Right,TOK,6,batter6,Left,立正大,5,Bottom,2,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.183,0.16,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2523020199,ボール,,7586.0,https://youtu.be/NGnaMlDQ-sM&t=7586,4645.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4645,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
200,21.0,192.0,2025/8/19,7609.551575,6109.551579,1755572438,4.0,5.0,持永,Right,TOK,6,batter6,Left,立正大,5,Bottom,2,3,1,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,,1.17,-0.112,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2523020200,四球,,7607.0,https://youtu.be/NGnaMlDQ-sM&t=7607,4666.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4666,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
