count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,scored_person_romaji,run_person_romaji
201,22.0,193.0,2025/8/19,7650.940876,6150.94088,1755572479,5.0,1.0,持永,Right,TOK,7,batter7,Left,立正大,5,Bottom,2,0,0,Cutter,InPlay,Undefined,GroundBall,Out,1,0,,,0.526,-0.004,13.59814817,3.731396999,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,"1,2",batter6,batter3,,Undefined,,,,"1,3","1,3A",2523020201,投ゴ,,7648.0,https://youtu.be/NGnaMlDQ-sM&t=7648,4699.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4699,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","L,R,L,R,R,L,R,R,R,R",,,,,"Yusuke, Mochinaga","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
202,1.0,194.0,2025/8/19,8355.877728,6855.87773,1755573184,1.0,1.0,pos1_3,Right,立正大,5,堀端,Left,TOK,6,Top,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.317,-0.092,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020202,ボール,,8353.0,https://youtu.be/NGnaMlDQ-sM&t=8353,4727.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4727,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Taiki, Horibata",,,,,,,,,,,,,,,
203,2.0,195.0,2025/8/19,8366.71305,6866.713054,1755573195,1.0,2.0,pos1_3,Right,立正大,5,堀端,Left,TOK,6,Top,0,1,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,,0.642,0.02,86.84848726,18.00416161,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,9,9,2523020203,右飛,,8364.0,https://youtu.be/NGnaMlDQ-sM&t=8364,4738.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4738,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Taiki, Horibata",,,,,,,,,,,,,,,
204,3.0,196.0,2025/8/19,8404.69863,6904.698634,1755573233,2.0,1.0,pos1_3,Right,立正大,6,山本,Right,TOK,6,Top,1,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.51,-0.096,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020204,見逃し,,8402.0,https://youtu.be/NGnaMlDQ-sM&t=8402,4771.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4771,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Akira, Yamamoto",,,,,,,,,,,,,,,
205,4.0,197.0,2025/8/19,8417.172725,6917.17273,1755573245,2.0,2.0,pos1_3,Right,立正大,6,山本,Right,TOK,6,Top,1,0,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.506,-0.268,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020205,見逃し,,8415.0,https://youtu.be/NGnaMlDQ-sM&t=8415,4783.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4783,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Akira, Yamamoto",,,,,,,,,,,,,,,
206,5.0,198.0,2025/8/19,8435.366744,6935.366747,1755573263,2.0,3.0,pos1_3,Right,立正大,6,山本,Right,TOK,6,Top,1,0,2,Curveball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.297,-0.14,25.69082757,-87.36756513,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523020206,ファール,,8433.0,https://youtu.be/NGnaMlDQ-sM&t=8433,4801.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4801,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Akira, Yamamoto",,,,,,,,,,,,,,,
207,6.0,199.0,2025/8/19,8460.226007,6960.226029,1755573288,2.0,4.0,pos1_3,Right,立正大,6,山本,Right,TOK,6,Top,1,0,2,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,,0.526,0.028,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020207,見三振,,8458.0,https://youtu.be/NGnaMlDQ-sM&t=8458,4826.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4826,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Akira, Yamamoto",,,,,,,,,,,,,,,
208,7.0,200.0,2025/8/19,8483.249204,6983.249208,1755573311,3.0,1.0,pos1_3,Right,立正大,7,田崎,Right,TOK,6,Top,2,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.317,0.268,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020208,ボール,,8481.0,https://youtu.be/NGnaMlDQ-sM&t=8481,4839.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4839,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Tasaki, Shu",,,,,,,,,,,,,,,
209,8.0,201.0,2025/8/19,8499.156252,6999.156255,1755573327,3.0,2.0,pos1_3,Right,立正大,7,田崎,Right,TOK,6,Top,2,1,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.566,0.036,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020209,空振り,,8497.0,https://youtu.be/NGnaMlDQ-sM&t=8497,4855.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4855,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Tasaki, Shu",,,,,,,,,,,,,,,
210,9.0,202.0,2025/8/19,8514.685079,7014.685082,1755573343,3.0,3.0,pos1_3,Right,立正大,7,田崎,Right,TOK,6,Top,2,1,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,1.157,0.427,16.04893275,107.102729,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523020210,ファール,,8512.0,https://youtu.be/NGnaMlDQ-sM&t=8512,4871.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4871,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Tasaki, Shu",,,,,,,,,,,,,,,
211,10.0,203.0,2025/8/19,8539.506723,7039.506726,1755573368,3.0,4.0,pos1_3,Right,立正大,7,田崎,Right,TOK,6,Top,2,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.002,-0.407,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020211,ボール,,8537.0,https://youtu.be/NGnaMlDQ-sM&t=8537,4896.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4896,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Tasaki, Shu",,,,,,,,,,,,,,,
212,11.0,204.0,2025/8/19,8558.27207,7058.272074,1755573386,3.0,5.0,pos1_3,Right,立正大,7,田崎,Right,TOK,6,Top,2,2,2,ChangeUp,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,0.35,-0.196,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020212,空三振,,8556.0,https://youtu.be/NGnaMlDQ-sM&t=8556,4914.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=4914,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Tasaki, Shu",,,,,,,,,,,,,,,
213,23.0,205.0,2025/8/19,8701.912542,7201.912545,1755573530,1.0,1.0,持永,Right,TOK,8,batter8,Right,立正大,6,Bottom,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.706,-0.46,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020213,ボール,,8699.0,https://youtu.be/NGnaMlDQ-sM&t=8699,5008.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=5008,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,田崎,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,L,L",,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Takeshita, Hiraku","Rio, Imaizumi","Ryo, Sadoshima","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
214,24.0,206.0,2025/8/19,8713.457248,7213.457251,1755573541,1.0,2.0,持永,Right,TOK,8,batter8,Right,立正大,6,Bottom,0,1,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.237,-0.26,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020214,ボール,,8711.0,https://youtu.be/NGnaMlDQ-sM&t=8711,5019.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=5019,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,田崎,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,L,L",,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Takeshita, Hiraku","Rio, Imaizumi","Ryo, Sadoshima","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
215,25.0,207.0,2025/8/19,8728.222917,7228.222921,1755573556,1.0,3.0,持永,Right,TOK,8,batter8,Right,立正大,6,Bottom,0,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.203,-0.248,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020215,ボール,,8726.0,https://youtu.be/NGnaMlDQ-sM&t=8726,5034.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=5034,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,田崎,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,L,L",,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Takeshita, Hiraku","Rio, Imaizumi","Ryo, Sadoshima","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
216,26.0,208.0,2025/8/19,8748.499659,7248.499661,1755573577,1.0,4.0,持永,Right,TOK,8,batter8,Right,立正大,6,Bottom,0,3,0,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,,1.063,0.447,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020216,四球,,8746.0,https://youtu.be/NGnaMlDQ-sM&t=8746,5054.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=5054,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,田崎,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,L,L",,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Takeshita, Hiraku","Rio, Imaizumi","Ryo, Sadoshima","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
217,27.0,209.0,2025/8/19,8785.589486,7285.589492,1755573614,2.0,1.0,持永,Right,TOK,9,batter9,Left,立正大,6,Bottom,0,0,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,,0.978,0.016,113.7725646,9.853080204,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter8,,,Undefined,,,,"8,4","8,4",2523020217,中飛,,8783.0,https://youtu.be/NGnaMlDQ-sM&t=8783,5074.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=5074,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,田崎,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,L,L",,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Takeshita, Hiraku","Rio, Imaizumi","Ryo, Sadoshima","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
218,,,2025/8/19,8829.107142,7329.107144,1755573657,,,持永,Right,TOK,1,batter1,Left,立正大,6,Bottom,1,0,0,,,,,,0,0,,,,,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter8,,,PickOff,,,,"1,3","1,3",2523020218,牽制,,8827.0,https://youtu.be/NGnaMlDQ-sM&t=8827,5106.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=5106,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,田崎,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,L,L",,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Takeshita, Hiraku","Rio, Imaizumi","Ryo, Sadoshima","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
219,28.0,210.0,2025/8/19,8840.566454,7340.566458,1755573669,3.0,1.0,持永,Right,TOK,1,batter1,Left,立正大,6,Bottom,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.257,-0.313,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter8,,,Nothing,,,,,,2523020219,ボール,,8838.0,https://youtu.be/NGnaMlDQ-sM&t=8838,5117.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=5117,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,田崎,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,L,L",,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Takeshita, Hiraku","Rio, Imaizumi","Ryo, Sadoshima","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
220,29.0,211.0,2025/8/19,8861.267565,7361.26757,1755573689,3.0,2.0,持永,Right,TOK,1,batter1,Left,立正大,6,Bottom,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.303,-0.272,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter8,,,Nothing,,,,"2,3","2,3",2523020220,ボール,,8859.0,https://youtu.be/NGnaMlDQ-sM&t=8859,5138.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=5138,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,田崎,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,L,L",,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Takeshita, Hiraku","Rio, Imaizumi","Ryo, Sadoshima","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
221,30.0,212.0,2025/8/19,8888.314022,7388.314025,1755573716,3.0,3.0,持永,Right,TOK,1,batter1,Left,立正大,6,Bottom,1,2,0,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.183,-0.248,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter8,,,Nothing,,,,,,2523020221,ボール,,8886.0,https://youtu.be/NGnaMlDQ-sM&t=8886,5165.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=5165,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,田崎,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,L,L",,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Takeshita, Hiraku","Rio, Imaizumi","Ryo, Sadoshima","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
222,31.0,213.0,2025/8/19,8907.018579,7407.018584,1755573735,3.0,4.0,持永,Right,TOK,1,batter1,Left,立正大,6,Bottom,1,3,0,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,,1.203,0.284,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter8,,,Nothing,,,,,,2523020222,四球,,8905.0,https://youtu.be/NGnaMlDQ-sM&t=8905,5183.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=5183,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,田崎,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,L,L",,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Takeshita, Hiraku","Rio, Imaizumi","Ryo, Sadoshima","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
223,32.0,214.0,2025/8/19,8941.022368,7441.022372,1755573769,4.0,1.0,持永,Right,TOK,2,batter2,Left,立正大,6,Bottom,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.343,-0.256,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,"1,2",batter1,batter8,,Nothing,,,,,,2523020223,ボール,,8939.0,https://youtu.be/NGnaMlDQ-sM&t=8939,5203.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=5203,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,田崎,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,L,L",,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Takeshita, Hiraku","Rio, Imaizumi","Ryo, Sadoshima","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
224,33.0,215.0,2025/8/19,8957.366879,7457.366882,1755573785,4.0,2.0,持永,Right,TOK,2,batter2,Left,立正大,6,Bottom,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.25,-0.256,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,"1,2",batter1,batter8,,Nothing,,,,,,2523020224,ボール,,8955.0,https://youtu.be/NGnaMlDQ-sM&t=8955,5219.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=5219,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","今泉,長谷川,土ヶ端,矢田貝,堀端,山本,田崎,佐渡島,竹下","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,竹下,今泉,佐渡島,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,L,L",,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Takeshita, Hiraku","Rio, Imaizumi","Ryo, Sadoshima","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
