count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Unnamed: 75,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji
114,61.0,109.0,2025/8/14,4417.666403,35791.30531001091,1755164657.864865,1.0,3.0,pos1,Right,名古屋,6,門田,Right,TOK,4,Top,0,1,1,Slider,InPlay,Undefined,FlyBall,Single,0,0,,,0.758,-0.048,74.07146314,40.07289005235099,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Undefined,,,,"9,4","9,4",2522500114,右安,,4415.0,https://youtu.be/hwUj41cB_Sc&t=4415,2418.0,https://youtu.be/hs0B7pp4u3A&t=2418,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Ryohei, Kadota",,,,,,,,,,,,,,,
115,1.0,110.0,2025/8/14,4564.055894374847,3664.055895805359,1755132530.615451,2.0,1.0,pos1_2,Left,名古屋,7,井之口,Right,TOK,4,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,1,門田,,,Nothing,,,,,,2522500115,ボール,,4562.0,https://youtu.be/hwUj41cB_Sc&t=4562,2451.0,https://youtu.be/hs0B7pp4u3A&t=2451,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Koji, Inokuchi","Ryohei, Kadota",,,,,,,,,,,,,,
116,2.0,111.0,2025/8/14,4574.377312421799,3674.377314090729,1755132540.936869,2.0,2.0,pos1_2,Left,名古屋,7,井之口,Right,TOK,4,Top,0,1,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,A2B,107.0,0.5579999999999999,0.52,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,1,門田,,,Nothing,,,,,,2522500116,ボール,,4572.0,https://youtu.be/hwUj41cB_Sc&t=4572,2461.0,https://youtu.be/hs0B7pp4u3A&t=2461,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Koji, Inokuchi","Ryohei, Kadota",,,,,,,,,,,,,,
117,3.0,112.0,2025/8/14,4592.130988359451,3692.130989789963,1755132558.690545,2.0,3.0,pos1_2,Left,名古屋,7,井之口,Right,TOK,4,Top,0,2,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,110.0,0.363,0.148,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,1,門田,,,Nothing,,,,,,2522500117,ボール,,4590.0,https://youtu.be/hwUj41cB_Sc&t=4590,2479.0,https://youtu.be/hs0B7pp4u3A&t=2479,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Koji, Inokuchi","Ryohei, Kadota",,,,,,,,,,,,,,
118,,,2025/8/14,4610.187434196472,3710.187436103821,1755132576.746991,,,pos1_2,Left,名古屋,7,井之口,Right,TOK,4,Top,0,3,0,,,,,,0,0,,,,,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,1,門田,,,PickOff,,,,"1,3","1,3",2522500118,牽制,,4608.0,https://youtu.be/hwUj41cB_Sc&t=4608,2497.0,https://youtu.be/hs0B7pp4u3A&t=2497,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Koji, Inokuchi","Ryohei, Kadota",,,,,,,,,,,,,,
119,4.0,113.0,2025/8/14,4625.401510238647,3725.401511907578,1755132591.961068,2.0,4.0,pos1_2,Left,名古屋,7,井之口,Right,TOK,4,Top,0,3,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.642,0.44,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,1,門田,,,Nothing,,,,,,2522500119,見逃し,,4623.0,https://youtu.be/hwUj41cB_Sc&t=4623,2512.0,https://youtu.be/hs0B7pp4u3A&t=2512,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Koji, Inokuchi","Ryohei, Kadota",,,,,,,,,,,,,,
120,5.0,114.0,2025/8/14,4644.892739057541,3744.892741918564,1755132611.452297,2.0,5.0,pos1_2,Left,名古屋,7,井之口,Right,TOK,4,Top,0,3,1,Slider,InPlay,Undefined,FlyBall,Out,1,0,,104.0,0.7020000000000001,-0.188,87.36203127076222,28.50057748380581,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,1,門田,,,Undefined,,,,9,9,2522500120,右飛,,4642.0,https://youtu.be/hwUj41cB_Sc&t=4642,2532.0,https://youtu.be/hs0B7pp4u3A&t=2532,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Koji, Inokuchi","Ryohei, Kadota",,,,,,,,,,,,,,
121,,,2025/8/14,4679.977366447449,3779.977368831635,1755132646.536924,,,pos1_2,Left,名古屋,8,明石,Left,TOK,4,Top,1,0,0,,,,,,0,0,,,,,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,1,門田,,,PickOff,,,,"1,3","1,3",2522500121,牽制,,4677.0,https://youtu.be/hwUj41cB_Sc&t=4677,2550.0,https://youtu.be/hs0B7pp4u3A&t=2550,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Ken, Akashi","Ryohei, Kadota",,,,,,,,,,,,,,
122,6.0,115.0,2025/8/14,4698.077083110809,3798.077085018158,1755132664.636641,3.0,1.0,pos1_2,Left,名古屋,8,明石,Left,TOK,4,Top,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,113.0,0.534,0.4,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,1,門田,,,Nothing,,,,,,2522500122,ボール,,4696.0,https://youtu.be/hwUj41cB_Sc&t=4696,2568.0,https://youtu.be/hs0B7pp4u3A&t=2568,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Ken, Akashi","Ryohei, Kadota",,,,,,,,,,,,,,
123,7.0,116.0,2025/8/14,4707.469892263412,3807.469893932343,1755132674.0,3.0,2.0,pos1_2,Left,名古屋,8,明石,Left,TOK,4,Top,1,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,121.0,0.898,0.24,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,1,門田,,,Nothing,,,,,,2522500123,見逃し,,4705.0,https://youtu.be/hwUj41cB_Sc&t=4705,2578.0,https://youtu.be/hs0B7pp4u3A&t=2578,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Ken, Akashi","Ryohei, Kadota",,,,,,,,,,,,,,
124,8.0,117.0,2025/8/14,4723.365086317062,3823.365088939666,1755132689.924644,3.0,3.0,pos1_2,Left,名古屋,8,明石,Left,TOK,4,Top,1,1,1,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,108.0,0.6459999999999999,-0.264,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,1,門田,,,Nothing,,,,,,2522500124,空振り,,4721.0,https://youtu.be/hwUj41cB_Sc&t=4721,2594.0,https://youtu.be/hs0B7pp4u3A&t=2594,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Ken, Akashi","Ryohei, Kadota",,,,,,,,,,,,,,
125,9.0,118.0,2025/8/14,4745.743921279907,3845.743923902512,1755132712.303479,3.0,4.0,pos1_2,Left,名古屋,8,明石,Left,TOK,4,Top,1,1,2,Curveball,FoulBall,Undefined,LineDrive,Undefined,0,0,,109.0,0.5660000000000001,-0.132,76.33130903127523,64.64311656808022,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,1,門田,,,Undefined,,,,,,2522500125,ファール,,4743.0,https://youtu.be/hwUj41cB_Sc&t=4743,2616.0,https://youtu.be/hs0B7pp4u3A&t=2616,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Ken, Akashi","Ryohei, Kadota",,,,,,,,,,,,,,
126,10.0,119.0,2025/8/14,4769.173501253128,3869.173502922058,1755132735.733059,3.0,5.0,pos1_2,Left,名古屋,8,明石,Left,TOK,4,Top,1,1,2,Fastball,FoulBall,Undefined,Other,Undefined,0,0,,121.0,0.5539999999999999,0.18,18.08093559967192,-151.7625545,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,1,門田,,,Undefined,,,,,,2522500126,ファール,,4767.0,https://youtu.be/hwUj41cB_Sc&t=4767,2640.0,https://youtu.be/hs0B7pp4u3A&t=2640,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Ken, Akashi","Ryohei, Kadota",,,,,,,,,,,,,,
127,11.0,120.0,2025/8/14,4789.854576,3889.854578018189,1755132756.414134,3.0,6.0,pos1_2,Left,名古屋,8,明石,Left,TOK,4,Top,1,1,2,Curveball,InPlay,Undefined,Popup,Out,1,0,,109.0,0.8740000000000001,0.1119999999999999,26.41724268700662,-23.70264595,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,1,門田,,,Undefined,,,,5,5,2522500127,三飛,,4787.0,https://youtu.be/hwUj41cB_Sc&t=4787,2660.0,https://youtu.be/hs0B7pp4u3A&t=2660,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Ken, Akashi","Ryohei, Kadota",,,,,,,,,,,,,,
128,12.0,121.0,2025/8/14,4827.719019412994,3927.719021081925,1755132794.278577,4.0,1.0,pos1_2,Left,名古屋,9,岡林,Left,TOK,4,Top,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,122.0,0.79,-0.272,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,1,門田,,,StolenBase,門田,,,,,2522500128,見逃し[盗塁],,4825.0,https://youtu.be/hwUj41cB_Sc&t=4825,2686.0,https://youtu.be/hs0B7pp4u3A&t=2686,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Yuna, Okabayashi","Ryohei, Kadota",,,,"Ryohei, Kadota",,,,,,,,,,
129,13.0,122.0,2025/8/14,4864.732154130936,3964.732156038284,1755132831.291711,4.0,2.0,pos1_2,Left,名古屋,9,岡林,Left,TOK,4,Top,2,0,1,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,109.0,1.13,-0.353,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,2,,門田,,Nothing,,,,,,2522500129,空振り,,4862.0,https://youtu.be/hwUj41cB_Sc&t=4862,2723.0,https://youtu.be/hs0B7pp4u3A&t=2723,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Yuna, Okabayashi",,"Ryohei, Kadota",,,,,,,,,,,,,
130,14.0,123.0,2025/8/14,4886.053068161011,3986.053070783615,1755132852.612626,4.0,3.0,pos1_2,Left,名古屋,9,岡林,Left,TOK,4,Top,2,0,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,107.0,0.634,-0.407,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,2,,門田,,Nothing,,,,,,2522500130,ボール,,4884.0,https://youtu.be/hwUj41cB_Sc&t=4884,2744.0,https://youtu.be/hs0B7pp4u3A&t=2744,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Yuna, Okabayashi",,"Ryohei, Kadota",,,,,,,,,,,,,
131,15.0,124.0,2025/8/14,4906.625937223434,4006.625940084457,1755132873.185495,4.0,4.0,pos1_2,Left,名古屋,9,岡林,Left,TOK,4,Top,2,1,2,Curveball,FoulBall,Undefined,LineDrive,Undefined,0,0,,108.0,0.6859999999999999,-0.284,51.19278489858607,66.88955677,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,2,,門田,,Undefined,,,,,,2522500131,ファール,,4904.0,https://youtu.be/hwUj41cB_Sc&t=4904,2765.0,https://youtu.be/hs0B7pp4u3A&t=2765,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Yuna, Okabayashi",,"Ryohei, Kadota",,,,,,,,,,,,,
132,16.0,125.0,2025/8/14,4934.893656253815,4034.893658876419,1755132901.453214,4.0,5.0,pos1_2,Left,名古屋,9,岡林,Left,TOK,4,Top,2,1,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,121.0,0.682,-0.26,36.49362195269491,57.20911975849624,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,2,,門田,,Undefined,,,,,,2522500132,ファール,,4932.0,https://youtu.be/hwUj41cB_Sc&t=4932,2793.0,https://youtu.be/hs0B7pp4u3A&t=2793,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Yuna, Okabayashi",,"Ryohei, Kadota",,,,,,,,,,,,,
133,17.0,126.0,2025/8/14,4962.318861246109,4062.318862915039,1755132928.878419,4.0,6.0,pos1_2,Left,名古屋,9,岡林,Left,TOK,4,Top,2,1,2,Curveball,FoulBall,Undefined,Popup,Undefined,0,0,,104.0,1.15,0.024,16.28842205578587,-144.5829447,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,2,,門田,,Undefined,,,,,,2522500133,ファール,,4960.0,https://youtu.be/hwUj41cB_Sc&t=4960,2820.0,https://youtu.be/hs0B7pp4u3A&t=2820,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Yuna, Okabayashi",,"Ryohei, Kadota",,,,,,,,,,,,,
134,18.0,127.0,2025/8/14,4988.909458,4088.909460067749,1755132955.469015,4.0,7.0,pos1_2,Left,名古屋,9,岡林,Left,TOK,4,Top,2,1,2,Fastball,InPlay,Undefined,LineDrive,Out,1,0,,121.0,0.914,-0.112,62.3802686,25.33307377443827,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,2,,門田,,Undefined,,,,9,9,2522500134,右直,,4986.0,https://youtu.be/hwUj41cB_Sc&t=4986,2847.0,https://youtu.be/hs0B7pp4u3A&t=2847,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Yuna, Okabayashi",,"Ryohei, Kadota",,,,,,,,,,,,,
135,49.0,128.0,2025/8/14,5088.450262308121,4188.450263738632,1755133055.0,1.0,1.0,江口,Right,TOK,4,batter4,Right,名古屋,4,Bottom,0,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,115.0,0.594,-0.168,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500135,見逃し,,5086.0,https://youtu.be/hwUj41cB_Sc&t=5086,2877.0,https://youtu.be/hs0B7pp4u3A&t=2877,明石,中山,井之口,門田,樋口,安田,竹山,岡林,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi","Ken, Akashi","Taiyo, Nakayama","Koji, Inokuchi","Ryohei, Kadota","Kosuke, Higuchi","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",
136,50.0,129.0,2025/8/14,5097.601457118988,4197.601459026337,1755133064.161014,1.0,2.0,江口,Right,TOK,4,batter4,Right,名古屋,4,Bottom,0,0,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,103.0,0.27,-0.2,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500136,ボール,,5095.0,https://youtu.be/hwUj41cB_Sc&t=5095,2886.0,https://youtu.be/hs0B7pp4u3A&t=2886,明石,中山,井之口,門田,樋口,安田,竹山,岡林,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi","Ken, Akashi","Taiyo, Nakayama","Koji, Inokuchi","Ryohei, Kadota","Kosuke, Higuchi","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",
137,51.0,130.0,2025/8/14,5108.789017,4208.789019823074,1755133075.348575,1.0,3.0,江口,Right,TOK,4,batter4,Right,名古屋,4,Bottom,0,1,1,Slider,FoulBall,Undefined,LineDrive,Undefined,0,0,,,0.502,-0.2,47.35978222791903,64.89543133476565,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Undefined,,,,,,2522500137,ファール,,5106.0,https://youtu.be/hwUj41cB_Sc&t=5106,2898.0,https://youtu.be/hs0B7pp4u3A&t=2898,明石,中山,井之口,門田,樋口,安田,竹山,岡林,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi","Ken, Akashi","Taiyo, Nakayama","Koji, Inokuchi","Ryohei, Kadota","Kosuke, Higuchi","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",
138,52.0,131.0,2025/8/14,5135.697255134583,4235.697257995605,1755133102.256813,1.0,4.0,江口,Right,TOK,4,batter4,Right,名古屋,4,Bottom,0,1,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,136.0,0.5379999999999999,-0.333,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500138,空三振,,5133.0,https://youtu.be/hwUj41cB_Sc&t=5133,2924.0,https://youtu.be/hs0B7pp4u3A&t=2924,明石,中山,井之口,門田,樋口,安田,竹山,岡林,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi","Ken, Akashi","Taiyo, Nakayama","Koji, Inokuchi","Ryohei, Kadota","Kosuke, Higuchi","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",
