count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen
163,6.0,159.0,2025/4/26,7835.435193,6985.435196,1745636665,1.0,6.0,山崎,Right,TOK,7,廣岡,Left,明星大,7,Top,0,2,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,133.41,0.566,0.068,23.9683458,-103.5231607,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2511500163,ファール,,7833,https://youtu.be/vGx3WT9jVJg&t=7833,4326.0,https://youtu.be/3ticAhbv9Ww&t=4326,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,991.0,991977.0,Ryu Yamazaki,,1745604270.0,1745636670.0,Fastball,Y,0.0916,0.943,133.41,2080.44,1540.9,74.07,01:24,1.0,2.0379944,31.0,21.3,30.3,27.7,-3.63,1.17,1.32,0.89,42.21,991977@1745636670,V3P4DLKO0850A,-2.0286953,-4.0990815,untitled,,1745636665.0,9844.0,1410155.0,Ohe Shotaro,,1745604270.0,1745636670.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636670,untitled,1745636666.0,132.0
164,7.0,160.0,2025/4/26,7861.305053,7011.305056,1745636691,1.0,7.0,山崎,Right,TOK,7,廣岡,Left,明星大,7,Top,0,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,134.1,0.898,-0.7,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500164,ボール,,7859,https://youtu.be/vGx3WT9jVJg&t=7859,4352.0,https://youtu.be/3ticAhbv9Ww&t=4352,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,990.0,991977.0,Ryu Yamazaki,,1745604296.0,1745636696.0,Fastball,N,-0.8928,0.7783,134.1,2203.44,1304.4,59.2,01:36,1.0,2.023117,10.5,6.5,22.3,25.5,-6.43,1.15,1.36,0.84,53.7,991977@1745636696,V3P4DLKO0850A,-5.9475865,-5.6118226,untitled,,1745636691.0,9843.0,1410155.0,Ohe Shotaro,,1745604296.0,1745636696.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636696,untitled,1745636692.0,130.0
165,8.0,161.0,2025/4/26,7887.836025,7037.836027,1745636718,1.0,8.0,山崎,Right,TOK,7,廣岡,Left,明星大,7,Top,0,3,2,Cutter,FoulBall,Undefined,GroundBall,Undefined,0,0,,127.7,0.542,0.004,34.72315981,80.21759297,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2511500165,ファール,,7885,https://youtu.be/vGx3WT9jVJg&t=7885,4379.0,https://youtu.be/3ticAhbv9Ww&t=4379,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,989.0,991977.0,Ryu Yamazaki,,1745604323.0,1745636723.0,Fastball,Y,-0.1508,0.5329999999999999,127.7,2413.24,724.9,30.04,02:08,1.0,1.817213,8.9,3.9,6.5,15.5,-3.9,0.83,1.33,0.91,72.52,991977@1745636723,V3P4DLKO0850A,-3.6127057,-6.7743607,untitled,,1745636718.0,9842.0,1410155.0,Ohe Shotaro,,1745604322.0,1745636722.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636722,untitled,1745636718.0,124.0
166,9.0,162.0,2025/4/26,7906.916839,7056.916842,1745636737,1.0,9.0,山崎,Right,TOK,7,廣岡,Left,明星大,7,Top,0,3,2,Cutter,BallCalled,Walk,Undefined,Undefined,0,0,,126.07,0.223,-0.256,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500166,四球,,7904,https://youtu.be/vGx3WT9jVJg&t=7904,4398.0,https://youtu.be/3ticAhbv9Ww&t=4398,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,988.0,991977.0,Ryu Yamazaki,,1745604341.0,1745636741.0,Slider,N,-0.4409,0.3350999999999999,126.07,2366.49,389.9,16.48,02:02,1.0,1.7742004,4.3,-2.7,3.5,7.3,-4.82,0.31,1.36,0.96,80.52,991977@1745636741,V3P4DLKO0850A,-5.020706,-7.8396716,untitled,,1745636736.0,9841.0,1410155.0,Ohe Shotaro,,1745604341.0,1745636741.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636741,untitled,1745636737.0,126.0
167,10.0,163.0,2025/4/26,7941.67264,7091.672643,1745636772,2.0,1.0,山崎,Right,TOK,8,鵜飼,Right,明星大,7,Top,0,0,0,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,A2B,121.0,0.962,-0.46,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,1,廣岡,,,Nothing,,,,,,2511500167,ボール,,7939,https://youtu.be/vGx3WT9jVJg&t=7939,4412.0,https://youtu.be/3ticAhbv9Ww&t=4412,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,987.0,991977.0,Ryu Yamazaki,,1745604376.0,1745636776.0,Slider,N,-0.5668,0.8991,121.0,2316.27,110.9,4.79,02:14,1.0,2.0239964,3.9,-8.4,-0.5,0.2,-4.99,2.68,1.32,0.91,87.26,991977@1745636776,V3P4DLKO0850A,-5.6135015,-6.0406075,untitled,,1745636771.0,9840.0,1410155.0,Ohe Shotaro,,1745604375.0,1745636775.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636775,untitled,1745636771.0,120.0
168,,,2025/4/26,7961.837086,7111.837088,1745636792,,,山崎,Right,TOK,8,鵜飼,Right,明星大,7,Top,0,1,0,,,,,,0,0,,,,,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,1,廣岡,,,PickOff,,,,"1,3","1,3",2511500168,牽制,,7959,https://youtu.be/vGx3WT9jVJg&t=7959,4432.0,https://youtu.be/3ticAhbv9Ww&t=4432,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,11.0,164.0,2025/4/26,7976.788213,7126.788216,1745636807,2.0,2.0,山崎,Right,TOK,8,鵜飼,Right,明星大,7,Top,0,1,0,Cutter,FoulBall,Undefined,FlyBall,Undefined,0,0,B2H,122.25,0.898,-0.14,49.78176545,-58.57043439,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,1,廣岡,,,Undefined,,,,,,2511500169,ファール,,7974,https://youtu.be/vGx3WT9jVJg&t=7974,4447.0,https://youtu.be/3ticAhbv9Ww&t=4447,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,986.0,991977.0,Ryu Yamazaki,,1745604413.0,1745636813.0,ChangeUp,Y,0.2044,0.6905,122.25,2140.54,601.5,28.1,02:10,1.0,1.9519691,11.6,5.2,5.7,13.8,-2.72,1.52,1.34,0.92,73.68,991977@1745636813,V3P4DLKO0850A,-2.3382154,-6.495501,untitled,,1745636808.0,9839.0,1410155.0,Ohe Shotaro,,1745604412.0,1745636812.0,76.1,122.2,46.2,-48.1,4249.4546,38.0,00:28,1.0,-24.7,85.0,100.2,,V3P4DLKO0850A,1410155@1745636812,untitled,1745636808.0,122.0
170,12.0,165.0,2025/4/26,8015.65375,7165.653753,1745636846,2.0,3.0,山崎,Right,TOK,8,鵜飼,Right,明星大,7,Top,0,1,1,Cutter,InPlay,Undefined,Bunt,Out,1,0,A2B,120.05,,,7.942720954,-158.1985905,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,1,廣岡,,,Undefined,,,,2,2,2511500170,捕ゴ[バ],,8013,https://youtu.be/vGx3WT9jVJg&t=8013,4471.0,https://youtu.be/3ticAhbv9Ww&t=4471,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,985.0,991977.0,Ryu Yamazaki,,1745604451.0,1745636851.0,Slider,N,0.1143,1.1035,120.05,2288.26,174.9,7.64,01:02,1.0,2.3644543,31.8,4.5,2.4,-0.2,-2.69,2.15,1.41,0.81,85.62,991977@1745636851,V3P4DLKO0850A,-2.3452022,-4.741238,untitled,,1745636846.0,9838.0,1410155.0,Ohe Shotaro,,1745604450.0,1745636850.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636850,untitled,1745636846.0,117.0
171,13.0,166.0,2025/4/26,8062.459572,7217.459575,1745636893,3.0,1.0,山崎,Right,TOK,9,荒江,Left,明星大,7,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,1,廣岡,,,Nothing,,,,,,2511500171,ボール,,8065,https://youtu.be/vGx3WT9jVJg&t=8065,4504.0,https://youtu.be/3ticAhbv9Ww&t=4504,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,14.0,167.0,2025/4/26,8072.439673,7222.439675,1745636903,3.0,2.0,山崎,Right,TOK,9,荒江,Left,明星大,7,Top,1,1,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.874,0.387,58.9173503,-55.19598825,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,1,廣岡,,,Undefined,,,,,,2511500172,ファール,,8070,https://youtu.be/vGx3WT9jVJg&t=8070,4514.0,https://youtu.be/3ticAhbv9Ww&t=4514,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,983.0,991977.0,Ryu Yamazaki,,1745604507.0,1745636907.0,Undefined,,,,,,,,,,,,,,,,,,,,991977@1745636907,V3P4DLKO0850A,,,untitled,,1745636902.0,9836.0,1410155.0,Ohe Shotaro,,1745604507.0,1745636907.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636907,untitled,1745636903.0,117.0
173,,,2025/4/26,8106.584302,7256.584304,1745636937,,,山崎,Right,TOK,9,荒江,Left,明星大,7,Top,1,1,1,,,,,,0,0,,,,,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,1,廣岡,,,PickOff,,,,"1,3","1,3",2511500173,牽制,,8104,https://youtu.be/vGx3WT9jVJg&t=8104,4538.0,https://youtu.be/3ticAhbv9Ww&t=4538,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,15.0,168.0,2025/4/26,8119.057609,7269.057612,1745636949,3.0,3.0,山崎,Right,TOK,9,荒江,Left,明星大,7,Top,1,1,1,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,123.83,0.926,0.473,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,1,廣岡,,,Nothing,,,,,,2511500174,ボール,,8117,https://youtu.be/vGx3WT9jVJg&t=8117,4550.0,https://youtu.be/3ticAhbv9Ww&t=4550,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,982.0,991977.0,Ryu Yamazaki,,1745604553.0,1745636953.0,Slider,N,-0.0139999999999999,0.3340999999999999,123.83,2348.33,492.6,20.98,01:48,1.0,1.909708,4.6,2.7,6.2,8.8,-3.37,0.26,1.37,0.91,77.89,991977@1745636953,V3P4DLKO0850A,-3.1747513,-7.818046,untitled,,1745636948.0,9835.0,1410155.0,Ohe Shotaro,,1745604553.0,1745636953.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636953,untitled,1745636949.0,124.0
175,16.0,169.0,2025/4/26,8143.486864,7293.486867,1745636974,3.0,4.0,山崎,Right,TOK,9,荒江,Left,明星大,7,Top,1,2,1,Cutter,InPlay,Undefined,LineDrive,Out,2,0,A2SR1,121.2,,,46.36150969,-18.55023193,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,1,廣岡,,,Undefined,,,,"6,3","6,3",2511500175,遊直併,,8141,https://youtu.be/vGx3WT9jVJg&t=8141,4575.0,https://youtu.be/3ticAhbv9Ww&t=4575,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,981.0,991977.0,Ryu Yamazaki,,1745604578.0,1745636978.0,Slider,N,0.4296,0.6426000000000001,121.2,2264.97,358.8,15.84,02:10,1.0,1.8808098,4.7,7.0,2.0,6.6,-2.14,1.69,1.35,0.96,80.88,991977@1745636978,V3P4DLKO0850A,-1.6212279,-7.108882,untitled,,1745636973.0,9834.0,1410155.0,Ohe Shotaro,,1745604578.0,1745636978.0,105.7,121.2,11.5,-15.6,2549.1716,40.4,10:32,1.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636978,untitled,1745636974.0,121.0
176,1.0,170.0,2025/4/26,8288.150753,7438.150756,1745637118,1.0,1.0,鈴木陽,Left,明星大,4,大原,Right,TOK,7,Bottom,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,131.03,0.538,0.128,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500176,見逃し,,8286,https://youtu.be/vGx3WT9jVJg&t=8286,4596.0,https://youtu.be/3ticAhbv9Ww&t=4596,石井,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木陽,石井,渡邉,中田,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Kaiki, Ohara",,,,,,,83.0,972671.0,TokyoBBC Left,,1745604722.0,1745637122.0,ChangeUp,Y,0.2082999999999999,0.6955,131.03,1951.36,1928.0,98.8,10:44,1.0,2.0027275,44.7,-33.7,44.1,-34.7,4.64,-1.29,1.64,-0.75,-8.87,972671@1745637122,V3P4DLKO0850A,2.1418214,-5.604323,untitled,,1745637117.0,9826.0,1410155.0,Ohe Shotaro,,1745604722.0,1745637122.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745637122,untitled,1745637118.0,130.0
177,2.0,171.0,2025/4/26,8297.526899,7447.526901,1745637128,1.0,2.0,鈴木陽,Left,明星大,4,大原,Right,TOK,7,Bottom,0,0,1,Fastball,InPlay,Undefined,FlyBall,Double,0,0,,131.81,0.59,0.18,94.51043861,-30.16632929,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,"7,6","7,6",2511500177,左2,,8295,https://youtu.be/vGx3WT9jVJg&t=8295,4605.0,https://youtu.be/3ticAhbv9Ww&t=4605,石井,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木陽,石井,渡邉,中田,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Kaiki, Ohara",,,,,,,82.0,972671.0,TokyoBBC Left,,1745604732.0,1745637132.0,ChangeUp,Y,0.0220999999999999,0.7798,131.81,1931.64,1842.6,95.39,10:44,1.0,1.712717,52.7,-31.7,46.1,-36.6,3.69,-1.11,1.66,-0.71,-17.46,972671@1745637132,V3P4DLKO0850A,1.3295687,-5.3365602,untitled,,1745637127.0,9825.0,1410155.0,Ohe Shotaro,,1745604732.0,1745637132.0,146.4,131.8,21.0,-20.4,1683.0093,95.4,10:58,1.0,-1.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745637132,untitled,1745637128.0,
178,3.0,172.0,2025/4/26,8342.604931,7492.604934,1745637173,2.0,1.0,鈴木陽,Left,明星大,5,秋元,Right,TOK,7,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,128.91,1.15,0.124,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,2,,大原,,Nothing,,,,,,2511500178,ボール,,8340,https://youtu.be/vGx3WT9jVJg&t=8340,4628.0,https://youtu.be/3ticAhbv9Ww&t=4628,石井,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木陽,石井,渡邉,中田,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Ryo, Akimoto",,"Kaiki, Ohara",,,,,81.0,972671.0,TokyoBBC Left,,1745604777.0,1745637177.0,ChangeUp,Y,-0.0288,1.0663,128.91,2010.52,1986.8,98.82,10:44,1.0,,44.0,-27.7,38.3,-30.5,3.63,-0.24,1.64,-0.69,-8.81,972671@1745637177,V3P4DLKO0850A,1.3523167,-4.4082546,untitled,,1745637172.0,9824.0,1410155.0,Ohe Shotaro,,1745604776.0,1745637176.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745637176,untitled,1745637172.0,128.0
