count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen,csv_path
97,58.0,96.0,2025/4/6,4395.674696922302,4125.674698829651,1743905569,5.0,5.0,武田,Right,TOK,3,玉田,Right,杏林大,3,Bottom,1,2,2,Cutter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,111.47,0.5820000000000001,0.08,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2",加藤,北嶋,,Nothing,,,,,,2509520097,空三振,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",294.0,1186078.0,Rintaro Takeda,,1743873173.0,1743905573.0,Slider,Y,-0.0632,0.7358,111.47,2214.49,64.5,2.91,00:06,1.0,1.7269936,10.2,-14.8,-0.2,-3.2,-0.18,1.64,1.65,0.14,88.33,1186078@1743905573,V3P4DLKO0850A,-1.2712113,-8.4432125,untitled,,1743905567.0,371.0,1410155.0,tokyobbc_rapsodo Player_007,,1743873172.0,1743905572.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743905572,untitled,1743905567.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
98,,,2025/4/6,4426.363751888275,4156.363753795624,1743905600,,,武田,Right,TOK,4,篠宮,Right,杏林大,3,Bottom,2,0,0,,,,,,0,0,,,,,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2",加藤,北嶋,,PickOff,,,,"1,6","1,6",2509520098,牽制,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
99,59.0,97.0,2025/4/6,4445.086238,4175.086239814758,1743905618,6.0,1.0,武田,Right,TOK,4,篠宮,Right,杏林大,3,Bottom,2,0,0,ChangeUp,InPlay,Undefined,GroundBall,Out,1,0,,111.87,0.626,0.028,26.054061907671436,-30.62999848,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2",加藤,北嶋,,Undefined,,,,"5,3","5,3A",2509520099,三ゴ,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",293.0,1186078.0,Rintaro Takeda,,1743873223.0,1743905623.0,ChangeUp,Y,-0.1173,0.8964,111.87,1358.98,1353.5,99.6,01:18,1.0,1.7502956,33.2,35.9,41.8,34.9,-1.93,1.34,1.67,0.07,5.15,1186078@1743905623,V3P4DLKO0850A,0.73848915,-7.180791,untitled,,1743905617.0,370.0,1410155.0,tokyobbc_rapsodo Player_007,,1743873222.0,1743905622.0,123.3,111.9,-10.9,-36.5,3829.2397,4.7,07:52,1.0,10.5,96.6,23.4,,V3P4DLKO0850A,1410155@1743905622,untitled,1743905617.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
100,17.0,98.0,2025/4/6,4538.633219003677,4268.633221626282,1743905712,1.0,1.0,笠原,Right,杏林大,2,伊藤,Left,TOK,4,Top,0,0,0,Cutter,FoulBall,Undefined,FlyBall,Undefined,0,0,,114.69,0.858,-0.108,60.687435431979296,62.81219314,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2509520100,ファール,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",181.0,972881.0,TokyoBBC Right,,1743873316.0,1743905716.0,Cutter,Y,-0.1278999999999999,0.8403,114.69,2439.17,801.7,32.87,01:08,1.0,1.8732986,24.3,-9.5,15.9,9.9,-1.83,1.39,1.57,0.48,70.81,972881@1743905716,V3P4DLKO0850A,-2.5390906,-6.846048,untitled,,1743905710.0,366.0,1410155.0,tokyobbc_rapsodo Player_007,,1743873315.0,1743905715.0,125.8,114.7,58.3,59.6,4403.3115,66.1,01:02,1.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743905715,untitled,1743905710.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
101,18.0,99.0,2025/4/6,4555.802948713303,4285.802951812744,1743905729,1.0,2.0,笠原,Right,杏林大,2,伊藤,Left,TOK,4,Top,0,0,1,Cutter,InPlay,Undefined,FlyBall,Out,1,0,,111.39,0.6859999999999999,0.056,25.406434218447757,-15.48850144,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,5,5,2509520101,三飛,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",180.0,972881.0,TokyoBBC Right,,1743873334.0,1743905734.0,Slider,Y,-0.1192,0.7243999999999999,111.39,2447.35,250.9,10.25,01:00,1.0,1.9852715,12.8,-14.6,3.8,0.3,-1.48,1.91,1.54,0.44,84.12,972881@1743905734,V3P4DLKO0850A,-2.5856009,-8.266806,untitled,,1743905728.0,365.0,1410155.0,tokyobbc_rapsodo Player_007,,1743873333.0,1743905733.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743905733,untitled,1743905728.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
102,19.0,100.0,2025/4/6,4579.729791879654,4309.729794740677,1743905753,2.0,1.0,笠原,Right,杏林大,3,石川,Right,TOK,4,Top,1,0,0,Cutter,FoulBall,Undefined,FlyBall,Undefined,0,0,,114.67,0.938,0.1,38.34013986271588,71.14684124,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2509520102,ファール,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",179.0,972881.0,TokyoBBC Right,,1743873357.0,1743905757.0,Slider,Y,-0.0055,0.9626,114.67,2406.97,590.5,24.53,00:30,1.0,2.024002,23.5,-8.0,13.4,1.6,-1.24,1.93,1.55,0.42,75.8,972881@1743905757,V3P4DLKO0850A,-1.8438816,-6.490001,untitled,,1743905751.0,364.0,1410155.0,tokyobbc_rapsodo Player_007,,1743873357.0,1743905757.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743905757,untitled,1743905752.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
103,20.0,101.0,2025/4/6,4592.734678030014,4322.734680891037,1743905766,2.0,2.0,笠原,Right,杏林大,3,石川,Right,TOK,4,Top,1,0,1,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,114.54,0.926,0.16,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520103,空振り,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",178.0,972881.0,TokyoBBC Right,,1743873370.0,1743905770.0,Slider,Y,0.0415,0.9441,114.54,2428.6,125.1,5.15,00:22,1.0,1.9629211,19.0,-7.4,1.4,-2.4,-1.25,2.04,1.56,0.46,87.05,972881@1743905770,V3P4DLKO0850A,-1.8005149,-6.8809586,untitled,,1743905764.0,363.0,1410155.0,tokyobbc_rapsodo Player_007,,1743873369.0,1743905769.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743905769,untitled,1743905764.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
104,21.0,102.0,2025/4/6,4603.1539788246155,4333.153981685638,1743905777,2.0,3.0,笠原,Right,杏林大,3,石川,Right,TOK,4,Top,1,0,2,Cutter,FoulBall,Undefined,FlyBall,Undefined,0,0,,115.01,0.61,-0.208,19.94807087,128.39516450324604,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2509520104,ファール,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",177.0,972881.0,TokyoBBC Right,,1743873381.0,1743905781.0,Cutter,N,-0.5028,0.4414,115.01,2382.94,742.7,31.17,01:12,1.0,1.918541,13.5,-4.4,14.8,9.8,-3.12,0.43,1.58,0.42,71.84,972881@1743905781,V3P4DLKO0850A,-3.4535756,-8.945022,untitled,,1743905775.0,362.0,1410155.0,tokyobbc_rapsodo Player_007,,1743873380.0,1743905780.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743905780,untitled,1743905775.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
105,22.0,103.0,2025/4/6,4619.029123783112,4349.0291266441345,1743905792,2.0,4.0,笠原,Right,杏林大,3,石川,Right,TOK,4,Top,1,0,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,106.67,1.11,0.236,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520105,ボール,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",176.0,972881.0,TokyoBBC Right,,1743873396.0,1743905796.0,Curveball,Y,-0.0016,1.0268000000000002,106.67,2336.18,1462.0,62.58,07:04,1.0,2.062748,-51.7,-25.5,-37.4,-25.9,-0.61,4.64,1.55,0.4,51.26,972881@1743905796,V3P4DLKO0850A,-2.5346663,-10.964764,untitled,,1743905790.0,361.0,1410155.0,tokyobbc_rapsodo Player_007,,1743873395.0,1743905795.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743905795,untitled,1743905790.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
106,23.0,104.0,2025/4/6,4631.699146986008,4361.699149847031,1743905805,2.0,5.0,笠原,Right,杏林大,3,石川,Right,TOK,4,Top,1,1,2,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,101.05,0.6579999999999999,0.487,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520106,空三振,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",175.0,972881.0,TokyoBBC Right,,1743873407.0,1743905807.0,Curveball,Y,0.2385,0.7909,101.05,2277.24,1368.5,60.09,06:48,1.0,2.0678596,-11.0,-23.0,-38.7,-20.9,0.3,4.26,1.53,0.39,53.06,972881@1743905807,V3P4DLKO0850A,-1.4798559,-10.46921,untitled,,1743905801.0,360.0,1410155.0,tokyobbc_rapsodo Player_007,,1743873407.0,1743905807.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743905807,untitled,1743905802.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
107,24.0,105.0,2025/4/6,4654.466948747635,4384.466951608658,1743905828,3.0,1.0,笠原,Right,杏林大,4,矢田貝,Right,TOK,4,Top,2,0,0,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,112.26,1.063,0.3,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520107,ボール,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",174.0,972881.0,TokyoBBC Right,,1743873431.0,1743905831.0,Slider,N,0.0278,1.1299,112.26,2433.86,50.2,2.06,00:54,1.0,1.9594631,14.3,-11.0,-0.9,-2.7,-0.96,3.16,1.53,0.41,88.82,972881@1743905831,V3P4DLKO0850A,-1.7811741,-6.411501,untitled,,1743905825.0,359.0,1410155.0,tokyobbc_rapsodo Player_007,,1743873430.0,1743905830.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743905830,untitled,1743905825.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
108,25.0,106.0,2025/4/6,4662.781183958054,4392.7811868190765,1743905836,3.0,2.0,笠原,Right,杏林大,4,矢田貝,Right,TOK,4,Top,2,1,0,Cutter,FoulBall,Undefined,FlyBall,Undefined,0,0,,111.14,0.634,0.168,17.05055577182115,-149.8862668,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2509520108,ファール,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",173.0,972881.0,TokyoBBC Right,,1743873441.0,1743905841.0,ChangeUp,Y,0.1193999999999999,0.713,111.14,2341.05,586.9,25.07,01:20,1.0,1.976778,20.6,-8.5,10.1,7.7,-0.8,1.31,1.54,0.43,75.48,972881@1743905841,V3P4DLKO0850A,-1.4251231,-7.404983,untitled,,1743905835.0,358.0,1410155.0,tokyobbc_rapsodo Player_007,,1743873440.0,1743905840.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743905840,untitled,1743905835.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
109,26.0,107.0,2025/4/6,4681.3167316913605,4411.316734790802,1743905855,3.0,3.0,笠原,Right,杏林大,4,矢田貝,Right,TOK,4,Top,2,1,1,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,105.21,0.6459999999999999,0.268,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520109,見逃し,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",172.0,972881.0,TokyoBBC Right,,1743873458.0,1743905858.0,Curveball,Y,0.2248,0.8443,105.21,2210.56,1230.7,55.67,06:50,1.0,1.9268169,-11.0,-17.9,-35.8,-20.2,0.13,3.86,1.55,0.37,56.17,972881@1743905858,V3P4DLKO0850A,-1.2334446,-9.642381,untitled,,1743905852.0,357.0,1410155.0,tokyobbc_rapsodo Player_007,,1743873457.0,1743905857.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743905857,untitled,1743905852.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
110,27.0,108.0,2025/4/6,4696.169925689697,4426.169928789139,1743905870,3.0,4.0,笠原,Right,杏林大,4,矢田貝,Right,TOK,4,Top,2,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,124.64,0.738,-0.447,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520110,ボール,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",171.0,972881.0,TokyoBBC Right,,1743873474.0,1743905874.0,ChangeUp,N,-0.6805,0.8704000000000001,124.64,2146.82,1814.5,84.52,01:06,1.0,1.9095192,44.5,14.6,41.7,27.3,-4.49,0.19,1.52,0.44,32.31,972881@1743905874,V3P4DLKO0850A,-3.4128346,-4.957891,untitled,,1743905868.0,356.0,1410155.0,tokyobbc_rapsodo Player_007,,1743873473.0,1743905873.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743905873,untitled,1743905868.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
111,28.0,109.0,2025/4/6,4708.897768974304,4438.897771835327,1743905882,3.0,5.0,笠原,Right,杏林大,4,矢田貝,Right,TOK,4,Top,2,2,2,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,106.33,0.618,0.42,12.05114938986165,-21.54097592,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,"1,3","1,3A",2509520111,投ゴ,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",170.0,972881.0,TokyoBBC Right,,1743873486.0,1743905886.0,Curveball,N,0.2639,0.4565999999999999,106.33,2242.46,1276.8,56.94,06:54,1.0,1.9979057,-44.1,-18.2,-35.6,-20.9,0.2,2.62,1.55,0.39,55.29,972881@1743905886,V3P4DLKO0850A,-1.1476588,-11.896274,untitled,,1743905880.0,355.0,1410155.0,tokyobbc_rapsodo Player_007,,1743873486.0,1743905886.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743905886,untitled,1743905881.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
112,1.0,110.0,2025/4/6,4902.519493818283,4632.519498,1743906076,1.0,1.0,玉置,Right,TOK,5,田中,Right,杏林大,4,Bottom,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,111.25,0.594,0.52,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520112,ボール,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",424.0,1186696.0,Shin Tamaki,,1743873679.0,1743906079.0,Slider,N,0.4372,0.8118000000000001,111.25,2198.0,437.1,19.89,08:34,1.0,1.8000183,-1.9,-22.7,-4.8,-16.7,1.66,1.92,1.7,0.2,78.53,1186696@1743906079,V3P4DLKO0850A,0.010793994,-8.395794,untitled,,1743906073.0,346.0,1410155.0,tokyobbc_rapsodo Player_007,,1743873678.0,1743906078.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743906078,untitled,1743906073.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
113,2.0,111.0,2025/4/6,4912.091949939728,4642.091952562332,1743906086,1.0,2.0,玉置,Right,TOK,5,田中,Right,杏林大,4,Bottom,0,1,0,TwoSeamFastBall,BallCalled,Undefined,Undefined,Undefined,0,0,,122.98,0.5379999999999999,0.74,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520113,ボール,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","笠原,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",423.0,1186696.0,Shin Tamaki,,1743873690.0,1743906090.0,Fastball,N,0.4585,0.5984,122.98,1949.21,1740.3,89.28,01:22,1.0,1.9573421,46.3,41.2,38.6,35.0,-0.2,-1.29,1.69,0.1,26.77,1186696@1743906090,V3P4DLKO0850A,2.8944955,-6.719948,untitled,,1743906084.0,345.0,1410155.0,tokyobbc_rapsodo Player_007,,1743873689.0,1743906089.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743906089,untitled,1743906084.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
