count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,run_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,scored_person_romaji
132,27,131,2025/7/20,3593.954762,3593.954762,1752977726,3,3,pos1_2,Left,城西大,9,横井,Right,TOK,5,Top,2,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,116,0.926,-0.4,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000132,ボール,,2026,https://youtu.be/mPzeD3SLbxs&t=2026,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Shuntaro, Yokoi",,,,,,,,,,,,,,,
133,28,132,2025/7/20,3607.954762,3607.954762,1752977740,3,4,pos1_2,Left,城西大,9,横井,Right,TOK,5,Top,2,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,137,0.31,0.028,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000133,ボール,,2039,https://youtu.be/mPzeD3SLbxs&t=2039,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Shuntaro, Yokoi",,,,,,,,,,,,,,,
134,29,133,2025/7/20,3622.954762,3622.954762,1752977755,3,5,pos1_2,Left,城西大,9,横井,Right,TOK,5,Top,2,3,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,136,0.518,-0.333,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000134,見逃し,,2055,https://youtu.be/mPzeD3SLbxs&t=2055,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Shuntaro, Yokoi",,,,,,,,,,,,,,,
135,30,134,2025/7/20,3640.954762,3640.954762,1752977773,3,6,pos1_2,Left,城西大,9,横井,Right,TOK,5,Top,2,3,2,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,140,0.618,0.196,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000135,見三振,,2072,https://youtu.be/mPzeD3SLbxs&t=2072,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Shuntaro, Yokoi",,,,,,,,,,,,,,,
136,1,135,2025/7/20,3813.954762,3813.954762,1752977946,1,1,有水,Right,TOK,9,batter9,Right,城西大,5,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,A2B,,1.23,0.02,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000136,ボール,,2245,https://youtu.be/mPzeD3SLbxs&t=2245,,,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kohei, Arimizu","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
137,2,136,2025/7/20,3826.954762,3826.954762,1752977959,1,2,有水,Right,TOK,9,batter9,Right,城西大,5,Bottom,0,1,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.578,-0.24,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000137,見逃し,,2258,https://youtu.be/mPzeD3SLbxs&t=2258,,,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kohei, Arimizu","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
138,3,137,2025/7/20,3836.954762,3836.954762,1752977969,1,3,有水,Right,TOK,9,batter9,Right,城西大,5,Bottom,0,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.614,-0.38,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000138,ボール,,2268,https://youtu.be/mPzeD3SLbxs&t=2268,,,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kohei, Arimizu","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
139,4,138,2025/7/20,3848.954762,3848.954762,1752977981,1,4,有水,Right,TOK,9,batter9,Right,城西大,5,Bottom,0,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.666,-0.727,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000139,ボール,,2280,https://youtu.be/mPzeD3SLbxs&t=2280,,,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kohei, Arimizu","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
140,5,139,2025/7/20,3860.954762,3860.954762,1752977993,1,5,有水,Right,TOK,9,batter9,Right,城西大,5,Bottom,0,3,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.634,0.192,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000140,見逃し,,2292,https://youtu.be/mPzeD3SLbxs&t=2292,,,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kohei, Arimizu","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
141,6,140,2025/7/20,3872.954762,3872.954762,1752978005,1,6,有水,Right,TOK,9,batter9,Right,城西大,5,Bottom,0,3,2,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,,0.598,-0.216,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000141,見三振,,2304,https://youtu.be/mPzeD3SLbxs&t=2304,,,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kohei, Arimizu","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
142,7,141,2025/7/20,3901.954762,3901.954762,1752978034,2,1,有水,Right,TOK,1,batter1,Left,城西大,5,Bottom,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,A2B,,,,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000142,ボール,,2334,https://youtu.be/mPzeD3SLbxs&t=2334,,,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kohei, Arimizu","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
143,8,142,2025/7/20,3914.954762,3914.954762,1752978047,2,2,有水,Right,TOK,1,batter1,Left,城西大,5,Bottom,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.638,-0.627,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000143,ボール,,2347,https://youtu.be/mPzeD3SLbxs&t=2347,,,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kohei, Arimizu","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
144,9,143,2025/7/20,3934.954762,3934.954762,1752978067,2,3,有水,Right,TOK,1,batter1,Left,城西大,5,Bottom,1,2,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,,,,90.88035517,-9.340026173,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,8,8,2520000144,中飛,,2366,https://youtu.be/mPzeD3SLbxs&t=2366,,,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kohei, Arimizu","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
145,10,144,2025/7/20,3965.954762,3965.954762,1752978098,3,1,有水,Right,TOK,2,batter2_2,Left,城西大,5,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000145,ボール,,2397,https://youtu.be/mPzeD3SLbxs&t=2397,,,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kohei, Arimizu","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
146,11,145,2025/7/20,3974.954762,3974.954762,1752978107,3,2,有水,Right,TOK,2,batter2_2,Left,城西大,5,Bottom,2,1,0,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,,,31.25312699,56.15994387,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2520000146,ファール,,2406,https://youtu.be/mPzeD3SLbxs&t=2406,,,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kohei, Arimizu","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
147,12,146,2025/7/20,3994.954762,3994.954762,1752978127,3,3,有水,Right,TOK,2,batter2_2,Left,城西大,5,Bottom,2,1,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.638,-0.232,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000147,見逃し,,2427,https://youtu.be/mPzeD3SLbxs&t=2427,,,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kohei, Arimizu","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
148,13,147,2025/7/20,4007.954762,4007.954762,1752978140,3,4,有水,Right,TOK,2,batter2_2,Left,城西大,5,Bottom,2,1,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.59,0.413,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000148,ボール,,2439,https://youtu.be/mPzeD3SLbxs&t=2439,,,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kohei, Arimizu","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
149,14,148,2025/7/20,4020.954762,4020.954762,1752978153,3,5,有水,Right,TOK,2,batter2_2,Left,城西大,5,Bottom,2,2,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,,,24.44109013,66.52900688,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2520000149,ファール,,2452,https://youtu.be/mPzeD3SLbxs&t=2452,,,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kohei, Arimizu","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
150,15,149,2025/7/20,4039.954762,4039.954762,1752978172,3,6,有水,Right,TOK,2,batter2_2,Left,城西大,5,Bottom,2,2,2,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,0.41,0.224,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000150,空三振,,2471,https://youtu.be/mPzeD3SLbxs&t=2471,,,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kohei, Arimizu","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
151,31,150,2025/7/20,4389.954762,4389.954762,1752978522,1,1,pos1_2,Left,城西大,1,安田,Left,TOK,6,Top,0,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.678,-0.168,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000151,見逃し,,2822,https://youtu.be/mPzeD3SLbxs&t=2822,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Ken, Yasuda",,,,,,,,,,,,,,,
152,32,151,2025/7/20,4410.954762,4410.954762,1752978543,1,2,pos1_2,Left,城西大,1,安田,Left,TOK,6,Top,0,0,1,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000152,見逃し,,2842,https://youtu.be/mPzeD3SLbxs&t=2842,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Ken, Yasuda",,,,,,,,,,,,,,,
153,33,152,2025/7/20,4416.954762,4416.954762,1752978549,1,3,pos1_2,Left,城西大,1,安田,Left,TOK,6,Top,0,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000153,ボール,,2848,https://youtu.be/mPzeD3SLbxs&t=2848,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Ken, Yasuda",,,,,,,,,,,,,,,
154,34,153,2025/7/20,4427.954762,4427.954762,1752978560,1,4,pos1_2,Left,城西大,1,安田,Left,TOK,6,Top,0,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.19,0.148,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000154,ボール,,2859,https://youtu.be/mPzeD3SLbxs&t=2859,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Ken, Yasuda",,,,,,,,,,,,,,,
155,35,154,2025/7/20,4444.954762,4444.954762,1752978577,1,5,pos1_2,Left,城西大,1,安田,Left,TOK,6,Top,0,2,2,Slider,InPlay,Undefined,GroundBall,Out,1,0,,,,,40.15485033,-21.09794959,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,"6,3","6,3A",2520000155,遊ゴ,,2876,https://youtu.be/mPzeD3SLbxs&t=2876,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Ken, Yasuda",,,,,,,,,,,,,,,
156,36,155,2025/7/20,4475.954762,4475.954762,1752978608,2,1,pos1_2,Left,城西大,2,井之口,Left,TOK,6,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.614,0.22,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000156,見逃し,,2907,https://youtu.be/mPzeD3SLbxs&t=2907,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Koji, Inokuchi",,,,,,,,,,,,,,,
157,37,156,2025/7/20,4485.954762,4485.954762,1752978618,2,2,pos1_2,Left,城西大,2,井之口,Left,TOK,6,Top,1,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,110,0.59,0.44,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000157,ボール,,2917,https://youtu.be/mPzeD3SLbxs&t=2917,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Koji, Inokuchi",,,,,,,,,,,,,,,
