count,PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,count.1,PitchNo.1,Date(opensen),pitchcount,time1,time2,time3,fielding_alignment,PAofInning(opensen),PitchofPA(opensen),Inning(opensen),Top/Bottom(opensen),Outs(opensen),Balls(opensen),Strikes(opensen),dajun,Batter(opensen),BatterSide(opensen),Pitcher(opensen),PitcherThrows(opensen),Notes(opensen),on_1b,on_2b,on_3b,TaggedPitchType(opensen),PitchCall(opensen),TaggedHitType(opensen),PlayResult(opensen),KorBB(opensen),OutsOnPlay(opensen),RunsScored(opensen),relateddefenceplayer,relateddefencepos,runevent,runrelatedplayer,RelSpeed(opensen),zone,C,1B,2B,3B,SS,LF,CF,RF,result,truetime,1:00:00,URL,net_time,n_URL
10,11.0,2023/4/8,10:53.4,2023/4/8,10:53.4,3.0,3.0,"Kenichi, Murata",1000089794,Right,MEJ,"Kotaro, Beppu",1000089944,Left,TOK,Undefined,1,Top,1,1.0,1.0,Fastball,Sinker,FoulBall,Undefined,Undefined,,Undefined,0,0,2,143.83938,-2.65227,-3.14936,2088.373675,223.172076,1:30,1.701323,0.729741,1.856791,-44.1255,45.1405,39.3869,0.510642,0.234809,130.30601,-5.976578,-0.359697,0.426676,,,,,,,,,,,,-22.2313,26.0668,-0.657775,15.24,1.635997,1.959729,-39.443407,-1.972701,-4.486302,8.868457,-4.546338,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,38bfc3e0-d5b2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,142.16891,,,13.53337,,,,16.581277,-39.743836,4.434228,1.700216,-1.818689,-2.273169,-0.726737,2.111707,-2.243151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,10,11.0,2023/4/8,11.0,2657.904274,2657.904279,2657.904281,Normal,3.0,3.0,1,Top,1,1,1,3,別府,Left,村田,Right,2,,酒井捷,,Fastball,FoulBall,LineDrive,Undefined,Undefined,0,0,,,,,,7.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,,0:12:18,,https://youtu.be/MsAJIUXfTvI&t=738,1194,https://youtu.be/1GVh8sSKqQE&t=1194
11,12.0,2023/4/8,11:15.2,2023/4/8,11:15.2,3.0,4.0,"Kenichi, Murata",1000089794,Right,MEJ,"Kotaro, Beppu",1000089944,Left,TOK,Undefined,1,Top,1,1.0,2.0,Sinker,Changeup,InPlay,Undefined,FlyBall,LineDrive,Out,1,0,2,136.43149,-1.282005,-2.792687,1781.423023,266.898863,3:00,1.664102,0.748963,1.819918,-93.3223,5.1197,37.9311,0.368124,0.338502,125.47451,-8.048752,-0.106361,0.448069,124.62238,26.739099,-9.900167,2988.154008,32.761426,13.488841,-7.128154,80.23061,78.447833,-15.842459,4.020988,-21.4832,4.4538,-0.684069,15.24,1.626901,1.650955,-37.51614,-1.213234,-3.956526,7.416157,-8.986409,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,45bf18c0-d5b2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,135.38092,15.016957,,10.95698,,,,16.620302,-37.788012,3.708078,1.665339,-0.883798,-4.493204,-0.747251,1.795999,-1.978263,0.17533,0.358801,-0.338279,167.019496,0.175228,30.458602,-5.305252,1.176203,-0.286407,0.080632,-0.020354,0.003201,-0.000211,0.359028,15.568387,-4.321851,0.027354,0.106197,-0.066567,0.022038,-0.003629,0.000232,-0.338314,-5.314312,0.169549,-0.109925,0.025435,-0.00034,-0.001449,0.000337,-2.5e-05,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,11,12.0,2023/4/8,12.0,2679.726536,2679.726542,2679.726544,Normal,3.0,4.0,1,Top,1,1,2,3,別府,Left,村田,Right,2,,酒井捷,,Slider,InPlay,FlyBall,Out,Undefined,1,0,飯森,7.12,,"酒井捷,別府",,7.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,左飛,0:12:39,,https://youtu.be/MsAJIUXfTvI&t=759,1210,https://youtu.be/1GVh8sSKqQE&t=1210
12,13.0,2023/4/8,11:51.3,2023/4/8,11:51.3,4.0,1.0,"Kenichi, Murata",1000089794,Right,MEJ,"Kodai, Umebayashi",1000089942,Left,TOK,Undefined,1,Top,2,0.0,0.0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,2,144.3984,-2.24804,-2.881185,2232.309374,227.751021,1:30,1.72509,0.72294,1.867404,-44.8404,43.0689,44.1672,0.64218,0.352163,131.44792,-5.614579,0.250433,0.423421,,,,,,,,,,,,-24.76,24.7319,-0.658344,15.24,1.669787,1.772264,-39.658994,-1.710347,-5.071872,8.652864,-4.740535,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,5b442140-d5b2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,143.26175,,,12.95047,,,,16.571972,-39.948549,4.326432,1.724367,-1.551712,-2.370267,-0.72049,1.941987,-2.535936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,12,13.0,2023/4/8,13.0,2715.809779,2715.809784,2715.809785,Normal,4.0,1.0,1,Top,2,0,0,4,梅林,Left,村田,Right,2,,酒井捷,,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,,,4.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,,0:13:15,,https://youtu.be/MsAJIUXfTvI&t=795,1237,https://youtu.be/1GVh8sSKqQE&t=1237
13,14.0,2023/4/8,12:07.1,2023/4/8,12:07.1,4.0,2.0,"Kenichi, Murata",1000089794,Right,MEJ,"Kodai, Umebayashi",1000089942,Left,TOK,Undefined,1,Top,2,0.0,1.0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,2,145.61772,-2.569052,-2.632341,2318.322811,225.822538,1:30,1.726525,0.725836,1.844158,-40.3866,46.0438,44.4786,0.596542,0.427377,132.95664,-5.605743,0.517547,0.419844,,,,,,,,,,,,-24.7263,26.3797,-0.666196,15.24,1.662897,1.613601,-40.00481,-1.932519,-5.169559,8.561678,-4.291401,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,64ac1e90-d5b2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,144.48226,,,12.66108,,,,16.595581,-40.293882,4.280839,1.7257,-1.787626,-2.1457,-0.723623,1.788143,-2.58478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,13,14.0,2023/4/8,14.0,2731.613455,2731.613462,2731.613464,Normal,4.0,2.0,1,Top,2,0,1,4,梅林,Left,村田,Right,2,,酒井捷,,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,4.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,,0:13:31,,https://youtu.be/MsAJIUXfTvI&t=811,1253,https://youtu.be/1GVh8sSKqQE&t=1253
14,15.0,2023/4/8,12:24.8,2023/4/8,12:24.8,4.0,3.0,"Kenichi, Murata",1000089794,Right,MEJ,"Kodai, Umebayashi",1000089942,Left,TOK,Undefined,1,Top,2,0.0,2.0,Sinker,Changeup,StrikeCalled,Strikeout,Undefined,,Undefined,0,0,2,137.38333,-1.12803,-2.532065,1814.941002,262.16532,2:45,1.655946,0.749506,1.853602,-87.509,8.7123,42.4529,0.462413,0.459558,126.74646,-7.491716,0.480739,0.442986,,,,,,,,,,,,-23.6084,6.15,-0.692524,15.24,1.623801,1.472947,-37.809506,-1.088882,-4.435501,7.222794,-8.651199,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,6f38c5c0-d5b2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,136.93426,,,10.63687,,,,16.586733,-38.065905,3.611397,1.657003,-0.781778,-4.325599,-0.747607,1.6304,-2.21775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.02149,2.600923,1.477632,1.123291,-0.048173,0.398416,-0.463963,0.153701,1.548898,-1.210207,22.627875,1.154641,-15.404427,0.164623,21.294178,-1.152262,1.569311,4.514267,-4.343172,-1.244194,-14.830515,1.974407,深沢 俊一,14,15.0,2023/4/8,15.0,2749.26474,2749.264744,2749.264746,Normal,4.0,3.0,1,Top,2,0,2,4,梅林,Left,村田,Right,2,,酒井捷,,Sinker,StrikeSwinging,Undefined,Undefined,Strikeout,0,0,,,,,,17.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,見三振,0:13:49,,https://youtu.be/MsAJIUXfTvI&t=829,1270,https://youtu.be/1GVh8sSKqQE&t=1270
15,16.0,2023/4/8,14:31.3,2023/4/8,14:31.3,1.0,1.0,"Takeru, Suzuki",1000091927,Left,TOK,"Koji, Naoi",1000101248,Left,MEJ,Undefined,1,Bottom,0,0.0,0.0,Cutter,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,114.82659,1.411633,2.424609,1726.312318,291.354624,3:45,1.701701,-0.659633,1.643156,-141.6377,1.4931,8.2522,0.689014,0.115919,105.12349,-8.759064,3.001931,0.540283,,,,,,,,,,,,-2.2936,1.2149,0.592914,15.24,1.7283,-1.370797,-31.520416,0.251675,-0.296084,5.581628,-9.64982,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,bab5b940-d5b2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,112.27449,,,9.70309,,,,16.796263,-31.794804,2.790814,1.704268,0.726053,-4.82491,0.659943,-1.356241,-0.148042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,15,16.0,2023/4/8,1.0,2875.394451,2875.394464,2875.394468,Normal,1.0,1.0,1,Bottom,0,0,0,1,直井,Left,鈴木健,Left,,,,,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,7.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,0:15:55,,https://youtu.be/MsAJIUXfTvI&t=955,1368,https://youtu.be/1GVh8sSKqQE&t=1368
16,17.0,2023/4/8,14:42.1,2023/4/8,14:42.1,1.0,2.0,"Takeru, Suzuki",1000091927,Left,TOK,"Koji, Naoi",1000101248,Left,MEJ,Undefined,1,Bottom,0,0.0,1.0,Cutter,Slider,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,116.98965,1.521069,1.882723,1754.191115,292.80898,3:45,1.685777,-0.651781,1.638332,-135.8736,0.9337,7.7242,0.762016,-0.036366,107.76798,-8.220318,2.423286,0.528213,130.74782,-13.912964,32.2669,,,,,3.353948,1.41741,29.441671,0.085627,-2.5856,0.5544,0.599687,15.24,1.715694,-1.090487,-32.156887,0.343365,-0.350054,5.418928,-9.731598,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,c12d2650-d5b2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,114.83999,0.749605,,9.22167,,,,16.80185,-32.419015,2.709464,1.687699,0.814107,-4.865799,0.652027,-1.073554,-0.175027,0.362046,0.749605,0.033077,,0.361032,29.882809,,,,,,,,0.749902,-8.754356,,,,,,,,0.032436,18.866974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,16,17.0,2023/4/8,2.0,2886.884131,2886.884137,2886.884139,Normal,1.0,2.0,1,Bottom,0,0,1,1,直井,Left,鈴木健,Left,,,,,Cutter,InPlay,GroundBall,Out,Undefined,1,0,"山口,梅林",4.0,,直井,,7.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,二ゴロ,0:16:06,,https://youtu.be/MsAJIUXfTvI&t=966,1378,https://youtu.be/1GVh8sSKqQE&t=1378
17,18.0,2023/4/8,15:13.2,2023/4/8,15:13.2,2.0,1.0,"Takeru, Suzuki",1000091927,Left,TOK,"Taiji, Iimori",1000126480,Left,MEJ,Undefined,1,Bottom,1,0.0,0.0,Cutter,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,117.82042,0.496645,2.124472,1857.149951,290.822813,3:45,1.678984,-0.63915,1.580611,-135.9978,0.6409,9.9699,0.461522,0.070026,108.20106,-9.212843,2.820121,0.527888,,,,,,,,,,,,-3.3956,1.2902,0.578054,15.24,1.680685,-1.245457,-32.35664,-0.25077,-0.462707,5.79225,-9.630845,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,d3b3e2f0-d5b2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,114.91084,,,9.61936,,,,16.859103,-32.645193,2.896125,1.681227,0.229011,-4.815422,0.639525,-1.222406,-0.231354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,17,18.0,2023/4/8,3.0,2918.714916,2918.714921,2918.714923,Normal,2.0,1.0,1,Bottom,1,0,0,2,飯森,Left,鈴木健,Left,,,,,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,18.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,0:16:37,,https://youtu.be/MsAJIUXfTvI&t=997,1395,https://youtu.be/1GVh8sSKqQE&t=1395
18,19.0,2023/4/8,15:24.6,2023/4/8,15:24.6,2.0,2.0,"Takeru, Suzuki",1000091927,Left,TOK,"Taiji, Iimori",1000126480,Left,MEJ,Undefined,1,Bottom,1,1.0,0.0,Cutter,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,117.05332,0.432973,2.602226,1805.910138,286.368492,3:30,1.699197,-0.680164,1.666324,-133.9656,3.2032,4.3881,0.48318,0.106529,107.40943,-9.186377,2.90983,0.528911,,,,,,,,,,,,-0.2606,2.632,0.609994,15.24,1.699858,-1.480066,-32.145699,-0.254795,-0.035017,5.771204,-9.453042,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,da82bed0-d5b2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,114.68858,,,9.64389,,,,16.773342,-32.419815,2.885602,1.701297,0.194198,-4.726521,0.680254,-1.478402,-0.017508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,18,19.0,2023/4/8,4.0,2929.291248,2929.291253,2929.291254,Normal,2.0,2.0,1,Bottom,1,1,0,2,飯森,Left,鈴木健,Left,,,,,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,7.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,0:16:49,,https://youtu.be/MsAJIUXfTvI&t=1009,1406,https://youtu.be/1GVh8sSKqQE&t=1406
19,20.0,2023/4/8,15:36.1,2023/4/8,15:36.1,2.0,3.0,"Takeru, Suzuki",1000091927,Left,TOK,"Taiji, Iimori",1000126480,Left,MEJ,Undefined,1,Bottom,1,1.0,1.0,Fastball,Changeup,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,132.7052,-0.989443,3.966612,1699.576082,160.973837,11:15,1.753414,-0.605154,1.811966,-55.6366,49.5768,-15.8585,0.916619,0.359475,120.52685,-5.147594,2.849363,0.463223,,,,,,,,,,,,11.0364,27.1654,0.509776,15.24,1.725588,-2.447509,-36.393013,-0.811246,1.900304,7.402422,-5.129168,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,e1451790-d5b2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,130.95203,,,12.17835,,,,16.626605,-36.673967,3.701211,1.752684,-0.616572,-2.564584,0.604039,-2.519634,0.950152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,19,20.0,2023/4/8,5.0,2940.631824,2940.631829,2940.63183,Normal,2.0,3.0,1,Bottom,1,1,1,2,飯森,Left,鈴木健,Left,,,,,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,,,11.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,0:17:00,,https://youtu.be/MsAJIUXfTvI&t=1020,1418,https://youtu.be/1GVh8sSKqQE&t=1418
20,21.0,2023/4/8,15:51.4,2023/4/8,15:51.4,2.0,4.0,"Takeru, Suzuki",1000091927,Left,TOK,"Taiji, Iimori",1000126480,Left,MEJ,Undefined,1,Bottom,1,1.0,2.0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,135.40454,-2.571786,4.295458,1786.99659,162.778195,11:30,1.773283,-0.571808,1.787059,-54.3456,47.1414,-13.5407,0.499085,0.511324,123.36365,-6.604008,3.34336,0.454946,,,,,,,,,,,,10.072,27.0158,0.466447,15.24,1.705768,-2.719918,-37.090881,-1.856946,1.80374,7.600982,-4.968514,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,ea6c6260-d5b2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,133.3345,,,12.04089,,,,16.651812,-37.379082,3.800491,1.772605,-1.668558,-2.484257,0.570872,-2.788309,0.90187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,20,21.0,2023/4/8,6.0,2955.925366,2955.925373,2955.925375,Normal,2.0,4.0,1,Bottom,1,1,2,2,飯森,Left,鈴木健,Left,,,,,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,14.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,0:17:16,,https://youtu.be/MsAJIUXfTvI&t=1036,1433,https://youtu.be/1GVh8sSKqQE&t=1433
21,22.0,2023/4/8,16:06.7,2023/4/8,16:06.7,2.0,5.0,"Takeru, Suzuki",1000091927,Left,TOK,"Taiji, Iimori",1000126480,Left,MEJ,Undefined,1,Bottom,1,2.0,2.0,Fastball,Changeup,FoulBall,Undefined,Undefined,,Undefined,0,0,,135.54584,-1.718957,3.20734,1872.687328,160.32937,11:15,1.757316,-0.538785,1.766993,-49.0892,51.7937,-17.3261,0.77819,0.198184,123.63782,-5.385448,1.988074,0.45359,125.13561,38.788458,-94.947057,4886.212142,,,,,12.411096,,,11.1575,28.6614,0.459624,15.24,1.710699,-2.001154,-37.208683,-1.283547,2.016012,7.474526,-4.627893,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,f3835980-d5b2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,133.73314,9.700398,,11.90802,,,,16.672321,-37.495305,3.737263,1.756516,-1.106083,-2.313947,0.537844,-2.078461,1.008006,0.103929,0.724362,-0.188551,52.292805,0.110115,-2.509234,-2.914409,,,,,,,0.727195,21.697345,-6.561285,,,,,,,-0.193045,-26.869123,3.964344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,21,22.0,2023/4/8,7.0,2971.300491,2971.300496,2971.300498,Normal,2.0,5.0,1,Bottom,1,2,2,2,飯森,Left,鈴木健,Left,,,,,Fastball,FoulBall,FlyBall,Undefined,Undefined,0,0,,,,,,4.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,0:17:31,,https://youtu.be/MsAJIUXfTvI&t=1051,1449,https://youtu.be/1GVh8sSKqQE&t=1449
22,23.0,2023/4/8,16:25.7,2023/4/8,16:25.7,2.0,6.0,"Takeru, Suzuki",1000091927,Left,TOK,"Taiji, Iimori",1000126480,Left,MEJ,Undefined,1,Bottom,1,2.0,2.0,Cutter,Curveball,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,,122.98017,0.396256,2.797617,1790.817444,212.724016,1:00,1.68141,-0.650427,1.749864,-111.1613,10.5399,4.4712,0.68239,0.188876,113.65058,-7.630166,3.112274,0.498198,134.57455,21.874686,-53.680916,4338.739804,17.146758,10.311693,-28.811724,73.904907,61.831896,-66.227535,3.202335,-0.416,6.1681,0.579123,15.24,1.683245,-1.672039,-33.818728,-0.177486,-0.062551,5.754187,-8.87912,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,feead050-d5b2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,121.75877,10.883353,,9.32959,,,,16.690162,-34.064576,2.877093,1.682724,0.201876,-4.43956,0.650504,-1.669366,-0.031276,0.126477,0.654869,-0.22618,126.430636,0.126498,20.546018,-6.528271,1.708001,-0.385841,0.061804,-0.004596,-0.00051,0.000109,0.654837,13.928658,-5.032098,0.201133,-0.015587,0.01704,-0.009626,0.002552,-0.000253,-0.226194,-27.950329,3.044835,-0.325743,-0.018843,0.028897,-0.010453,0.002031,-0.000174,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,22,23.0,2023/4/8,8.0,2990.42174,2990.421745,2990.421746,Normal,2.0,6.0,1,Bottom,1,2,2,2,飯森,Left,鈴木健,Left,,,,,Cutter,FoulBall,LineDrive,Undefined,Undefined,0,0,,,,,,7.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,0:17:50,,https://youtu.be/MsAJIUXfTvI&t=1070,1461,https://youtu.be/1GVh8sSKqQE&t=1461
23,24.0,2023/4/8,16:45.5,2023/4/8,16:45.5,2.0,7.0,"Takeru, Suzuki",1000091927,Left,TOK,"Taiji, Iimori",1000126480,Left,MEJ,Undefined,1,Bottom,1,2.0,2.0,Fastball,Changeup,InPlay,Undefined,GroundBall,GroundBall,Single,0,0,,134.4795,-2.568676,2.334062,1842.957675,153.875837,11:15,1.751982,-0.584306,1.791511,-48.6829,53.9766,-24.7167,0.536942,-0.1704,122.18459,-6.221408,0.589348,0.457566,137.15473,-7.211192,7.199473,,,,,4.837099,3.858682,8.399145,0.115405,14.4494,30.6497,0.528547,15.24,1.685323,-1.386864,-36.910441,-1.814543,2.554477,7.738803,-4.388171,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,0aadfbb0-d5b3-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,132.57092,0.530664,,12.29491,,,,16.647758,-37.204427,3.869401,1.751088,-1.647843,-2.194086,0.583075,-1.483905,1.277238,0.465742,0.530664,0.173878,171.35576,0.465731,37.500506,-0.617866,,,,,,,0.530648,-4.780605,1.58441,,,,,,,0.17388,4.73661,-1.04836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,23,24.0,2023/4/8,9.0,3013.214637,3013.214645,3013.214648,Normal,2.0,7.0,1,Bottom,1,2,2,2,飯森,Left,鈴木健,Left,,,,,Cutter,InPlay,GroundBall,Single,Undefined,0,0,別府,8.1,,飯森,,6.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,中安,0:18:10,,https://youtu.be/MsAJIUXfTvI&t=1090,1473,https://youtu.be/1GVh8sSKqQE&t=1473
24,,2023/4/8,0:17:20,2023/4/8,0:17:20,,,"Takeru, Suzuki",1000091927,Left,TOK,"Rui, Muneyama",1000101247,Left,MEJ,,1,Bottom,1,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,24,,2023/4/8,,3048.29837,3048.298377,3048.298378,Normal,,,1,Bottom,1,0,0,3,宗山,Left,鈴木健,Left,1,飯森,,,,,,,,0,0,"梅林,鈴木健",,PickOff,飯森,,,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,0:18:44,,https://youtu.be/MsAJIUXfTvI&t=1124,1493,https://youtu.be/1GVh8sSKqQE&t=1493
