PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ,unixtime
155,2025/4/26,17:13.8,1,1,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Shugo, Imaizumi",1000338382,Left,HOS_HOS,Undefined,5,Bottom,0,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,118.35332,0.181455,-3.332923,1243.123943,245.530958,2:15,1.52997,0.432741,1.901634,-103.1077,26.6719,49.4363,0.549995,-0.011,108.50793,-7.394204,0.179856,0.514467,,,,,,,,,,,,-27.9631,14.9906,-0.359801,15.24,1.528014,1.69625,-32.536868,-0.225687,-3.867004,5.667338,-7.733601,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,f3744e70-224c-11f0-86ea-81fc05af7883,117.90836,,,9.84538,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,17:13.8,2025-04-26T12:17:13.7737216+09:00,2025-04-26T03:17:13.7737216Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,c5be7c35-b16b-4433-af8f-70d229f1cf23,16.538103,-32.762194,2.833669,1.530875,0.081791,-3.8668,-0.430298,1.849997,-1.933502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,26.59454018,21.46540996,43.50541777,15.5040426,27.09953335,-20.37644285,42.76086187,-12.15023815,72.16872209,-44.11711346,98.13803042,1.904489209,83.20463327,42.13056131,1745637434
156,2025/4/26,17:22.8,1,2,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Shugo, Imaizumi",1000338382,Left,HOS_HOS,Undefined,5,Bottom,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,120.5351,0.24041,-3.290389,1407.89102,269.566837,3:00,1.509993,0.401599,1.922969,-120.8032,4.6726,60.0637,0.369574,0.077357,110.14682,-8.597055,0.988572,0.505865,,,,,,,,,,,,-33.7803,3.4892,-0.331371,15.24,1.508519,1.662899,-33.140846,-0.263784,-4.811428,6.272662,-9.309673,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,f8d3e2e0-224c-11f0-86ea-81fc05af7883,119.91344,,,10.38828,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,17:22.8,2025-04-26T12:17:22.8141056+09:00,2025-04-26T03:17:22.8141056Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,5d4c4a66-637b-489a-9aed-9ab088290b13,16.517378,-33.381744,3.136331,1.511784,0.093748,-4.654836,-0.398782,1.847679,-2.405714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,26.92262604,21.56581811,43.73853087,16.22942503,27.11076544,-20.32991164,43.28770433,-12.33854842,72.76554033,-44.00203302,99.14161193,3.055814132,83.9797386,41.97375349,1745637443
157,2025/4/26,17:34.5,1,3,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Shugo, Imaizumi",1000338382,Left,HOS_HOS,Undefined,5,Bottom,0,1,1,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,119.45726,0.973023,-2.869731,1484.545528,282.220159,3:30,1.48982,0.437794,1.917666,-135.6167,-6.4198,51.5486,0.407315,0.146588,108.08027,-8.95412,0.803329,0.513311,134.16335,5.036948,20.194007,2332.34328,,,,20.100086,19.437733,20.187954,0.56831,-29.2219,-2.7907,-0.376256,15.24,1.503997,1.435494,-32.817855,0.100528,-4.032963,6.775372,-10.191798,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,ffc69a70-224c-11f0-86ea-81fc05af7883,118.17397,0.81674,,11.37698,,,,0.492754,0.460926,-0.15284,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,17:34.5,2025-04-26T12:17:34.4725504+09:00,2025-04-26T03:17:34.4725504Z,GroundBall,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,f0c3f445-14ef-4abc-8f59-e55a2d4720f2,16.522297,-33.081531,3.387686,1.492367,0.497161,-5.095899,-0.435175,1.592444,-2.016481,333.786321,0.496428,34.754659,-4.291457,,,,,,,0.468459,3.093512,-6.915734,,,,,,,-0.153591,12.833092,-0.626459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,NoShift,26.48029422,21.36915826,43.68937301,16.46570106,27.01153366,-20.33995325,42.61419886,-12.83208248,72.59740399,-42.96524668,99.90103617,2.221191185,84.0076578,44.14431419,1745637454
158,2025/4/26,17:57.0,2,1,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Hamaoka",1000126365,Left,HOS_HOS,Undefined,5,Bottom,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,143.4753,-2.928143,-4.817899,2219.00489,213.504062,1:00,1.510216,0.426801,1.892295,-38.4247,51.0405,31.7208,0.298608,-0.614525,130.1809,-5.851489,-2.574946,0.427151,,,,,,,,,,,,-20.001,29.5257,-0.318211,15.24,1.440616,3.155,-39.288484,-2.131526,-4.011152,8.674745,-3.885346,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,0d26fb10-224d-11f0-86ea-81fc05af7883,142.01058,,,13.2944,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,17:57.0,2025-04-26T12:17:56.9722880+09:00,2025-04-26T03:17:56.9722880Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,aae2496a-a9b4-49ba-b235-28d4a3c48741,16.546914,-39.575993,4.337373,1.509128,-2.002753,-1.942673,-0.424981,3.287942,-2.005576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,26.60685185,21.4658294,43.63793078,14.40262954,24.5504672,-18.5573416,42.92210273,-13.60783721,72.65390527,-42.68474035,98.98702444,-0.991004683,84.01451349,42.20425602,1745637477
159,2025/4/26,18:06.6,2,2,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Hamaoka",1000126365,Left,HOS_HOS,Undefined,5,Bottom,1,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,144.27711,-2.488624,-4.334404,2204.132601,238.673729,2:00,1.486875,0.4476,1.930798,-56.7391,31.2863,46.3245,0.218634,-0.307886,130.87036,-6.715248,-1.042873,0.4237,,,,,,,,,,,,-27.5935,19.133,-0.353819,15.24,1.428244,2.778053,-39.56442,-1.926449,-5.594079,9.039772,-5.927795,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,12d80ae0-224d-11f0-86ea-81fc05af7883,143.16726,,,13.40675,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,18:06.6,2025-04-26T12:18:06.5945088+09:00,2025-04-26T03:18:06.5945088Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,e7252ecc-2d35-48ab-9d07-cbada6b40cc5,16.509038,-39.853318,4.519886,1.486783,-1.737006,-2.963898,-0.445458,2.956832,-2.797039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,26.7195288,21.35752416,43.7612297,13.47180548,24.24760197,-18.36102944,42.66367164,-14.14724581,70.12690248,-43.69116438,97.32133956,-3.55984608,83.26658313,42.43309786,1745637487
160,2025/4/26,18:23.0,2,3,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Hamaoka",1000126365,Left,HOS_HOS,Undefined,5,Bottom,1,2,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,144.28957,-1.568501,-4.939107,2315.568657,227.400548,1:30,1.465395,0.466778,1.898437,-47.8746,40.1089,40.4041,0.543825,-0.521529,131.19942,-5.159336,-2.080572,0.4236,,,,,,,,,,,,-24.4872,22.7966,-0.356405,15.24,1.426676,3.219188,-39.558713,-1.250389,-4.993817,8.560391,-5.157601,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,1c8c0550-224d-11f0-86ea-81fc05af7883,143.20128,,,13.09016,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,18:22.9,2025-04-26T12:18:22.9533184+09:00,2025-04-26T03:18:22.9533184Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,b37c4984-79a9-43b1-b47a-5492cb3da68b,16.541064,-39.839264,4.280196,1.464886,-1.081358,-2.5788,-0.46459,3.382852,-2.496908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,27.10884839,21.59220289,43.92694909,13.1593533,24.23821439,-18.40295504,42.85816872,-13.00430896,70.02596629,-43.93408088,96.42227495,-4.208574091,84.8585532,42.14164315,1745637503
161,2025/4/26,18:37.8,2,4,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Hamaoka",1000126365,Left,HOS_HOS,Undefined,5,Bottom,1,3,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,142.20196,-0.47756,-2.628205,2266.707244,227.866433,1:30,1.495124,0.444241,1.909183,-52.4766,37.9242,38.4917,0.836011,0.09007,128.79493,-4.418274,0.108117,0.429379,,,,,,,,,,,,-21.88,20.9408,-0.386976,15.24,1.481237,1.605202,-39.082029,-0.504663,-4.331518,8.764349,-5.661061,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,257d7310-224d-11f0-86ea-81fc05af7883,141.2738,,,13.40703,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,18:37.8,2025-04-26T12:18:37.8256384+09:00,2025-04-26T03:18:37.8256384Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,afee6215-4707-4c94-892e-5220eb54eecc,16.529919,-39.370237,4.382175,1.494772,-0.318504,-2.830531,-0.442104,1.74764,-2.165759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,26.83337227,21.49653528,44.26487721,12.27154289,26.08653226,-20.17589528,42.89603223,-13.73522013,72.95938564,-46.09030634,97.62455682,-5.156439251,85.29788071,41.54685582,1745637518
162,2025/4/26,18:48.3,2,5,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Hamaoka",1000126365,Left,HOS_HOS,Undefined,5,Bottom,1,3,1,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,129.34996,1.064635,-3.864957,1263.295374,278.7965,3:15,1.492165,0.455869,1.91273,-108.0743,-0.789,24.2232,0.711253,-0.389427,119.90406,-6.795085,-2.145464,0.467762,,,,,,,,,,,,-14.9952,-0.1415,-0.370129,15.24,1.509877,2.300722,-35.585472,0.269884,-2.51338,5.948132,-9.83037,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,2bbf9f50-224d-11f0-86ea-81fc05af7883,129.68137,,,9.4459,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,18:48.3,2025-04-26T12:18:48.2973696+09:00,2025-04-26T03:18:48.2973696Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,d70b76ec-f151-45a2-b7a2-cae9b5e6323e,16.527775,-35.800078,2.974066,1.493742,0.624558,-4.915185,-0.454774,2.391403,-1.25669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,27.1276839,21.54966015,43.31687225,14.01063239,26.29080411,-20.11055422,42.4692749,-13.6515705,73.11416805,-45.28927631,97.03835267,-5.652656539,86.01122559,42.0778955,1745637528
163,2025/4/26,18:59.7,2,6,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Hamaoka",1000126365,Left,HOS_HOS,Undefined,5,Bottom,1,3,2,ChangeUp,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,130.30594,-0.739267,-2.535946,1222.612483,267.840693,3:00,1.454091,0.481422,1.856432,-102.3843,4.1146,28.6875,0.221606,0.052852,120.8806,-8.158341,-0.499598,0.466044,,,,,,,,,,,,-16.5588,3.4398,-0.423677,15.24,1.430136,1.465049,-35.880841,-0.845214,-2.812227,6.264849,-9.222457,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,3288aed0-224d-11f0-86ea-81fc05af7883,130.15932,,,9.42534,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,18:59.6,2025-04-26T12:18:59.6574720+09:00,2025-04-26T03:18:59.6574720Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,bcddbacf-018a-4a5a-a6aa-ddc15d275ea5,16.584142,-36.114768,3.132424,1.455267,-0.500852,-4.611229,-0.480341,1.570057,-1.406113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,27.11342773,21.62875452,43.37757832,14.50693044,26.160337,-20.09244507,42.91951383,-13.21237066,71.92202238,-43.86850867,96.75406034,-5.524788313,86.21148527,41.94520209,1745637540
164,2025/4/26,19:29.9,3,1,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,Undefined,5,Bottom,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,143.75184,-0.539782,-3.698389,2340.582077,220.153066,1:15,1.49033,0.443676,1.901755,-41.908,45.9852,36.4471,0.919171,-0.233089,131.1965,-3.70602,-1.113496,0.423382,,,,,,,,,,,,-21.3667,25.0137,-0.36163,15.24,1.47548,2.373542,-39.501565,-0.506239,-4.365402,8.172052,-4.696142,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,44907770-224d-11f0-86ea-81fc05af7883,143.27487,,,12.55534,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,19:29.9,2025-04-26T12:19:29.9480064+09:00,2025-04-26T03:19:29.9480064Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,67ad56df-3519-4ed3-8935-78d677a0c547,16.537688,-39.769123,4.086026,1.489538,-0.352484,-2.348071,-0.441681,2.516468,-2.182701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,18.99969742,18.0311092,39.56665248,8.542467459,24.53831954,-19.27646341,42.49136876,-7.921890782,75.92431108,-43.14597927,98.56611679,0.287903262,79.49246788,44.36716941,1745637570
165,2025/4/26,19:43.7,3,2,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,Undefined,5,Bottom,1,0,1,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,142.45711,-1.451655,-4.067569,2212.333189,231.596373,1:45,1.515801,0.46841,1.915995,-53.6107,36.2725,41.9629,0.570811,-0.256456,129.6276,-5.457286,-1.088969,0.428148,138.96489,46.824691,40.490804,5370.14826,21.530722,29.656527,25.701246,78.249441,67.61224,58.48553,5.32387,-24.901,20.8258,-0.379349,15.24,1.479999,2.582896,-39.113241,-1.179548,-4.958691,8.456439,-5.65948,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,4cb80580-224d-11f0-86ea-81fc05af7883,141.67999,32.588053,,12.82951,,,,0.35706,0.601233,0.265446,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,19:43.6,2025-04-26T12:19:43.6546048+09:00,2025-04-26T03:19:43.6546048Z,FlyBall,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,eb49808e-4f0d-4b5d-9d3c-0b3a28f172a5,16.523861,-39.389839,4.228219,1.515553,-0.994435,-2.82974,-0.466484,2.745088,-2.479345,212.283997,0.365856,19.908948,-6.201334,0.929222,0.423805,-0.299813,0.077114,-0.009238,0.000427,0.598589,28.190741,-7.480473,0.723296,-0.059105,-0.035361,0.017484,-0.002978,0.000176,0.264775,17.158599,-1.352032,0.002278,0.094359,-0.04568,0.011977,-0.001615,8.60E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,NoShift,19.01218152,17.9859699,38.75738798,8.75988203,24.79085155,-19.16294994,42.05695202,-8.603968496,74.76631604,-42.46189658,99.22406369,0.148566627,80.28994391,44.51141807,1745637584
166,2025/4/26,20:07.6,3,3,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,Undefined,5,Bottom,1,0,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,130.52584,-0.580358,-3.349115,1169.635599,298.220514,4:00,1.481347,0.472141,1.799973,-122.9186,-15.0364,34.2025,0.087678,-0.134456,120.39397,-9.425944,-0.92932,0.469061,,,,,,,,,,,,-20.1189,-6.5883,-0.392547,15.24,1.458518,1.948969,-35.892269,-0.846,-3.388204,6.848914,-10.916186,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,5afc3670-224d-11f0-86ea-81fc05af7883,129.32212,,,10.13187,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,20:07.6,2025-04-26T12:20:07.5926528+09:00,2025-04-26T03:20:07.5926528Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,a04012e5-71a0-4efe-9ea5-4d98b858d676,16.640922,-36.158602,3.424457,1.483162,-0.421502,-5.458093,-0.470898,2.080726,-1.694102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,19.02786983,18.03609216,39.23936696,7.332466683,24.80644984,-19.34047006,41.64698463,-9.089424019,78.56093695,-42.72113153,96.47803917,5.449904524,73.49350205,45.01232102,1745637608
167,2025/4/26,20:23.4,3,4,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,Undefined,5,Bottom,1,1,2,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,133.15561,0.33752,-3.115591,1962.175902,252.560343,2:30,1.463426,0.490527,1.854786,-90.5825,12.2397,28.857,0.652912,-0.10026,122.15162,-6.279453,-1.071671,0.457929,123.75385,-10.733355,55.290087,,,,,3.367041,3.264033,55.104658,0.095851,-17.0686,7.0326,-0.41901,15.24,1.465617,1.86168,-36.616023,-0.125075,-2.997823,6.990077,-8.571496,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,64754ac0-224d-11f0-86ea-81fc05af7883,132.46592,0.615005,,11.00399,,,,0.078742,0.615005,0.094539,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,20:23.4,2025-04-26T12:20:23.4411520+09:00,2025-04-26T03:20:23.4411520Z,GroundBall,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,7da30146-d869-4bca-87cc-7c6ba8aaf5c9,16.585156,-36.871922,3.495039,1.464452,0.188718,-4.285748,-0.489173,1.971427,-1.498911,180,0.078089,19.274337,,,,,,,,0.615223,-6.416239,,,,,,,,0.093597,27.825389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,NoShift,18.99122898,18.00605301,39.53696504,7.341767669,25.07889888,-19.59508554,40.63296654,-9.068652656,78.05207648,-42.44766014,96.55235961,4.707695964,74.18210168,44.82201645,1745637623
168,2025/4/26,20:43.0,3,5,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,Undefined,5,Bottom,1,1,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,140.94187,-2.047853,-4.902319,2229.609625,222.463551,1:30,1.510694,0.49969,1.888941,-37.6168,55.1631,47.4706,0.555959,-0.408346,127.46567,-4.935268,-1.545591,0.434993,,,,,,,,,,,,-28.2457,31.0333,-0.3898,15.24,1.461242,3.080977,-38.615566,-1.491271,-5.461974,8.517092,-3.805618,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,70222f00-224d-11f0-86ea-81fc05af7883,139.45067,,,13.4762,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,20:43.0,2025-04-26T12:20:43.0465024+09:00,2025-04-26T03:20:43.0465024Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,039f1c33-1efc-4d19-affe-ad64c8d2f135,16.550464,-38.903529,4.258546,1.509487,-1.362603,-1.902809,-0.49709,3.265647,-2.730987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,18.98150067,17.90794222,38.08095416,8.306873594,25.1895325,-19.73433745,40.69718819,-7.884972318,77.79311381,-41.9126921,96.08923684,4.634554726,71.39211673,44.34379565,1745637643
169,2025/4/26,21:10.4,4,1,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Naito, Nakamura",1000338387,Right,HOS_HOS,Undefined,5,Bottom,2,0,0,ChangeUp,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,117.31072,1.022453,-3.166475,1317.986416,256.83995,2:30,1.508002,0.407866,1.909116,-114.8347,17.2732,55.6333,0.647452,0.073455,107.41374,-7.402041,0.789458,0.519062,140.25168,40.116213,-29.231955,4218.615342,28.768318,25.93514,-17.219267,93.857641,93.612756,-33.59773,5.544397,-31.3831,9.4001,-0.339605,15.24,1.524353,1.569126,-32.25957,0.210726,-4.257272,5.679847,-8.531482,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,8071e760-224d-11f0-86ea-81fc05af7883,116.86472,32.509885,,9.89698,,,,0.695335,0.694344,-0.066861,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,21:10.4,2025-04-26T12:21:10.3730176+09:00,2025-04-26T03:21:10.3730176Z,FlyBall,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,a365c781-5d75-4e52-9cdf-eb6dc10ab0b5,16.531229,-32.486118,2.839923,1.509161,0.551014,-4.265741,-0.405578,1.738933,-2.128636,168.263914,0.696722,25.97204,-6.080332,1.521561,-0.232017,0.007532,0.004248,-0.000704,3.50E-05,0.692862,25.127569,-5.457769,0.232671,-0.02041,-0.000527,0.001691,-0.000371,2.30E-05,-0.067545,-14.536278,2.267553,-0.447039,0.034653,0.010279,-0.003513,0.000411,-1.70E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,NoShift,19.09555058,17.93876418,41.16639077,7.735154431,27.08829964,-21.83972241,42.68301825,-9.559341639,78.40811824,-40.70531766,94.93237857,4.579455669,75.68646539,44.01382026,1745637670
