PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,Catcher Pos,season
147,2021/4/10,47:12.7,2021/4/10,47:12.7,1,3,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,6,Bottom,0,1,1,Curveball,Curveball,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,115.93649,2.687758,0.005113,2363.813427,31.632563,7:00,1.668359,0.374101,1.591178,-190.7863,-47.5314,-32.5211,0.531288,0.050355,105.03105,-10.907375,-2.27104,0.540517,116.98366,-30.316037,-25.829944,,,,,1.959875,,-19.651755,0.036692,16.279,-24.752,-0.371154,15.24,1.726657,0.142611,-31.813999,0.737603,2.1033,6.553162,-13.004682,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,94583610-99c8-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,112.22586,0.598595,,10.90544,,,,16.849975,-32.143916,3.276581,1.673041,1.392322,-6.502341,-0.375668,0.036721,1.05165,0.919274,0.60185,-0.210651,,0.919274,25.249219,,,,,,,,0.60185,-16.40271,,,,,,,,-0.210651,-12.222233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
148,2021/4/10,47:46.3,2021/4/10,47:46.3,2,1,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Tomoya, Koike",1000073746,Right,HOS_HOS,Undefined,6,Bottom,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,143.55327,-1.900494,-3.531022,2211.779714,213.697132,1:00,1.635351,0.405544,1.686642,-38.7012,52.9034,33.1023,0.705655,-0.270706,129.71363,-4.826114,-1.213649,0.432228,,,,,,,,,,,,-19.307,29.0334,-0.314674,15.24,1.581974,2.246882,-39.34037,-1.438508,-3.871475,8.90764,-3.984832,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,a8625e60-99c8-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,140.34246,,,13.83964,,,,16.752159,-39.681283,4.45382,1.63411,-1.286001,-1.992416,-0.403502,2.395051,-1.935737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
149,2021/4/10,47:57.4,2021/4/10,47:57.3,2,2,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Tomoya, Koike",1000073746,Right,HOS_HOS,Undefined,6,Bottom,1,0,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,LineDrive,Double,0,0,,141.98826,-2.240908,-3.246773,2176.237492,218.857354,1:15,1.629548,0.431912,1.753625,-44.1593,47.8871,36.1383,0.550787,-0.128911,129.53638,-5.539979,-0.704406,0.433269,166.19014,12.657303,5.095122,1563.017117,33.160955,6.42135,4.946136,91.468199,,13.571206,2.830415,-20.7528,26.9094,-0.352438,15.24,1.569596,2.027033,-38.973529,-1.683952,-4.117251,8.139556,-4.467954,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,aef71770-99c8-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,140.00529,7.46831,,12.45187,,,,16.6861,-39.274384,4.069778,1.628786,-1.518808,-2.233977,-0.430174,2.179215,-2.058625,0.135606,0.503582,0.133134,227.732225,0.135621,44.862975,-7.74998,1.633165,-0.281729,0.029157,0.000648,-0.000677,7e-05,0.503557,10.117434,-3.578242,-0.102742,-0.008292,0.043563,-0.019589,0.004072,-0.000335,0.133108,4.00228,2.693304,-0.87871,0.155449,0.010507,-0.013999,0.003318,-0.000283,,,,,,,,,,,,,,,,,,,,,,,,,21S
150,2021/4/10,49:09.4,2021/4/10,49:09.4,3,1,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Katsuki, Gotoh",1000073837,Right,HOS_HOS,Undefined,6,Bottom,1,0,0,Cutter,Slider,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,2,134.09017,-0.205492,-1.985993,2101.842944,164.055444,11:30,1.626976,0.488193,1.8111,-74.4118,27.3534,-6.9279,0.824724,-0.142811,123.12478,-5.658881,-2.475585,0.455569,133.09416,37.611455,-5.604852,4067.129809,33.380099,23.326137,-3.144422,84.957355,,-4.994567,5.136131,2.2039,15.111,-0.439478,15.24,1.616936,1.311159,-36.893044,-0.409386,0.393119,7.06964,-7.111279,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,d9e514f0-99c8-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,133.15211,27.516874,,10.96539,,,,16.628809,-37.158222,3.53482,1.627289,-0.142646,-3.555639,-0.488382,1.296413,0.19656,0.632401,0.780225,0.142881,178.52223,0.63361,29.121935,-6.430787,1.57488,-0.245396,0.013102,0.002669,-0.000476,2.2e-05,0.779545,22.575063,-5.066248,0.074161,0.059327,-0.030335,0.008539,-0.001217,6.6e-05,0.142729,-2.857459,0.502895,-0.054273,-0.009583,0.005954,-0.001163,0.0001,-3e-06,,,,,,,,,,,,,,,,,,,,,,,,,21S
151,2021/4/10,50:00.0,2021/4/10,50:00.0,4,1,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Kakeru, Morohashi",1000073749,Left,HOS_HOS,Undefined,6,Bottom,2,0,0,Splitter,Changeup,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,2,128.20027,-0.312073,-1.541196,1432.85356,218.533245,1:15,1.624328,0.418056,1.793487,-75.3976,36.5242,26.2326,0.781991,0.24406,117.26574,-5.861801,0.312276,0.477762,,,,,,,,,,,,-14.4445,20.0094,-0.381923,15.24,1.611458,0.827715,-35.255305,-0.457675,-2.346246,6.628038,-6.556495,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,f80de060-99c8-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,126.96689,,,10.93454,,,,16.645635,-35.518583,3.314019,1.624466,-0.197239,-3.278247,-0.416652,0.920912,-1.173123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
152,2021/4/10,50:21.3,2021/4/10,50:21.3,4,2,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Kakeru, Morohashi",1000073749,Left,HOS_HOS,Undefined,6,Bottom,2,0,1,Splitter,Changeup,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,2,128.46394,-0.825561,-1.428055,1549.321145,217.738279,1:15,1.631716,0.451148,1.771198,-71.5931,40.2243,28.3391,0.68171,0.329707,117.5161,-6.096297,0.571893,0.47754,,,,,,,,,,,,-15.4378,22.2137,-0.417483,15.24,1.606009,0.7495,-35.323167,-0.761298,-2.516171,6.67987,-6.186084,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,04be2ae0-99c9-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,127.02614,,,10.94784,,,,16.668037,-35.592194,3.339935,1.631653,-0.512157,-3.093042,-0.44971,0.850837,-1.258085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
153,2021/4/10,50:44.1,2021/4/10,50:44.1,4,3,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Kakeru, Morohashi",1000073749,Left,HOS_HOS,Undefined,6,Bottom,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,2,143.57886,-1.869025,-0.810775,2207.461326,207.877626,1:00,1.58999,0.484448,1.663823,-38.4623,52.7032,26.243,0.671891,0.515548,130.42284,-4.760976,1.028667,0.431191,,,,,,,,,,,,-13.753,28.7969,-0.464867,15.24,1.536738,0.415192,-39.430759,-1.421194,-2.781112,8.656042,-3.983362,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,125dde70-99c9-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,140.68003,,,13.15602,,,,16.775201,-39.766346,4.328021,1.588842,-1.266762,-1.991681,-0.483054,0.523013,-1.390556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
154,2021/4/10,51:07.0,2021/4/10,51:07.0,4,4,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Kakeru, Morohashi",1000073749,Left,HOS_HOS,Undefined,6,Bottom,2,1,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,LineDrive,Out,1,0,2,142.86296,-2.42085,-1.715839,2101.192647,219.0083,1:15,1.594207,0.47432,1.711869,-45.5995,46.1734,34.8342,0.448853,0.334424,129.73135,-5.819373,0.732913,0.432625,140.23205,9.473769,-35.532404,3186.4773,,,,37.606894,,-41.395766,1.106855,-18.9739,26.1801,-0.432445,15.24,1.527749,0.992578,-39.219064,-1.826655,-3.787819,8.722177,-4.580235,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,1ff52d90-99c9-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,140.21374,1.861634,,13.13161,,,,16.727574,-39.548511,4.361088,1.593477,-1.653654,-2.290117,-0.472637,1.135649,-1.893909,0.264437,0.244317,-0.263712,84.373488,0.313162,30.661296,-4.965176,,,,,,,0.278755,5.984302,-5.659448,,,,,,,-0.240777,-22.621247,0.319876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
155,2021/4/10,53:24.3,2021/4/10,53:24.3,1,1,"Ginji, Miura",1000073786,Right,HOS_HOS,"Noriyuki, Hashimoto",1000073442,Left,KEI_KEI,Undefined,7,Top,0,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,122.08712,2.066909,1.112353,2423.356273,41.385952,7:30,1.615057,0.384166,1.777326,-160.7342,-34.5643,-34.579,0.593675,0.353566,110.23917,-9.54879,-1.334093,0.507262,,,,,,,,,,,,18.3708,-17.5481,-0.409527,15.24,1.655576,-0.492164,-33.527193,0.580604,2.63785,7.241737,-12.326374,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,71d67b50-99c9-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,119.5831,,,11.84795,,,,16.662716,-33.833098,3.620868,1.620052,1.101294,-6.163187,-0.386384,-0.603592,1.318925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
156,2021/4/10,53:39.5,2021/4/10,53:39.5,1,2,"Ginji, Miura",1000073786,Right,HOS_HOS,"Noriyuki, Hashimoto",1000073442,Left,KEI_KEI,Undefined,7,Top,0,0,1,Slider,Curveball,FoulBall,Undefined,Undefined,Popup,Undefined,0,0,,125.4179,1.036792,0.543942,2358.230517,68.467254,8:15,1.623289,0.388318,1.766021,-131.4501,-12.9833,-43.1662,0.602781,0.110878,114.20007,-8.469232,-2.506472,0.491533,103.18846,51.269116,-103.843664,6235.058663,-16.069585,16.455613,-29.425993,51.574111,,-128.995518,3.569147,22.4897,-6.3068,-0.3988,15.24,1.639852,-0.133234,-34.487663,0.115886,3.451843,7.078725,-10.774647,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,7ade3030-99c9-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,123.40975,17.864302,,11.21783,,,,16.674276,-34.780808,3.539362,1.625813,0.562087,-5.387323,-0.390323,-0.276182,1.725921,0.461021,0.524074,-0.065189,36.274368,0.461128,-4.29381,-1.874236,0.253146,-0.057567,0.020892,-0.009588,0.002353,-0.00021,0.524199,22.354132,-8.364006,0.851344,-0.032454,-0.062427,0.027308,-0.004922,0.000335,-0.065323,-17.410235,2.129645,-0.268741,0.115681,-0.058305,0.023219,-0.004938,0.000404,,,,,,,,,,,,,,,,,,,,,,,,,21S
157,2021/4/10,54:04.9,2021/4/10,54:04.9,1,3,"Ginji, Miura",1000073786,Right,HOS_HOS,"Noriyuki, Hashimoto",1000073442,Left,KEI_KEI,Undefined,7,Top,0,0,2,Splitter,Changeup,BallinDirt,Undefined,Undefined,,Undefined,0,0,,126.25691,-2.346567,-2.31606,1378.688336,258.002867,2:30,1.634558,0.311252,1.820165,-100.4627,16.4173,57.2103,-0.034056,0.228544,114.77011,-9.659543,1.741772,0.48823,,,,,,,,,,,,-31.6143,11.5178,-0.259298,15.24,1.571191,1.15425,-34.661681,-1.781507,-4.880872,7.39523,-8.028434,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,8a0b3a80-99c9-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,124.24464,,,11.4868,,,,16.619958,-34.954862,3.697615,1.635508,-1.463223,-4.014217,-0.308893,1.347749,-2.440436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
158,2021/4/10,54:39.1,2021/4/10,54:39.1,1,4,"Ginji, Miura",1000073786,Right,HOS_HOS,"Noriyuki, Hashimoto",1000073442,Left,KEI_KEI,Undefined,7,Top,0,1,2,Splitter,Changeup,InPlay,Undefined,FlyBall,LineDrive,Out,1,0,,126.40006,-1.755631,-1.736169,1436.078308,234.626631,1:45,1.657776,0.289718,1.827126,-81.497,33.9789,42.2865,0.346543,0.222051,115.30911,-7.744271,1.260452,0.485289,125.00411,27.669851,-20.505204,3148.531344,30.365823,12.861408,-14.214156,81.216458,,-30.999989,3.638861,-23.2099,19.9777,-0.250887,15.24,1.610248,0.869338,-34.740104,-1.345076,-3.63183,6.904581,-6.680582,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,9e5d1a30-99c9-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,124.99767,13.929386,,11.09095,,,,16.612656,-35.011856,3.45229,1.658014,-1.08214,-3.340291,-0.287916,1.012281,-1.815915,0.864647,0.3591,-0.191738,135.294116,0.86452,28.808659,-5.308457,1.338874,-0.349726,0.105167,-0.029113,0.005069,-0.000368,0.359338,16.116532,-5.041635,0.055617,0.147114,-0.093899,0.031557,-0.005281,0.000343,-0.191735,-10.772011,-0.76497,0.374503,-0.114304,0.026431,-0.004846,0.000616,-3.7e-05,,,,,,,,,,,,,,,,,,,,,,,,,21S
159,2021/4/10,55:22.1,2021/4/10,55:22.1,2,1,"Ginji, Miura",1000073786,Right,HOS_HOS,"Tomoya, Masaki",1000073443,Right,KEI_KEI,Undefined,7,Top,1,0,0,Curveball,Curveball,BallinDirt,Undefined,Undefined,,Undefined,0,0,,107.43699,1.590212,-1.557153,2664.627755,14.587557,6:30,1.630024,0.273194,1.8549,-226.7173,-63.7564,-18.2367,-0.188482,-0.348345,97.78534,-14.718987,-2.859807,0.576496,,,,,,,,,,,,7.9636,-33.2733,-0.235394,15.24,1.653099,0.869638,-29.531157,0.088263,0.874511,6.213722,-13.460534,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,b80873d0-99c9-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,105.22189,,,9.65165,,,,16.586943,-29.813223,3.106861,1.635224,0.699292,-6.730267,-0.273969,0.82994,0.437256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
160,2021/4/10,55:43.6,2021/4/10,55:43.5,2,2,"Ginji, Miura",1000073786,Right,HOS_HOS,"Tomoya, Masaki",1000073443,Right,KEI_KEI,Undefined,7,Top,1,1,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,124.36764,1.813925,0.538433,2424.659615,67.47211,8:15,1.612594,0.383506,1.794485,-128.8043,-9.0581,-31.4768,0.838123,0.22113,113.29492,-7.533036,-1.687919,0.49418,,,,,,,,,,,,16.4338,-4.715,-0.394608,15.24,1.648406,-0.179975,-34.193958,0.5941,2.489666,6.726815,-10.520961,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,c4d742d0-99c9-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,122.74873,,,11.07272,,,,16.6454,-34.469327,3.363407,1.615271,1.024786,-5.260481,-0.385155,-0.281892,1.244833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
161,2021/4/10,56:00.1,2021/4/10,56:00.1,2,3,"Ginji, Miura",1000073786,Right,HOS_HOS,"Tomoya, Masaki",1000073443,Right,KEI_KEI,Undefined,7,Top,1,1,1,Cutter,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,129.06837,0.147789,-1.651991,2417.895981,35.926955,7:15,1.636589,0.358336,1.712074,-117.8227,-6.6513,-7.2478,0.500419,-0.184196,119.05337,-8.314239,-2.162136,0.476158,,,,,,,,,,,,2.5304,-2.434,-0.314792,15.24,1.631311,1.058135,-35.510569,-0.388178,0.41809,6.560313,-10.208812,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,ceb00350-99c9-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,127.39467,,,10.015,,,,16.728115,-35.784431,3.280157,1.63862,0.037992,-5.104406,-0.358599,1.040682,0.209045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
162,2021/4/10,56:21.0,2021/4/10,56:21.0,2,4,"Ginji, Miura",1000073786,Right,HOS_HOS,"Tomoya, Masaki",1000073443,Right,KEI_KEI,Undefined,7,Top,1,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,145.59465,-0.6279,-2.234491,2373.950968,202.288935,12:45,1.649583,0.312725,1.83363,-27.2485,60.3209,23.4257,1.199677,-0.084217,130.86132,-2.776731,-0.57726,0.422601,,,,,,,,,,,,-13.6885,32.2056,-0.260731,15.24,1.632675,1.434758,-39.970507,-0.49669,-2.818771,9.600351,-3.174783,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,db214900-99c9-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,143.5396,,,14.73333,,,,16.604632,-40.296939,4.800175,1.647728,-0.388741,-1.587392,-0.311145,1.530602,-1.409386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
163,2021/4/10,56:39.1,2021/4/10,56:39.1,2,5,"Ginji, Miura",1000073786,Right,HOS_HOS,"Tomoya, Masaki",1000073443,Right,KEI_KEI,Undefined,7,Top,1,3,1,Splitter,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,127.42825,-1.427023,-2.145311,1430.063741,216.180493,1:15,1.638725,0.309901,1.825766,-66.5759,46.3923,31.2413,0.569502,0.016036,116.60163,-6.358627,0.065778,0.479991,,,,,,,,,,,,-17.5609,25.9701,-0.260376,15.24,1.600007,1.172835,-35.029517,-1.092514,-2.814829,6.569199,-5.643915,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,e5e79dd0-99c9-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,126.37749,,,10.82662,,,,16.613589,-35.286171,3.284599,1.638383,-0.872011,-2.821958,-0.308346,1.282808,-1.407414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
164,2021/4/10,56:56.2,2021/4/10,56:56.2,2,6,"Ginji, Miura",1000073786,Right,HOS_HOS,"Tomoya, Masaki",1000073443,Right,KEI_KEI,Undefined,7,Top,1,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,,146.38046,-0.3049,-2.230868,2332.442521,208.282363,1:00,1.653807,0.365655,1.83112,-33.0395,53.4091,27.0896,1.237248,0.006278,131.87611,-2.855804,-0.314545,0.419888,,,,,,,,,,,,-15.515,28.4133,-0.313888,15.24,1.644258,1.421358,-40.199026,-0.306009,-3.239177,9.524654,-3.874611,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,f01b9db0-99c9-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,144.46706,,,14.50435,,,,16.607333,-40.521703,4.762327,1.652402,-0.174745,-1.937306,-0.363899,1.531096,-1.619588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
165,2021/4/10,57:32.5,2021/4/10,57:32.4,3,1,"Ginji, Miura",1000073786,Right,HOS_HOS,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,Undefined,7,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,1,141.22102,-2.063486,-1.912517,2192.772342,206.388392,1:00,1.628503,0.400572,1.836178,-34.6791,59.5228,27.6463,0.698628,0.136945,125.73395,-4.770595,0.044575,0.438313,,,,,,,,,,,,-15.7687,33.3571,-0.356636,15.24,1.576974,1.149491,-38.709813,-1.481869,-3.008065,9.898069,-3.443394,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,05bcb9b0-99ca-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,138.39427,,,15.48708,,,,16.601676,-39.056441,4.949034,1.626757,-1.361282,-1.721697,-0.398736,1.254832,-1.504033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
166,2021/4/10,57:50.5,2021/4/10,57:50.5,3,2,"Ginji, Miura",1000073786,Right,HOS_HOS,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,Undefined,7,Top,1,0,1,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,1,128.24874,-0.649393,-1.656136,2200.851104,61.481344,8:00,1.598583,0.424605,1.789646,-109.5258,2.2229,-2.2699,0.319395,-0.067085,118.15709,-8.564263,-1.816714,0.477393,,,,,,,,,,,,-0.0093,2.5908,-0.383604,15.24,1.57491,1.030377,-35.286797,-0.819034,-0.001516,6.623201,-9.384946,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,108160d0-99ca-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,127.0652,,,10.09165,,,,16.650458,-35.550549,3.3116,1.600084,-0.445303,-4.692473,-0.424637,1.030437,-0.000758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
