PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire
117,2020/11/1,,2020/11/1,,2,3,"Ryuto, Ochiai",1000073769,Left,HOS_HOS,"Yu, Katayama",1000074037,Right,RIK,,4,Top,1,1,1,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
118,2020/11/1,,2020/11/1,,2,4,"Ryuto, Ochiai",1000073769,Left,HOS_HOS,"Yu, Katayama",1000074037,Right,RIK,,4,Top,1,1,2,,,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
119,2020/11/1,,2020/11/1,,3,1,"Ryuto, Ochiai",1000073769,Left,HOS_HOS,"Shintarou, Miya",1000074185,Right,RIK,,4,Top,2,0,0,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
120,2020/11/1,,2020/11/1,,3,2,"Ryuto, Ochiai",1000073769,Left,HOS_HOS,"Shintarou, Miya",1000074185,Right,RIK,,4,Top,2,1,0,,,InPlay,Undefined,GroundBal,,Out,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
121,2020/11/1,,2020/11/1,,1,1,"Miya, Kaito",1000076330,Left,RIK,"Yuki, Okada",1000073821,Left,HOS_HOS,,4,Bottom,0,0,0,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
122,2020/11/1,,2020/11/1,,1,2,"Miya, Kaito",1000076330,Left,RIK,"Yuki, Okada",1000073821,Left,HOS_HOS,,4,Bottom,0,0,1,,,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
123,2020/11/1,,2020/11/1,,1,3,"Miya, Kaito",1000076330,Left,RIK,"Yuki, Okada",1000073821,Left,HOS_HOS,,4,Bottom,0,0,2,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
124,2020/11/1,,2020/11/1,,1,4,"Miya, Kaito",1000076330,Left,RIK,"Yuki, Okada",1000073821,Left,HOS_HOS,,4,Bottom,0,1,2,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
125,2020/11/1,,2020/11/1,,1,5,"Miya, Kaito",1000076330,Left,RIK,"Yuki, Okada",1000073821,Left,HOS_HOS,,4,Bottom,0,2,2,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
126,2020/11/1,,2020/11/1,,1,6,"Miya, Kaito",1000076330,Left,RIK,"Yuki, Okada",1000073821,Left,HOS_HOS,,4,Bottom,0,3,2,,,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
127,2020/11/1,,2020/11/1,,2,1,"Miya, Kaito",1000076330,Left,RIK,"Yudai, Murata",1000073800,Left,HOS_HOS,,4,Bottom,1,0,0,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
128,2020/11/1,,2020/11/1,,2,2,"Miya, Kaito",1000076330,Left,RIK,"Yudai, Murata",1000073800,Left,HOS_HOS,,4,Bottom,1,0,1,,,InPlay,Undefined,Popup,,Out,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
129,2020/11/1,,2020/11/1,,3,1,"Miya, Kaito",1000076330,Left,RIK,"Ryuji, Hane",1000073684,Right,HOS_HOS,,4,Bottom,2,0,0,,,InPlay,Undefined,GroundBal,,Out,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
130,2020/11/1,,2020/11/1,,1,1,"Ryuto, Ochiai",1000073769,Left,HOS_HOS,"Miya, Kaito",1000076330,Left,RIK,,5,Top,0,0,0,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
131,2020/11/1,,2020/11/1,,1,2,"Ryuto, Ochiai",1000073769,Left,HOS_HOS,"Miya, Kaito",1000076330,Left,RIK,,5,Top,0,0,1,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
132,2020/11/1,,2020/11/1,,1,3,"Ryuto, Ochiai",1000073769,Left,HOS_HOS,"Miya, Kaito",1000076330,Left,RIK,,5,Top,0,0,2,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
133,2020/11/1,,2020/11/1,,1,4,"Ryuto, Ochiai",1000073769,Left,HOS_HOS,"Miya, Kaito",1000076330,Left,RIK,,5,Top,0,1,2,,,StrikeCalled,Strikeout,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
134,2020/11/1,,2020/11/1,,2,1,"Ryuto, Ochiai",1000073769,Left,HOS_HOS,"Jinto, Miyazaki",1000074131,Right,RIK,,5,Top,1,0,0,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
135,2020/11/1,,2020/11/1,,2,2,"Ryuto, Ochiai",1000073769,Left,HOS_HOS,"Jinto, Miyazaki",1000074131,Right,RIK,,5,Top,1,0,1,,,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
136,2020/11/1,,2020/11/1,,2,3,"Ryuto, Ochiai",1000073769,Left,HOS_HOS,"Jinto, Miyazaki",1000074131,Right,RIK,,5,Top,1,0,2,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
137,2020/11/1,,2020/11/1,,2,4,"Ryuto, Ochiai",1000073769,Left,HOS_HOS,"Jinto, Miyazaki",1000074131,Right,RIK,,5,Top,1,1,2,,,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
138,2020/11/1,,2020/11/1,,2,5,"Ryuto, Ochiai",1000073769,Left,HOS_HOS,"Jinto, Miyazaki",1000074131,Right,RIK,,5,Top,1,1,2,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
139,2020/11/1,,2020/11/1,,2,6,"Ryuto, Ochiai",1000073769,Left,HOS_HOS,"Jinto, Miyazaki",1000074131,Right,RIK,,5,Top,1,2,2,,,InPlay,Undefined,FlyBall,,Out,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
140,2020/11/1,,2020/11/1,,3,1,"Ryuto, Ochiai",1000073769,Left,HOS_HOS,"Kai, Tominaga",1000074173,Left,RIK,,5,Top,2,0,0,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
141,2020/11/1,,2020/11/1,,3,2,"Ryuto, Ochiai",1000073769,Left,HOS_HOS,"Kai, Tominaga",1000074173,Left,RIK,,5,Top,2,0,1,,,InPlay,Undefined,GroundBal,,Out,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
142,2020/11/1,,2020/11/1,,1,1,"Miya, Kaito",1000076330,Left,RIK,"Jin, Nakamura",1000073711,Left,HOS_HOS,,5,Bottom,0,0,0,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
143,2020/11/1,,2020/11/1,,1,2,"Miya, Kaito",1000076330,Left,RIK,"Jin, Nakamura",1000073711,Left,HOS_HOS,,5,Bottom,0,1,0,,,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
144,2020/11/1,,2020/11/1,,1,3,"Miya, Kaito",1000076330,Left,RIK,"Jin, Nakamura",1000073711,Left,HOS_HOS,,5,Bottom,0,1,1,,,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
145,2020/11/1,,2020/11/1,,1,4,"Miya, Kaito",1000076330,Left,RIK,"Jin, Nakamura",1000073711,Left,HOS_HOS,,5,Bottom,0,1,2,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
146,2020/11/1,,2020/11/1,,1,5,"Miya, Kaito",1000076330,Left,RIK,"Jin, Nakamura",1000073711,Left,HOS_HOS,,5,Bottom,0,2,2,,,InPlay,Undefined,LineDrive,,Out,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
147,2020/11/1,,2020/11/1,,2,1,"Miya, Kaito",1000076330,Left,RIK,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,5,Bottom,1,0,0,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
148,2020/11/1,,2020/11/1,,2,2,"Miya, Kaito",1000076330,Left,RIK,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,5,Bottom,1,1,0,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
149,2020/11/1,,2020/11/1,,2,3,"Miya, Kaito",1000076330,Left,RIK,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,5,Bottom,1,2,0,,,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
150,2020/11/1,,2020/11/1,,2,4,"Miya, Kaito",1000076330,Left,RIK,"Yuta, Watanabe",1000073832,Right,HOS_HOS,,5,Bottom,1,2,1,,,InPlay,Undefined,GroundBal,,Single,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
151,2020/11/1,,2020/11/1,,3,1,"Miya, Kaito",1000076330,Left,RIK,"Atsuki, Kodani",1000073811,Right,HOS_HOS,,5,Bottom,1,0,0,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
152,2020/11/1,,2020/11/1,,3,2,"Miya, Kaito",1000076330,Left,RIK,"Atsuki, Kodani",1000073811,Right,HOS_HOS,,5,Bottom,1,0,1,,,FoulBall,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
153,2020/11/1,,2020/11/1,,3,3,"Miya, Kaito",1000076330,Left,RIK,"Atsuki, Kodani",1000073811,Right,HOS_HOS,,5,Bottom,1,0,2,,,BallCalled,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
154,2020/11/1,,2020/11/1,,3,4,"Miya, Kaito",1000076330,Left,RIK,"Atsuki, Kodani",1000073811,Right,HOS_HOS,,5,Bottom,1,1,2,,,BallCalled,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
155,2020/11/1,,2020/11/1,,3,5,"Miya, Kaito",1000076330,Left,RIK,"Atsuki, Kodani",1000073811,Right,HOS_HOS,,5,Bottom,1,2,2,,,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
156,2020/11/1,,2020/11/1,,4,1,"Miya, Kaito",1000076330,Left,RIK,"Yasuyoshi, Sugimura",1000089973,Right,HOS_HOS,,5,Bottom,2,0,0,,,BallCalled,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
157,2020/11/1,,2020/11/1,,4,2,"Miya, Kaito",1000076330,Left,RIK,"Yasuyoshi, Sugimura",1000089973,Right,HOS_HOS,,5,Bottom,2,1,0,,,FoulBall,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS_HOS,RIK,JinguStadium,TeamExclusive,Team,20201101-JinguStadium-2,,,v3,,,,"Yu, Katayama",1000074037,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資
